pair,dc_period,tp_atr_mult,sl_atr_mult,adx_threshold,use_200ma,use_chop,total_trades,win_rate,profit_factor,max_drawdown_pct,avg_hold_hours
USDJPY,60,4.0,2.0,25,False,False,170,31.76,0.837,115.11,19.1
GBPJPY,40,2.0,2.0,25,True,True,177,46.89,0.837,118.83,11.5
USDJPY,20,4.0,2.0,30,False,False,162,32.1,0.837,171.91,18.4
USDJPY,40,3.0,2.0,30,True,False,138,36.96,0.836,100.72,14.3
GBPJPY,40,3.0,1.5,20,False,True,246,30.89,0.835,149.31,12.0
GBPUSD,40,4.0,2.0,20,False,True,255,32.16,0.835,97.12,16.3
EURUSD,60,3.0,1.0,20,False,True,266,22.56,0.835,76.22,7.2
GBPUSD,20,2.0,1.5,25,False,False,336,41.67,0.835,91.33,6.9
GBPJPY,40,2.0,2.0,20,True,True,236,46.19,0.835,135.43,11.4
GBPJPY,60,3.0,2.0,20,False,False,227,36.56,0.834,142.23,15.4
GBPUSD,60,3.0,2.0,20,True,True,237,37.55,0.834,88.71,13.4
EURUSD,40,3.0,1.0,20,False,False,342,22.81,0.834,72.17,7.2
EURUSD,20,4.0,1.5,20,False,True,326,25.46,0.834,89.66,13.6
GBPUSD,40,2.0,2.0,30,True,True,164,47.56,0.834,65.18,9.7
GBPJPY,20,3.0,2.0,20,True,False,266,36.84,0.834,151.15,16.1
GBPUSD,20,2.0,2.0,30,True,False,183,48.09,0.833,67.99,10.0
GBPJPY,60,2.0,1.5,30,False,True,134,38.06,0.833,110.61,8.5
GBPJPY,20,2.0,1.5,25,False,True,239,40.17,0.832,149.12,8.6
GBPJPY,40,2.0,2.0,20,False,False,296,45.95,0.832,160.33,10.9
GBPJPY,60,3.0,1.5,20,True,False,224,31.25,0.832,153.45,12.0
GBPUSD,60,3.0,1.5,30,False,True,152,31.58,0.832,57.53,10.3
USDJPY,20,4.0,1.0,30,True,True,142,17.61,0.831,90.69,10.0
GBPUSD,40,3.0,1.5,30,False,True,164,31.1,0.831,64.21,10.1
GBPJPY,40,2.0,1.5,25,True,True,183,39.89,0.831,123.57,8.6
GBPJPY,20,4.0,1.0,20,False,True,312,18.27,0.831,131.17,10.6
EURUSD,40,4.0,1.0,25,True,True,195,17.95,0.831,52.98,8.5
USDJPY,60,2.0,2.0,30,False,True,139,46.04,0.831,101.76,11.6
GBPUSD,60,3.0,2.0,20,True,False,249,36.95,0.83,105.14,13.3
USDJPY,60,4.0,1.5,25,True,True,161,23.6,0.83,107.39,15.2
GBPUSD,40,2.0,1.5,30,True,True,170,41.18,0.83,61.83,7.0
GBPJPY,20,2.0,1.5,25,True,True,198,39.9,0.83,135.42,8.6
GBPUSD,60,3.0,1.0,30,False,False,180,23.89,0.829,53.02,7.3
GBPJPY,40,4.0,1.0,20,False,False,281,18.51,0.829,159.22,10.4
GBPUSD,60,3.0,1.5,20,False,False,288,30.56,0.829,99.15,10.3
GBPJPY,20,2.0,1.5,20,False,False,411,39.9,0.829,184.97,8.0
EURUSD,20,3.0,1.5,20,True,False,317,30.6,0.829,87.46,10.1
EURUSD,20,4.0,1.0,25,True,True,215,18.14,0.828,56.9,8.9
USDJPY,60,3.0,2.0,30,False,True,129,36.43,0.828,111.34,14.4
GBPJPY,20,2.0,2.0,25,False,True,229,47.6,0.828,162.34,11.7
GBPJPY,20,4.0,2.0,25,False,False,207,30.92,0.827,160.19,19.8
GBPJPY,40,2.0,1.5,20,False,True,275,39.27,0.827,155.61,8.4
GBPJPY,60,2.0,1.0,20,False,True,254,29.53,0.827,123.16,5.7
USDJPY,40,4.0,1.0,30,True,True,133,17.29,0.827,96.64,9.5
USDJPY,40,4.0,1.5,30,False,True,131,23.66,0.827,94.28,14.4
USDJPY,20,4.0,2.0,25,True,False,189,31.75,0.826,130.75,19.3
USDJPY,60,3.0,2.0,30,False,False,139,36.69,0.826,110.94,14.4
EURUSD,40,2.0,1.0,25,False,True,245,29.8,0.826,68.86,4.9
EURUSD,20,3.0,1.5,30,False,True,159,31.45,0.825,53.72,11.2
USDJPY,60,4.0,1.5,25,False,True,167,23.35,0.825,106.89,15.2
GBPUSD,60,3.0,1.5,30,True,True,151,31.13,0.824,57.78,10.4
GBPJPY,40,2.0,1.5,20,True,True,245,39.18,0.824,134.86,8.6
GBPJPY,20,4.0,2.0,20,True,False,241,29.46,0.824,148.09,20.0
EURUSD,60,4.0,1.5,20,False,True,229,24.45,0.823,69.49,12.3
GBPUSD,60,3.0,1.5,20,True,False,272,30.51,0.823,101.4,10.4
USDJPY,40,2.0,1.0,30,True,True,154,29.22,0.823,91.98,6.2
EURUSD,20,4.0,1.5,20,True,True,274,24.82,0.823,78.8,12.2
GBPUSD,20,2.0,1.5,30,True,False,192,41.15,0.823,66.99,7.3
GBPUSD,40,4.0,1.5,30,False,True,152,26.32,0.823,69.03,12.0
USDJPY,20,2.0,2.0,30,False,False,201,46.77,0.822,130.39,10.8
GBPJPY,40,4.0,2.0,20,False,True,210,30.48,0.822,149.71,20.4
GBPJPY,40,4.0,1.0,20,True,False,257,17.9,0.822,148.61,10.0
GBPJPY,60,3.0,2.0,30,True,True,107,37.38,0.822,133.49,17.6
USDJPY,40,4.0,1.0,25,True,False,206,16.99,0.822,103.76,10.1
USDJPY,60,4.0,1.0,30,True,True,129,17.05,0.822,98.14,9.7
USDJPY,60,4.0,1.0,20,False,False,262,17.94,0.822,104.39,9.8
EURJPY,20,2.0,2.0,20,True,False,305,45.25,0.821,149.45,10.6
USDJPY,40,4.0,2.0,30,True,False,128,32.03,0.821,131.35,17.3
GBPJPY,60,2.0,1.0,20,True,True,240,29.58,0.821,118.52,5.8
GBPJPY,40,3.0,1.0,20,True,True,239,22.18,0.821,111.77,8.2
USDJPY,40,3.0,1.5,30,True,True,133,28.57,0.821,103.16,11.5
GBPJPY,20,2.0,2.0,20,True,True,266,45.86,0.821,153.9,11.6
GBPJPY,60,2.0,1.5,25,True,False,198,39.9,0.82,130.77,7.8
USDJPY,40,4.0,1.5,20,False,False,268,24.63,0.82,136.66,14.1
GBPJPY,60,4.0,2.0,20,True,False,192,30.73,0.82,136.31,19.3
EURUSD,40,3.0,1.5,20,True,True,257,29.57,0.82,71.46,9.8
GBPJPY,60,2.0,1.5,20,False,False,271,39.48,0.819,157.27,8.0
GBPJPY,60,3.0,2.0,30,False,False,122,36.89,0.819,124.54,17.9
GBPUSD,60,3.0,1.0,30,True,False,179,23.46,0.819,53.46,7.3
GBPJPY,40,2.0,2.0,25,True,False,198,46.46,0.818,124.77,11.3
EURUSD,40,3.0,1.5,30,False,True,141,29.79,0.818,51.8,9.9
USDJPY,60,4.0,2.0,30,True,True,115,31.3,0.818,124.51,17.5
GBPUSD,40,3.0,1.5,30,True,False,169,30.77,0.818,67.7,10.3
GBPJPY,60,3.0,1.0,20,False,True,233,22.32,0.817,115.89,7.8
GBPJPY,60,4.0,1.5,30,True,True,107,25.23,0.817,118.24,14.5
EURUSD,20,4.0,1.0,20,False,False,413,18.4,0.816,97.66,8.5
GBPJPY,20,2.0,2.0,25,True,True,191,46.6,0.816,139.27,11.8
GBPJPY,20,3.0,2.0,25,True,True,165,36.97,0.816,150.81,17.3
GBPJPY,60,2.0,2.0,25,False,True,175,46.29,0.816,134.18,11.4
USDJPY,40,2.0,1.5,30,True,True,143,37.06,0.816,91.79,9.2
GBPJPY,60,3.0,2.0,20,True,False,214,36.45,0.815,148.01,15.6
USDJPY,20,3.0,1.5,30,True,False,155,29.03,0.815,102.46,12.2
GBPJPY,20,2.0,2.0,20,False,False,382,46.07,0.815,230.42,10.5
GBPJPY,60,4.0,2.0,20,False,False,203,31.03,0.815,147.15,19.4
GBPJPY,40,4.0,2.0,20,True,True,188,29.79,0.815,140.14,20.5
EURUSD,40,3.0,1.0,25,True,False,222,22.07,0.814,70.61,6.8
USDJPY,60,4.0,2.0,20,True,True,185,30.81,0.814,145.48,19.5
GBPUSD,60,3.0,2.0,25,False,True,195,38.46,0.814,87.3,13.5
GBPUSD,40,4.0,2.0,20,False,False,271,31.37,0.814,114.62,15.9
USDJPY,20,4.0,1.5,20,True,False,279,25.09,0.814,140.32,14.0
GBPJPY,40,2.0,2.0,20,True,False,266,45.49,0.813,150.51,11.0
EURUSD,40,3.0,1.0,20,True,False,299,22.07,0.813,86.15,7.3
GBPJPY,20,2.0,2.0,20,False,True,330,46.06,0.813,220.27,11.0
EURUSD,20,3.0,1.0,20,False,False,439,22.78,0.812,97.71,7.4
EURJPY,20,3.0,2.0,20,False,False,315,36.51,0.811,179.33,15.5
GBPJPY,20,3.0,2.0,20,True,True,233,35.62,0.811,153.44,16.8
GBPUSD,40,2.0,1.5,30,False,True,178,40.45,0.81,67.23,6.9
USDJPY,20,4.0,2.0,30,False,True,151,30.46,0.81,165.77,18.1
USDJPY,20,4.0,2.0,30,True,False,137,32.12,0.81,125.58,18.0
GBPUSD,60,3.0,2.0,20,False,False,267,36.33,0.81,116.53,13.0
GBPJPY,20,2.0,2.0,20,True,False,310,45.81,0.809,174.28,10.7
GBPJPY,60,2.0,1.5,20,True,False,257,39.3,0.809,157.32,8.1
EURUSD,20,3.0,1.5,20,False,True,359,31.2,0.809,109.8,11.2
GBPJPY,40,4.0,2.0,20,True,False,205,29.76,0.808,151.14,20.0
GBPUSD,20,2.0,1.5,20,False,False,487,40.25,0.808,134.41,7.1
EURUSD,20,2.0,1.0,20,False,True,436,31.19,0.807,87.94,5.2
GBPJPY,40,3.0,1.5,20,True,True,219,30.14,0.807,149.05,12.2
EURUSD,40,3.0,1.0,20,False,True,314,22.61,0.807,72.24,7.4
USDJPY,20,4.0,1.0,25,True,False,227,17.18,0.806,116.78,10.9
EURUSD,60,3.0,1.5,20,False,True,250,29.6,0.806,75.62,9.9
EURJPY,20,3.0,1.5,20,False,False,338,29.59,0.806,168.34,11.9
GBPJPY,60,3.0,2.0,25,False,False,166,37.35,0.806,141.83,16.6
GBPJPY,60,3.0,2.0,20,False,True,203,35.96,0.805,150.93,15.8
GBPJPY,60,2.0,2.0,20,False,False,259,45.17,0.805,174.49,10.8
EURUSD,20,3.0,1.5,25,False,True,254,31.89,0.805,83.94,11.1
USDJPY,20,3.0,2.0,30,False,False,182,36.81,0.804,155.62,14.6
USDJPY,40,4.0,2.0,20,True,False,218,31.65,0.804,158.42,18.9
GBPJPY,20,3.0,2.0,25,True,False,183,36.61,0.803,169.57,16.9
USDJPY,60,3.0,1.5,30,True,False,142,28.17,0.803,111.2,11.5
USDJPY,20,2.0,2.0,30,True,True,148,45.27,0.803,102.96,12.1
GBPUSD,40,2.0,2.0,30,True,False,176,46.59,0.803,72.62,9.9
EURUSD,40,4.0,1.0,25,False,False,236,18.22,0.802,72.1,7.9
GBPJPY,60,2.0,1.5,25,False,True,182,39.01,0.801,138.94,8.3
GBPJPY,60,3.0,1.0,20,True,True,219,22.37,0.801,113.44,8.0
GBPJPY,60,4.0,1.5,30,False,True,113,24.78,0.801,120.3,14.3
USDJPY,60,3.0,1.5,30,False,True,133,27.82,0.801,117.54,11.4
GBPUSD,60,3.0,1.5,30,False,False,165,30.91,0.801,68.75,10.4
GBPUSD,20,2.0,1.5,30,False,True,208,40.38,0.8,71.39,7.4
EURUSD,20,3.0,1.5,25,False,False,275,32.0,0.8,92.54,10.9
GBPUSD,20,3.0,1.5,30,True,False,176,30.11,0.8,77.75,10.4
GBPJPY,60,2.0,2.0,25,True,False,187,45.99,0.8,129.75,11.3
USDJPY,40,4.0,2.0,20,True,True,201,30.85,0.8,159.32,19.5
GBPJPY,20,2.0,1.5,20,True,True,280,37.86,0.799,156.83,8.3
GBPJPY,60,3.0,1.5,30,True,False,126,29.37,0.799,128.04,11.8
USDJPY,40,4.0,1.0,30,True,False,147,17.01,0.799,103.99,9.6
USDJPY,60,3.0,1.0,30,True,False,152,21.05,0.799,101.78,8.2
USDJPY,60,2.0,1.5,30,True,True,139,36.69,0.799,96.4,9.1
GBPJPY,60,3.0,2.0,25,False,True,153,37.25,0.799,133.4,16.9
GBPUSD,40,2.0,1.5,30,True,False,184,40.22,0.798,69.48,7.3
USDJPY,40,3.0,1.0,30,True,False,156,21.15,0.798,102.23,8.1
GBPUSD,40,2.0,2.0,30,False,False,184,46.74,0.798,75.72,10.1
USDJPY,60,4.0,2.0,30,False,True,117,30.77,0.797,138.33,17.6
GBPJPY,20,2.0,2.0,25,True,False,217,46.08,0.797,144.55,11.4
EURUSD,20,2.0,1.5,25,False,False,308,40.26,0.797,92.37,7.6
GBPJPY,60,3.0,1.5,25,True,True,154,31.17,0.797,123.18,12.0
GBPJPY,20,3.0,1.5,20,False,True,309,29.77,0.797,179.77,11.9
USDJPY,60,3.0,2.0,30,True,True,126,35.71,0.796,113.8,14.5
USDJPY,60,4.0,1.0,30,False,True,132,16.67,0.796,98.83,9.9
GBPJPY,60,3.0,2.0,25,True,False,157,36.94,0.796,149.83,16.6
EURUSD,20,4.0,1.5,25,False,True,240,25.42,0.796,91.33,14.3
GBPJPY,60,3.0,2.0,30,True,False,116,36.21,0.795,138.21,17.8
USDJPY,20,3.0,2.0,30,False,True,169,36.09,0.795,151.66,14.7
USDJPY,60,3.0,1.0,30,False,True,142,21.13,0.795,100.6,8.1
USDJPY,60,4.0,1.0,30,True,False,143,16.78,0.795,105.5,9.8
GBPUSD,60,3.0,1.5,30,True,False,164,30.49,0.794,69.4,10.5
GBPJPY,60,2.0,2.0,25,True,True,166,45.78,0.794,136.05,11.6
GBPUSD,40,3.0,1.5,30,False,False,178,30.34,0.794,76.51,10.2
GBPUSD,20,2.0,1.5,30,False,False,232,40.52,0.793,79.24,7.1
GBPJPY,60,4.0,2.0,20,False,True,183,30.05,0.793,151.01,20.1
GBPJPY,60,2.0,1.5,30,True,True,128,37.5,0.793,119.17,8.5
USDJPY,60,2.0,1.5,30,False,True,143,36.36,0.791,108.49,9.0
USDJPY,20,4.0,1.0,30,True,False,158,17.09,0.789,104.46,10.2
USDJPY,60,4.0,1.0,30,False,False,147,17.01,0.789,106.32,9.7
USDJPY,20,3.0,1.5,30,False,True,175,28.57,0.787,147.96,11.8
USDJPY,40,4.0,1.5,20,True,True,213,23.94,0.787,137.11,14.8
USDJPY,60,3.0,2.0,30,True,False,135,35.56,0.787,119.53,14.4
GBPJPY,20,2.0,1.5,20,False,True,351,38.18,0.786,214.34,8.1
GBPJPY,60,3.0,2.0,25,True,True,144,36.81,0.786,140.37,17.0
GBPJPY,60,4.0,2.0,20,True,True,173,29.48,0.784,147.49,20.0
USDJPY,20,3.0,2.0,30,True,True,138,35.51,0.784,116.04,14.8
USDJPY,20,2.0,1.0,30,True,True,166,28.31,0.783,102.0,6.4
USDJPY,60,4.0,1.5,25,True,False,174,23.56,0.782,126.29,14.8
EURUSD,20,2.0,1.5,25,False,True,285,39.65,0.782,93.88,7.8
GBPUSD,60,3.0,2.0,20,False,True,253,36.36,0.782,117.57,13.2
USDJPY,60,3.0,1.0,30,True,True,139,20.86,0.782,112.74,8.0
GBPJPY,20,3.0,2.0,25,False,False,225,36.89,0.782,222.9,16.6
EURUSD,20,3.0,1.5,20,True,True,293,29.69,0.781,104.1,10.1
GBPUSD,20,2.0,2.0,30,False,False,218,46.79,0.781,90.04,10.1
USDJPY,40,3.0,1.0,30,True,True,143,20.98,0.781,113.23,7.9
USDJPY,20,3.0,2.0,30,True,False,148,35.81,0.78,120.99,15.2
USDJPY,40,4.0,1.5,25,True,False,185,23.78,0.779,128.73,14.6
GBPJPY,60,2.0,2.0,20,True,False,247,44.53,0.779,169.67,10.9
GBPJPY,60,2.0,1.5,25,True,True,173,38.73,0.778,140.89,8.3
USDJPY,60,4.0,1.5,25,False,False,184,23.37,0.778,127.52,14.4
USDJPY,20,2.0,2.0,30,False,True,186,45.16,0.776,141.13,11.3
EURUSD,20,4.0,1.0,20,False,True,370,17.84,0.776,103.38,8.8
EURUSD,20,4.0,1.5,25,False,False,260,25.38,0.776,106.83,13.7
USDJPY,20,2.0,1.5,30,False,True,192,36.98,0.775,128.91,8.9
USDJPY,20,4.0,1.5,25,True,False,203,24.14,0.774,137.96,15.2
EURJPY,20,2.0,2.0,20,False,False,377,44.03,0.773,238.32,10.9
GBPJPY,60,3.0,1.5,25,False,True,164,30.49,0.773,132.25,11.9
USDJPY,60,4.0,2.0,30,True,False,125,30.4,0.773,158.32,17.0
GBPUSD,40,2.0,1.5,30,False,False,193,39.38,0.772,77.71,7.2
USDJPY,20,4.0,1.5,30,True,False,144,24.31,0.771,115.24,14.4
EURUSD,40,4.0,1.0,25,False,True,218,17.43,0.771,75.37,8.0
EURUSD,40,3.0,1.0,25,False,False,245,22.04,0.77,75.24,6.7
GBPJPY,20,3.0,1.5,20,True,True,252,28.57,0.77,161.9,12.0
GBPJPY,60,3.0,2.0,20,True,True,191,35.08,0.769,154.2,16.1
USDJPY,60,4.0,2.0,20,False,True,195,30.26,0.769,162.01,19.2
EURUSD,20,3.0,1.0,20,False,True,395,22.28,0.769,111.65,7.8
GBPJPY,40,4.0,1.5,20,False,True,226,23.89,0.769,190.2,15.1
USDJPY,40,4.0,1.5,30,True,True,123,23.58,0.767,115.16,14.1
GBPJPY,60,2.0,2.0,20,False,True,230,44.35,0.767,195.78,11.0
USDJPY,60,4.0,2.0,30,False,False,128,30.47,0.765,165.44,16.9
GBPJPY,20,3.0,2.0,25,False,True,198,36.36,0.765,190.53,16.9
GBPJPY,60,3.0,1.5,30,False,False,134,28.36,0.764,131.67,11.6
GBPJPY,60,2.0,2.0,20,True,True,217,44.24,0.764,177.19,11.3
USDJPY,20,3.0,1.5,30,True,True,143,27.27,0.762,122.21,11.8
USDJPY,20,3.0,1.0,30,True,False,168,20.83,0.762,112.8,8.7
USDJPY,20,2.0,1.5,30,True,True,154,35.71,0.762,110.84,9.4
USDJPY,60,3.0,1.5,30,True,True,130,26.92,0.761,126.41,11.5
USDJPY,20,3.0,1.0,30,True,True,153,20.92,0.76,116.79,8.3
USDJPY,40,4.0,1.5,30,True,False,135,23.7,0.76,126.93,13.7
USDJPY,60,4.0,2.0,20,True,False,202,30.2,0.758,174.88,18.7
USDJPY,20,4.0,1.5,30,True,True,132,23.48,0.757,116.2,14.3
EURUSD,40,3.0,1.0,25,False,True,228,21.93,0.757,75.99,6.5
EURUSD,20,2.0,1.0,25,False,False,336,29.17,0.757,92.73,5.0
USDJPY,60,4.0,1.5,20,True,True,198,23.23,0.755,152.18,15.0
USDJPY,20,4.0,1.5,30,False,True,161,22.36,0.753,152.59,14.5
GBPJPY,60,3.0,1.5,30,True,True,116,28.45,0.751,152.74,11.6
GBPJPY,40,4.0,1.0,20,True,True,227,16.3,0.75,143.38,10.0
GBPJPY,60,4.0,1.0,20,True,True,207,16.91,0.746,137.85,9.8
GBPJPY,60,2.0,1.5,20,True,True,227,37.44,0.745,171.55,8.4
GBPJPY,60,2.0,1.5,20,False,True,241,37.34,0.745,188.31,8.2
GBPJPY,40,4.0,1.5,20,True,True,204,23.04,0.745,181.44,14.8
GBPJPY,20,4.0,1.5,20,False,True,283,23.32,0.745,216.54,14.6
USDJPY,60,4.0,2.0,20,False,False,212,30.19,0.741,179.86,18.8
USDJPY,60,4.0,1.5,20,False,True,208,23.08,0.737,162.22,15.0
GBPJPY,60,4.0,1.5,20,True,True,187,23.53,0.737,170.6,14.4
GBPJPY,20,4.0,1.5,20,True,True,238,22.27,0.737,184.8,14.2
GBPJPY,40,4.0,1.0,20,False,True,252,16.27,0.734,161.83,10.0
EURUSD,20,2.0,1.0,25,False,True,307,28.34,0.733,96.27,5.1
USDJPY,40,4.0,1.5,20,True,False,238,23.11,0.731,182.49,14.3
GBPJPY,60,3.0,1.5,20,False,True,218,28.44,0.731,179.43,11.6
GBPJPY,60,3.0,1.5,30,False,True,123,27.64,0.727,155.84,11.5
EURUSD,20,3.0,1.0,25,False,False,311,21.54,0.723,103.43,6.8
GBPJPY,60,3.0,1.5,20,True,True,204,28.43,0.719,169.89,11.9
GBPJPY,60,4.0,1.0,20,False,True,220,16.36,0.713,152.56,9.7
GBPJPY,60,4.0,1.5,20,False,True,200,23.0,0.712,193.02,14.2
USDJPY,60,4.0,1.5,30,True,False,132,21.97,0.708,154.55,13.3
EURUSD,20,4.0,1.0,25,False,False,299,17.06,0.706,117.75,8.0
USDJPY,60,4.0,1.5,20,True,False,221,22.62,0.706,188.77,14.4
USDJPY,60,4.0,1.5,30,False,False,135,22.22,0.706,159.89,13.3
USDJPY,60,4.0,1.5,30,True,True,121,21.49,0.704,145.87,13.7
EURUSD,20,3.0,1.0,25,False,True,284,21.13,0.703,104.75,7.0
USDJPY,60,4.0,1.5,30,False,True,123,21.14,0.691,153.13,13.8
USDJPY,60,4.0,1.5,20,False,False,236,22.46,0.688,203.4,14.0
EURUSD,20,4.0,1.0,25,False,True,273,16.48,0.675,122.0,8.5
