pair,date,direction,entry_ts,exit_ts,entry,tp,sl,exit_price,tok_high,tok_low,tok_range_p,result_pips,sl_pips,rr,exit_reason,win,fake_pips,tp_ratio
GBPUSD,2024-09-11,LONG,2024-09-11 13:10:00+00:00,2024-09-11 13:25:00+00:00,1.30722,1.30923,1.3059,1.3059,1.31108,1.30705,40.3,-13.2,13.2,-1.0,SL,False,5,0.5
GBPUSD,2024-09-12,SHORT,2024-09-12 13:30:00+00:00,2024-09-12 14:40:00+00:00,1.30517,1.30396,1.30695,1.30695,1.3057,1.30329,24.2,-17.8,17.8,-1.0,SL,False,5,0.5
GBPUSD,2024-09-16,SHORT,2024-09-16 15:35:00+00:00,2024-09-16 16:00:00+00:00,1.3193,1.31641,1.32048,1.32048,1.31947,1.3137,57.7,-11.8,11.8,-1.0,SL,False,5,0.5
GBPUSD,2024-09-18,SHORT,2024-09-18 14:30:00+00:00,2024-09-18 18:00:00+00:00,1.32078,1.31801,1.32248,1.32248,1.32118,1.31563,55.4,-17.0,17.0,-1.0,SL,False,5,0.5
GBPUSD,2024-09-26,SHORT,2024-09-26 13:10:00+00:00,2024-09-26 13:35:00+00:00,1.33553,1.33328,1.33749,1.33749,1.33581,1.33131,45.0,-19.6,19.6,-1.0,SL,False,5,0.5
GBPUSD,2024-09-27,SHORT,2024-09-27 14:45:00+00:00,2024-09-27 18:30:00+00:00,1.33998,1.33748,1.34206,1.33748,1.34106,1.33606,50.0,25.0,20.8,1.2,TP,True,5,0.5
GBPUSD,2024-09-30,LONG,2024-09-30 14:30:00+00:00,2024-09-30 14:50:00+00:00,1.33791,1.34031,1.33637,1.34031,1.3423,1.33751,47.9,24.0,15.4,1.56,TP,True,5,0.5
GBPUSD,2024-10-02,LONG,2024-10-02 13:45:00+00:00,2024-10-02 14:35:00+00:00,1.32716,1.32928,1.32516,1.32516,1.33049,1.32626,42.3,-20.0,20.0,-1.0,SL,False,5,0.5
GBPUSD,2024-10-03,LONG,2024-10-03 14:05:00+00:00,2024-10-03 14:40:00+00:00,1.31131,1.31925,1.30962,1.30962,1.32658,1.3107,158.7,-16.9,16.9,-1.0,SL,False,5,0.5
GBPUSD,2024-10-07,LONG,2024-10-07 13:10:00+00:00,2024-10-07 13:30:00+00:00,1.30902,1.31137,1.30763,1.30763,1.31342,1.30873,46.9,-13.9,13.9,-1.0,SL,False,5,0.5
GBPUSD,2024-10-08,SHORT,2024-10-08 13:50:00+00:00,2024-10-08 15:30:00+00:00,1.31,1.30809,1.31151,1.30809,1.31036,1.30654,38.2,19.1,15.1,1.26,TP,True,5,0.5
GBPUSD,2024-10-14,LONG,2024-10-14 13:40:00+00:00,2024-10-14 20:00:00+00:00,1.30483,1.30635,1.30275,1.30557,1.30717,1.30414,30.3,7.4,20.8,0.36,TIMEOUT,True,5,0.5
GBPUSD,2024-10-17,SHORT,2024-10-17 13:00:00+00:00,2024-10-17 13:10:00+00:00,1.29975,1.29847,1.30151,1.29847,1.30012,1.29756,25.6,12.8,17.6,0.73,TP,True,5,0.5
GBPUSD,2024-10-30,SHORT,2024-10-30 14:15:00+00:00,2024-10-30 14:25:00+00:00,1.30159,1.30018,1.30392,1.30392,1.30251,1.2997,28.1,-23.3,23.3,-1.0,SL,False,5,0.5
GBPUSD,2024-11-06,LONG,2024-11-06 13:05:00+00:00,2024-11-06 14:30:00+00:00,1.28524,1.29483,1.28366,1.28366,1.30415,1.28497,191.9,-15.8,15.8,-1.0,SL,False,5,0.5
GBPUSD,2024-11-08,LONG,2024-11-08 15:05:00+00:00,2024-11-08 16:30:00+00:00,1.29415,1.29649,1.29177,1.29177,1.29848,1.29379,46.9,-23.8,23.8,-1.0,SL,False,5,0.5
GBPUSD,2024-11-13,SHORT,2024-11-13 13:30:00+00:00,2024-11-13 13:45:00+00:00,1.27518,1.27395,1.27741,1.27395,1.27549,1.27304,24.5,12.3,22.3,0.55,TP,True,5,0.5
GBPUSD,2024-11-14,LONG,2024-11-14 14:00:00+00:00,2024-11-14 14:25:00+00:00,1.26722,1.26931,1.26506,1.26931,1.27105,1.26688,41.7,20.9,21.6,0.97,TP,True,5,0.5
GBPUSD,2024-11-25,SHORT,2024-11-25 14:00:00+00:00,2024-11-25 15:00:00+00:00,1.26014,1.2573,1.26178,1.2573,1.26067,1.25499,56.8,28.4,16.4,1.73,TP,True,5,0.5
GBPUSD,2024-11-26,SHORT,2024-11-26 15:20:00+00:00,2024-11-26 15:45:00+00:00,1.25572,1.25299,1.25734,1.25734,1.25628,1.25083,54.5,-16.2,16.2,-1.0,SL,False,5,0.5
GBPUSD,2024-11-29,LONG,2024-11-29 14:40:00+00:00,2024-11-29 17:55:00+00:00,1.2695,1.27228,1.26773,1.27228,1.27488,1.26931,55.7,27.8,17.7,1.57,TP,True,5,0.5
GBPUSD,2024-12-02,LONG,2024-12-02 13:55:00+00:00,2024-12-02 14:25:00+00:00,1.26859,1.26996,1.26706,1.26706,1.27086,1.26812,27.4,-15.3,15.3,-1.0,SL,False,5,0.5
GBPUSD,2024-12-04,SHORT,2024-12-04 15:30:00+00:00,2024-12-04 16:10:00+00:00,1.26887,1.26645,1.27115,1.27115,1.27012,1.26528,48.4,-22.8,22.8,-1.0,SL,False,5,0.5
GBPUSD,2024-12-09,SHORT,2024-12-09 14:05:00+00:00,2024-12-09 15:30:00+00:00,1.27684,1.27409,1.27864,1.27864,1.27727,1.27176,55.1,-18.0,18.0,-1.0,SL,False,5,0.5
GBPUSD,2024-12-10,LONG,2024-12-10 15:55:00+00:00,2024-12-10 16:45:00+00:00,1.27395,1.27523,1.27224,1.27523,1.27631,1.27376,25.5,12.8,17.1,0.75,TP,True,5,0.5
GBPUSD,2024-12-13,LONG,2024-12-13 15:35:00+00:00,2024-12-13 15:50:00+00:00,1.26234,1.26524,1.26106,1.26106,1.26791,1.2621,58.1,-12.8,12.8,-1.0,SL,False,5,0.5
GBPUSD,2024-12-24,SHORT,2024-12-24 15:30:00+00:00,2024-12-24 16:15:00+00:00,1.25437,1.25339,1.25583,1.25339,1.25453,1.25257,19.6,9.8,14.6,0.67,TP,True,5,0.5
GBPUSD,2024-12-26,LONG,2024-12-26 13:10:00+00:00,2024-12-26 14:30:00+00:00,1.25309,1.25435,1.25135,1.25135,1.25489,1.25238,25.1,-17.4,17.4,-1.0,SL,False,5,0.5
GBPUSD,2024-12-31,LONG,2024-12-31 15:35:00+00:00,2024-12-31 15:50:00+00:00,1.25407,1.25539,1.25284,1.25284,1.2565,1.25387,26.3,-12.3,12.3,-1.0,SL,False,5,0.5
GBPUSD,2025-01-06,SHORT,2025-01-06 14:15:00+00:00,2025-01-06 16:30:00+00:00,1.24749,1.24436,1.25309,1.25309,1.24816,1.2419,62.6,-56.0,56.0,-1.0,SL,False,5,0.5
GBPUSD,2025-01-13,LONG,2025-01-13 13:15:00+00:00,2025-01-13 17:40:00+00:00,1.21301,1.2171,1.21147,1.2171,1.22073,1.21255,81.9,40.9,15.4,2.66,TP,True,5,0.5
GBPUSD,2025-01-14,LONG,2025-01-14 15:50:00+00:00,2025-01-14 16:45:00+00:00,1.21992,1.22243,1.21797,1.21797,1.22433,1.21932,50.2,-19.5,19.5,-1.0,SL,False,5,0.5
GBPUSD,2025-01-16,LONG,2025-01-16 14:50:00+00:00,2025-01-16 15:20:00+00:00,1.22021,1.22276,1.21849,1.22276,1.2248,1.21969,51.1,25.5,17.2,1.49,TP,True,5,0.5
GBPUSD,2025-01-22,SHORT,2025-01-22 13:25:00+00:00,2025-01-22 14:10:00+00:00,1.23507,1.23312,1.23641,1.23312,1.2353,1.23141,38.9,19.5,13.4,1.45,TP,True,5,0.5
GBPUSD,2025-01-23,SHORT,2025-01-23 13:35:00+00:00,2025-01-23 14:55:00+00:00,1.23212,1.23073,1.2335,1.2335,1.23229,1.2295,27.9,-13.8,13.8,-1.0,SL,False,5,0.5
GBPUSD,2025-01-28,LONG,2025-01-28 13:40:00+00:00,2025-01-28 13:50:00+00:00,1.24298,1.24492,1.24149,1.24149,1.24657,1.2427,38.7,-14.9,14.9,-1.0,SL,False,5,0.5
GBPUSD,2025-01-29,LONG,2025-01-29 15:40:00+00:00,2025-01-29 19:10:00+00:00,1.24399,1.24541,1.242,1.242,1.24635,1.24352,28.4,-19.9,19.9,-1.0,SL,False,5,0.5
GBPUSD,2025-01-30,SHORT,2025-01-30 14:30:00+00:00,2025-01-30 15:15:00+00:00,1.24549,1.24412,1.24727,1.24727,1.24611,1.24336,27.4,-17.8,17.8,-1.0,SL,False,5,0.5
GBPUSD,2025-01-31,LONG,2025-01-31 15:30:00+00:00,2025-01-31 16:30:00+00:00,1.24184,1.24316,1.24023,1.24316,1.24397,1.24133,26.4,13.2,16.1,0.82,TP,True,5,0.5
GBPUSD,2025-02-05,SHORT,2025-02-05 14:30:00+00:00,2025-02-05 15:00:00+00:00,1.25102,1.24861,1.25247,1.25247,1.2513,1.24648,48.2,-14.5,14.5,-1.0,SL,False,5,0.5
GBPUSD,2025-02-12,LONG,2025-02-12 15:35:00+00:00,2025-02-12 16:05:00+00:00,1.24467,1.24593,1.24202,1.24202,1.24639,1.24386,25.3,-26.5,26.5,-1.0,SL,False,5,0.5
GBPUSD,2025-02-18,LONG,2025-02-18 13:15:00+00:00,2025-02-18 15:00:00+00:00,1.25954,1.26095,1.25835,1.26095,1.2622,1.25937,28.3,14.1,11.9,1.19,TP,True,5,0.5
GBPUSD,2025-02-21,LONG,2025-02-21 14:25:00+00:00,2025-02-21 15:20:00+00:00,1.26582,1.26719,1.26366,1.26366,1.2678,1.26505,27.4,-21.6,21.6,-1.0,SL,False,5,0.5
GBPUSD,2025-02-27,SHORT,2025-02-27 13:30:00+00:00,2025-02-27 13:45:00+00:00,1.26722,1.26571,1.26926,1.26571,1.2681,1.26509,30.2,15.1,20.4,0.74,TP,True,5,0.5
GBPUSD,2025-02-28,SHORT,2025-02-28 15:40:00+00:00,2025-02-28 15:55:00+00:00,1.26045,1.25859,1.26254,1.25859,1.26111,1.2574,37.1,18.6,20.9,0.89,TP,True,5,0.5
GBPUSD,2025-03-12,SHORT,2025-03-12 13:35:00+00:00,2025-03-12 13:55:00+00:00,1.29443,1.29288,1.29575,1.29288,1.2946,1.29149,31.1,15.5,13.2,1.18,TP,True,5,0.5
GBPUSD,2025-03-13,LONG,2025-03-13 14:00:00+00:00,2025-03-13 20:00:00+00:00,1.29466,1.29615,1.29309,1.29454,1.29735,1.29438,29.7,-1.2,15.7,-0.08,TIMEOUT,False,5,0.5
GBPUSD,2025-03-18,LONG,2025-03-18 13:15:00+00:00,2025-03-18 13:40:00+00:00,1.29713,1.29894,1.29584,1.29584,1.30049,1.29687,36.3,-12.9,12.9,-1.0,SL,False,5,0.5
GBPUSD,2025-03-20,LONG,2025-03-20 14:10:00+00:00,2025-03-20 20:00:00+00:00,1.29664,1.29921,1.29514,1.29638,1.30152,1.29638,51.5,-2.6,15.0,-0.17,TIMEOUT,False,5,0.5
GBPUSD,2025-03-26,LONG,2025-03-26 13:35:00+00:00,2025-03-26 20:00:00+00:00,1.28897,1.29191,1.2876,1.28885,1.29465,1.28878,58.7,-1.2,13.7,-0.09,TIMEOUT,False,5,0.5
GBPUSD,2025-04-03,SHORT,2025-04-03 13:30:00+00:00,2025-04-03 17:25:00+00:00,1.31636,1.30933,1.31792,1.30933,1.31678,1.30271,140.7,70.3,15.6,4.51,TP,True,5,0.5
GBPUSD,2025-04-09,LONG,2025-04-09 13:50:00+00:00,2025-04-09 14:00:00+00:00,1.27809,1.2824,1.27663,1.27663,1.28641,1.27779,86.1,-14.6,14.6,-1.0,SL,False,5,0.5
GBPUSD,2025-04-17,SHORT,2025-04-17 13:00:00+00:00,2025-04-17 13:20:00+00:00,1.32446,1.32233,1.32584,1.32584,1.32473,1.32046,42.7,-13.8,13.8,-1.0,SL,False,5,0.5
GBPUSD,2025-04-23,LONG,2025-04-23 15:20:00+00:00,2025-04-23 15:55:00+00:00,1.32761,1.33038,1.3257,1.3257,1.33282,1.32728,55.4,-19.1,19.1,-1.0,SL,False,5,0.5
GBPUSD,2025-04-24,SHORT,2025-04-24 15:15:00+00:00,2025-04-24 16:40:00+00:00,1.32986,1.32742,1.33201,1.33201,1.33099,1.3261,48.9,-21.5,21.5,-1.0,SL,False,5,0.5
GBPUSD,2025-05-05,SHORT,2025-05-05 14:30:00+00:00,2025-05-05 16:00:00+00:00,1.33004,1.32783,1.33185,1.32783,1.33069,1.32626,44.3,22.1,18.1,1.22,TP,True,5,0.5
GBPUSD,2025-05-07,SHORT,2025-05-07 14:55:00+00:00,2025-05-07 15:20:00+00:00,1.33643,1.33482,1.33809,1.33482,1.33672,1.33349,32.3,16.1,16.6,0.97,TP,True,5,0.5
GBPUSD,2025-05-23,SHORT,2025-05-23 13:45:00+00:00,2025-05-23 15:15:00+00:00,1.34858,1.34502,1.3501,1.3501,1.34905,1.34194,71.1,-15.2,15.2,-1.0,SL,False,5,0.5
GBPUSD,2025-05-27,LONG,2025-05-27 14:40:00+00:00,2025-05-27 15:00:00+00:00,1.35254,1.35573,1.35135,1.35135,1.35873,1.35236,63.8,-11.9,11.9,-1.0,SL,False,5,0.5
GBPUSD,2025-05-28,LONG,2025-05-28 15:15:00+00:00,2025-05-28 15:35:00+00:00,1.34661,1.34949,1.34541,1.34541,1.35221,1.34646,57.5,-12.0,12.0,-1.0,SL,False,5,0.5
GBPUSD,2025-06-03,LONG,2025-06-03 14:10:00+00:00,2025-06-03 20:00:00+00:00,1.35107,1.35365,1.34952,1.35175,1.35579,1.35062,51.6,6.8,15.5,0.44,TIMEOUT,True,5,0.5
GBPUSD,2025-06-12,SHORT,2025-06-12 13:50:00+00:00,2025-06-12 14:05:00+00:00,1.35907,1.35564,1.36038,1.36038,1.35932,1.35247,68.6,-13.1,13.1,-1.0,SL,False,5,0.5
GBPUSD,2025-06-16,SHORT,2025-06-16 15:30:00+00:00,2025-06-16 16:15:00+00:00,1.35882,1.35599,1.36044,1.36044,1.35923,1.35356,56.7,-16.2,16.2,-1.0,SL,False,5,0.5
GBPUSD,2025-06-20,LONG,2025-06-20 15:55:00+00:00,2025-06-20 19:45:00+00:00,1.34657,1.34841,1.3453,1.3453,1.35006,1.34637,36.9,-12.7,12.7,-1.0,SL,False,5,0.5
GBPUSD,2025-06-27,LONG,2025-06-27 13:35:00+00:00,2025-06-27 14:20:00+00:00,1.3724,1.37384,1.3711,1.3711,1.37504,1.37216,28.9,-13.0,13.0,-1.0,SL,False,5,0.5
GBPUSD,2025-06-30,LONG,2025-06-30 14:20:00+00:00,2025-06-30 19:40:00+00:00,1.3701,1.37241,1.36842,1.37241,1.37406,1.36945,46.1,23.1,16.8,1.37,TP,True,5,0.5
GBPUSD,2025-07-09,SHORT,2025-07-09 14:25:00+00:00,2025-07-09 16:25:00+00:00,1.36003,1.35799,1.3617,1.35799,1.36066,1.35658,40.8,20.4,16.7,1.22,TP,True,5,0.5
GBPUSD,2025-07-16,LONG,2025-07-16 14:50:00+00:00,2025-07-16 15:00:00+00:00,1.33935,1.34097,1.33613,1.34097,1.34167,1.33844,32.3,16.2,32.2,0.5,TP,True,5,0.5
GBPUSD,2025-07-24,LONG,2025-07-24 13:25:00+00:00,2025-07-24 14:55:00+00:00,1.35469,1.35691,1.35327,1.35327,1.35882,1.35439,44.4,-14.2,14.2,-1.0,SL,False,5,0.5
GBPUSD,2025-07-29,LONG,2025-07-29 13:35:00+00:00,2025-07-29 15:15:00+00:00,1.33182,1.33397,1.33034,1.33397,1.33597,1.33166,43.1,21.5,14.8,1.45,TP,True,5,0.5
GBPUSD,2025-08-04,SHORT,2025-08-04 14:50:00+00:00,2025-08-04 20:00:00+00:00,1.329,1.32707,1.3325,1.3275,1.32935,1.32549,38.6,15.0,35.0,0.43,TIMEOUT,True,5,0.5
GBPUSD,2025-08-05,SHORT,2025-08-05 15:45:00+00:00,2025-08-05 16:30:00+00:00,1.33001,1.32802,1.33139,1.33139,1.33034,1.32637,39.7,-13.8,13.8,-1.0,SL,False,5,0.5
GBPUSD,2025-08-06,SHORT,2025-08-06 14:05:00+00:00,2025-08-06 14:30:00+00:00,1.3313,1.32975,1.33273,1.33273,1.33145,1.32836,31.0,-14.3,14.3,-1.0,SL,False,5,0.5
GBPUSD,2025-08-28,SHORT,2025-08-28 14:40:00+00:00,2025-08-28 17:15:00+00:00,1.35152,1.3498,1.35305,1.35305,1.35188,1.34844,34.5,-15.3,15.3,-1.0,SL,False,5,0.5
GBPUSD,2025-09-10,SHORT,2025-09-10 15:15:00+00:00,2025-09-10 17:35:00+00:00,1.35415,1.35276,1.35567,1.35276,1.35439,1.35161,27.8,13.9,15.2,0.92,TP,True,5,0.5
GBPUSD,2025-09-17,SHORT,2025-09-17 15:55:00+00:00,2025-09-17 18:00:00+00:00,1.3657,1.36431,1.36701,1.36701,1.36593,1.36316,27.7,-13.1,13.1,-1.0,SL,False,5,0.5
GBPUSD,2025-09-19,LONG,2025-09-19 13:10:00+00:00,2025-09-19 15:35:00+00:00,1.34891,1.3527,1.3472,1.3472,1.35593,1.34834,75.9,-17.1,17.1,-1.0,SL,False,5,0.5
GBPUSD,2025-10-08,SHORT,2025-10-08 14:50:00+00:00,2025-10-08 15:35:00+00:00,1.34239,1.34034,1.34368,1.34034,1.34261,1.33851,41.0,20.5,12.9,1.59,TP,True,5,0.5
GBPUSD,2025-10-16,SHORT,2025-10-16 13:00:00+00:00,2025-10-16 13:15:00+00:00,1.34355,1.34148,1.34527,1.34527,1.34427,1.34012,41.4,-17.2,17.2,-1.0,SL,False,5,0.5
GBPUSD,2025-10-21,LONG,2025-10-21 14:45:00+00:00,2025-10-21 20:00:00+00:00,1.33765,1.33979,1.33589,1.33689,1.34162,1.33733,42.9,-7.6,17.6,-0.43,TIMEOUT,False,5,0.5
GBPUSD,2025-10-24,SHORT,2025-10-24 13:45:00+00:00,2025-10-24 14:30:00+00:00,1.33318,1.33157,1.33492,1.33157,1.33337,1.33014,32.3,16.1,17.4,0.93,TP,True,5,0.5
GBPUSD,2025-10-29,LONG,2025-10-29 14:05:00+00:00,2025-10-29 18:35:00+00:00,1.32119,1.32473,1.31992,1.31992,1.32807,1.32099,70.9,-12.7,12.7,-1.0,SL,False,5,0.5
GBPUSD,2025-11-03,LONG,2025-11-03 15:00:00+00:00,2025-11-03 15:55:00+00:00,1.31261,1.31415,1.31076,1.31415,1.31494,1.31187,30.7,15.4,18.5,0.83,TP,True,5,0.5
GBPUSD,2025-11-06,SHORT,2025-11-06 14:40:00+00:00,2025-11-06 15:15:00+00:00,1.30858,1.30677,1.30988,1.30988,1.30875,1.30513,36.2,-13.0,13.0,-1.0,SL,False,5,0.5
GBPUSD,2025-11-11,SHORT,2025-11-11 15:00:00+00:00,2025-11-11 20:00:00+00:00,1.31712,1.31444,1.31856,1.31685,1.31752,1.31216,53.6,2.7,14.4,0.19,TIMEOUT,True,5,0.5
GBPUSD,2025-11-13,SHORT,2025-11-13 13:30:00+00:00,2025-11-13 14:10:00+00:00,1.31642,1.31318,1.31782,1.31782,1.31681,1.31034,64.7,-14.0,14.0,-1.0,SL,False,5,0.5
GBPUSD,2025-11-18,LONG,2025-11-18 13:15:00+00:00,2025-11-18 14:35:00+00:00,1.31473,1.31627,1.31338,1.31627,1.31763,1.31454,30.8,15.4,13.5,1.14,TP,True,5,0.5
GBPUSD,2025-11-20,SHORT,2025-11-20 13:30:00+00:00,2025-11-20 13:35:00+00:00,1.3073,1.30544,1.30871,1.30871,1.30767,1.30395,37.2,-14.1,14.1,-1.0,SL,False,5,0.5
GBPUSD,2025-11-24,LONG,2025-11-24 15:50:00+00:00,2025-11-24 18:55:00+00:00,1.30996,1.3112,1.30752,1.3112,1.31108,1.30861,24.7,12.4,24.4,0.51,TP,True,5,0.5
GBPUSD,2025-11-26,SHORT,2025-11-26 13:40:00+00:00,2025-11-26 15:15:00+00:00,1.31937,1.31751,1.32208,1.32208,1.31975,1.31603,37.2,-27.1,27.1,-1.0,SL,False,5,0.5
GBPUSD,2025-12-02,LONG,2025-12-02 15:30:00+00:00,2025-12-02 16:55:00+00:00,1.32082,1.32171,1.31853,1.31853,1.32223,1.32045,17.8,-22.9,22.9,-1.0,SL,False,5,0.5
GBPUSD,2025-12-04,LONG,2025-12-04 13:30:00+00:00,2025-12-04 14:10:00+00:00,1.33371,1.33527,1.33166,1.33527,1.33593,1.33282,31.2,15.6,20.5,0.76,TP,True,5,0.5
GBPUSD,2025-12-08,LONG,2025-12-08 15:20:00+00:00,2025-12-08 20:00:00+00:00,1.33189,1.33342,1.3305,1.33267,1.33463,1.33158,30.6,7.8,13.9,0.56,TIMEOUT,True,5,0.5
GBPUSD,2025-12-10,SHORT,2025-12-10 14:10:00+00:00,2025-12-10 16:50:00+00:00,1.33234,1.33086,1.33373,1.33373,1.33271,1.32975,29.6,-13.9,13.9,-1.0,SL,False,5,0.5
GBPUSD,2025-12-11,SHORT,2025-12-11 13:30:00+00:00,2025-12-11 13:45:00+00:00,1.33873,1.33709,1.34036,1.34036,1.33928,1.33601,32.7,-16.3,16.3,-1.0,SL,False,5,0.5
GBPUSD,2025-12-12,LONG,2025-12-12 13:00:00+00:00,2025-12-12 14:00:00+00:00,1.33798,1.33908,1.33673,1.33673,1.33998,1.33777,22.0,-12.5,12.5,-1.0,SL,False,5,0.5
GBPUSD,2025-12-31,LONG,2025-12-31 15:40:00+00:00,2025-12-31 15:55:00+00:00,1.34324,1.34525,1.34158,1.34525,1.34682,1.3428,40.1,20.1,16.6,1.21,TP,True,5,0.5
GBPUSD,2026-01-05,SHORT,2026-01-05 13:00:00+00:00,2026-01-05 13:30:00+00:00,1.34473,1.34304,1.34622,1.34304,1.3449,1.34153,33.7,16.9,14.9,1.13,TP,True,5,0.5
GBPUSD,2026-01-07,LONG,2026-01-07 15:25:00+00:00,2026-01-07 15:55:00+00:00,1.34888,1.35043,1.34728,1.34728,1.35172,1.34862,31.0,-16.0,16.0,-1.0,SL,False,5,0.5
GBPUSD,2026-01-08,LONG,2026-01-08 15:15:00+00:00,2026-01-08 17:35:00+00:00,1.34407,1.34555,1.34258,1.34258,1.3466,1.34363,29.7,-14.9,14.9,-1.0,SL,False,5,0.5
GBPUSD,2026-01-09,LONG,2026-01-09 13:30:00+00:00,2026-01-09 15:15:00+00:00,1.34412,1.34539,1.33932,1.33932,1.34382,1.34127,25.4,-48.0,48.0,-1.0,SL,False,5,0.5
GBPUSD,2026-01-13,LONG,2026-01-13 13:30:00+00:00,2026-01-13 15:05:00+00:00,1.34809,1.34888,1.34491,1.34491,1.34789,1.34631,15.8,-31.8,31.8,-1.0,SL,False,5,0.5
GBPUSD,2026-01-21,LONG,2026-01-21 13:45:00+00:00,2026-01-21 14:35:00+00:00,1.3435,1.34479,1.3421,1.34479,1.3457,1.34311,25.8,12.9,14.0,0.92,TP,True,5,0.5
GBPUSD,2026-01-28,LONG,2026-01-28 14:05:00+00:00,2026-01-28 15:05:00+00:00,1.37777,1.38053,1.37647,1.37647,1.38315,1.37762,55.3,-13.0,13.0,-1.0,SL,False,5,0.5
GBPUSD,2026-01-30,LONG,2026-01-30 15:05:00+00:00,2026-01-30 15:30:00+00:00,1.37402,1.37813,1.37172,1.37172,1.38146,1.37325,82.1,-23.0,23.0,-1.0,SL,False,5,0.5
GBPUSD,2026-02-04,LONG,2026-02-04 14:10:00+00:00,2026-02-04 15:00:00+00:00,1.36945,1.37147,1.36816,1.36816,1.37329,1.36924,40.4,-12.9,12.9,-1.0,SL,False,5,0.5
GBPUSD,2026-02-10,LONG,2026-02-10 15:45:00+00:00,2026-02-10 17:45:00+00:00,1.36705,1.36865,1.36499,1.36499,1.36966,1.36646,32.0,-20.6,20.6,-1.0,SL,False,5,0.5
GBPUSD,2026-02-11,LONG,2026-02-11 13:35:00+00:00,2026-02-11 20:00:00+00:00,1.36488,1.36799,1.36137,1.36318,1.36934,1.36312,62.2,-17.0,35.1,-0.48,TIMEOUT,False,5,0.5
GBPUSD,2026-02-12,SHORT,2026-02-12 13:40:00+00:00,2026-02-12 14:10:00+00:00,1.36445,1.3624,1.36567,1.36567,1.36467,1.36056,41.0,-12.2,12.2,-1.0,SL,False,5,0.5
GBPUSD,2026-02-13,SHORT,2026-02-13 13:30:00+00:00,2026-02-13 16:00:00+00:00,1.36252,1.36071,1.365,1.36071,1.36286,1.35925,36.1,18.1,24.8,0.73,TP,True,5,0.5
GBPUSD,2026-02-16,LONG,2026-02-16 13:45:00+00:00,2026-02-16 16:15:00+00:00,1.36383,1.365,1.36254,1.36254,1.36597,1.36362,23.5,-12.9,12.9,-1.0,SL,False,5,0.5
GBPUSD,2026-02-18,LONG,2026-02-18 15:00:00+00:00,2026-02-18 17:00:00+00:00,1.35522,1.35644,1.35303,1.35303,1.35748,1.35503,24.5,-21.9,21.9,-1.0,SL,False,5,0.5
GBPUSD,2026-03-03,LONG,2026-03-03 14:15:00+00:00,2026-03-03 14:40:00+00:00,1.3308,1.33701,1.32873,1.32873,1.34252,1.33009,124.3,-20.7,20.7,-1.0,SL,False,5,0.5
GBPUSD,2026-03-04,SHORT,2026-03-04 13:15:00+00:00,2026-03-04 20:00:00+00:00,1.33696,1.3335,1.3385,1.33757,1.33733,1.33041,69.2,-6.1,15.4,-0.4,TIMEOUT,False,5,0.5
GBPUSD,2026-03-11,LONG,2026-03-11 13:10:00+00:00,2026-03-11 13:45:00+00:00,1.34125,1.34358,1.34001,1.34001,1.34575,1.34109,46.6,-12.4,12.4,-1.0,SL,False,5,0.5
GBPUSD,2026-03-19,SHORT,2026-03-19 13:30:00+00:00,2026-03-19 13:40:00+00:00,1.32942,1.32686,1.3307,1.3307,1.32969,1.32458,51.1,-12.8,12.8,-1.0,SL,False,5,0.5
GBPUSD,2026-03-24,LONG,2026-03-24 14:00:00+00:00,2026-03-24 14:50:00+00:00,1.33889,1.34157,1.33711,1.34157,1.34403,1.33867,53.6,26.8,17.8,1.51,TP,True,5,0.5
GBPUSD,2026-03-25,LONG,2026-03-25 14:10:00+00:00,2026-03-25 14:20:00+00:00,1.33733,1.3405,1.33589,1.33589,1.34348,1.33714,63.5,-14.4,14.4,-1.0,SL,False,5,0.5
GBPUSD,2026-03-26,SHORT,2026-03-26 14:40:00+00:00,2026-03-26 15:35:00+00:00,1.33581,1.33434,1.33831,1.33434,1.33674,1.33381,29.3,14.7,25.0,0.59,TP,True,5,0.5
GBPUSD,2026-03-31,SHORT,2026-03-31 14:50:00+00:00,2026-03-31 14:55:00+00:00,1.32142,1.31837,1.324,1.31837,1.32221,1.31611,61.0,30.5,25.8,1.18,TP,True,5,0.5
GBPUSD,2026-04-06,SHORT,2026-04-06 14:00:00+00:00,2026-04-06 20:00:00+00:00,1.32454,1.32102,1.32712,1.32341,1.32583,1.31879,70.4,11.3,25.8,0.44,TIMEOUT,True,5,0.5
GBPUSD,2026-04-21,SHORT,2026-04-21 14:45:00+00:00,2026-04-21 15:35:00+00:00,1.35237,1.34998,1.35413,1.34998,1.35312,1.34833,47.9,23.9,17.6,1.36,TP,True,5,0.5
GBPUSD,2026-04-22,LONG,2026-04-22 13:15:00+00:00,2026-04-22 13:45:00+00:00,1.35063,1.35212,1.34923,1.35212,1.35335,1.35037,29.8,14.9,14.0,1.06,TP,True,5,0.5
