pair,direction,entry_time,exit_time,entry,exit,sl,tp,D,pnl_price,pnl_net,result,bars_held
GBPUSD,SHORT,2024-06-14 09:00:00,2024-07-08 10:00:00,1.27074,1.28241,1.28241,1.25908,0.01526,-0.01166,-0.01186,SL,381
GBPUSD,SHORT,2024-07-25 07:00:00,2024-07-29 07:00:00,1.28786,1.2834,1.29233,1.2834,0.00585,0.00447,0.00427,TP,47
GBPUSD,LONG,2024-08-16 01:00:00,2024-08-16 17:00:00,1.28728,1.29283,1.28173,1.29283,0.00727,0.00555,0.00535,TP,16
GBPUSD,SHORT,2024-09-09 08:00:00,2024-09-16 10:00:00,1.30887,1.3201,1.3201,1.29763,0.01471,-0.01124,-0.01144,SL,121
GBPUSD,LONG,2024-09-18 13:00:00,2024-09-18 18:00:00,1.32301,1.32927,1.31675,1.32927,0.00819,0.00626,0.00606,TP,5
GBPUSD,LONG,2024-10-31 10:00:00,2024-10-31 12:00:00,1.29973,1.29699,1.29699,1.30247,0.00359,-0.00274,-0.00294,SL,2
GBPUSD,SHORT,2024-11-06 03:00:00,2024-11-12 15:00:00,1.28849,1.27609,1.3009,1.27609,0.01624,0.01241,0.01221,TP,107
GBPUSD,LONG,2024-12-05 13:00:00,2024-12-13 07:00:00,1.27488,1.26497,1.26497,1.28478,0.01297,-0.00991,-0.01011,SL,137
GBPUSD,SHORT,2024-12-18 19:00:00,2024-12-19 17:00:00,1.26097,1.25193,1.27001,1.25193,0.01183,0.00904,0.00884,TP,22
GBPUSD,SHORT,2025-01-08 11:00:00,2025-01-13 01:00:00,1.23583,1.21922,1.25245,1.21922,0.02174,0.01661,0.01641,TP,61
GBPUSD,LONG,2025-01-24 02:00:00,2025-01-24 09:00:00,1.23761,1.2438,1.23141,1.2438,0.00811,0.0062,0.006,TP,7
GBPUSD,LONG,2025-02-20 16:00:00,2025-02-26 16:00:00,1.26433,1.27039,1.25828,1.27039,0.00793,0.00606,0.00586,TP,95
GBPUSD,LONG,2025-03-10 13:00:00,2025-03-10 16:00:00,1.2945,1.28925,1.28925,1.29975,0.00687,-0.00525,-0.00545,SL,3
GBPUSD,SHORT,2025-03-26 08:00:00,2025-03-27 12:00:00,1.28966,1.29505,1.29505,1.28427,0.00706,-0.00539,-0.00559,SL,28
GBPUSD,LONG,2025-04-02 09:00:00,2025-04-02 18:00:00,1.29385,1.29821,1.28948,1.29821,0.00572,0.00437,0.00417,TP,9
GBPUSD,LONG,2025-04-18 19:00:00,2025-04-21 02:00:00,1.3292,1.33588,1.32253,1.33588,0.00874,0.00668,0.00648,TP,6
GBPUSD,SHORT,2025-05-06 01:00:00,2025-05-06 07:00:00,1.32622,1.33186,1.33186,1.32059,0.00738,-0.00563,-0.00583,SL,6
GBPUSD,LONG,2025-05-19 07:00:00,2025-05-19 09:00:00,1.33284,1.33872,1.32695,1.33872,0.0077,0.00588,0.00568,TP,2
GBPUSD,LONG,2025-06-16 13:00:00,2025-06-17 08:00:00,1.36025,1.35514,1.35514,1.36535,0.00668,-0.00511,-0.00531,SL,19
GBPUSD,SHORT,2025-06-23 09:00:00,2025-06-23 14:00:00,1.33838,1.34803,1.34803,1.32874,0.01262,-0.00964,-0.00984,SL,5
GBPUSD,LONG,2025-07-01 08:00:00,2025-07-02 08:00:00,1.37703,1.36982,1.36982,1.38424,0.00944,-0.00721,-0.00741,SL,24
GBPUSD,LONG,2025-08-12 12:00:00,2025-08-13 07:00:00,1.34758,1.35325,1.34191,1.35325,0.00742,0.00567,0.00547,TP,19
GBPUSD,LONG,2025-09-01 06:00:00,2025-09-02 07:00:00,1.35307,1.34674,1.34674,1.3594,0.00828,-0.00633,-0.00653,SL,25
GBPUSD,LONG,2025-09-15 07:00:00,2025-09-16 14:00:00,1.35901,1.36607,1.35195,1.36607,0.00925,0.00706,0.00686,TP,29
GBPUSD,SHORT,2025-10-14 07:00:00,2025-10-15 02:00:00,1.32668,1.33426,1.33426,1.31911,0.00991,-0.00757,-0.00777,SL,19
GBPUSD,LONG,2025-11-11 14:00:00,2025-11-12 04:00:00,1.31791,1.31323,1.31323,1.32258,0.00612,-0.00468,-0.00488,SL,14
GBPUSD,LONG,2025-12-01 12:00:00,2025-12-01 18:00:00,1.32684,1.32174,1.32174,1.33194,0.00667,-0.0051,-0.0053,SL,6
GBPUSD,SHORT,2026-01-05 02:00:00,2026-01-05 15:00:00,1.34347,1.34857,1.34857,1.33837,0.00668,-0.0051,-0.0053,SL,13
GBPUSD,SHORT,2026-01-15 13:00:00,2026-01-20 07:00:00,1.33923,1.34704,1.34704,1.33141,0.01023,-0.00781,-0.00801,SL,65
GBPUSD,LONG,2026-01-22 04:00:00,2026-01-22 05:00:00,1.34351,1.34285,1.34285,1.34417,0.00087,-0.00066,-0.00086,SL,1
GBPUSD,LONG,2026-02-16 22:00:00,2026-02-16 23:00:00,1.36335,1.36279,1.36279,1.3639,0.00072,-0.00055,-0.00075,SL,1
GBPUSD,LONG,2026-04-13 17:00:00,2026-04-14 10:00:00,1.34833,1.35613,1.34053,1.35613,0.01021,0.0078,0.0076,TP,17
GBPUSD,SHORT,2026-04-23 17:00:00,2026-04-24 03:00:00,1.348,1.34555,1.35044,1.34555,0.0032,0.00245,0.00225,TP,10
GBPUSD,SHORT,2026-06-05 12:00:00,2026-06-05 15:00:00,1.34124,1.33584,1.34664,1.33584,0.00707,0.0054,0.0052,TP,3
NZDUSD,SHORT,2024-06-14 13:00:00,2024-07-16 14:00:00,0.61207,0.60427,0.61987,0.60427,0.01021,0.0078,0.0076,TP,525
NZDUSD,LONG,2024-08-06 22:00:00,2024-08-13 16:00:00,0.59841,0.60702,0.58979,0.60702,0.01128,0.00862,0.00842,TP,113
NZDUSD,LONG,2024-08-23 14:00:00,2024-08-23 15:00:00,0.61793,0.62138,0.61449,0.62138,0.00451,0.00345,0.00325,TP,1
NZDUSD,SHORT,2024-10-15 23:00:00,2024-10-23 15:00:00,0.60551,0.60047,0.61055,0.60047,0.0066,0.00504,0.00484,TP,135
NZDUSD,SHORT,2024-11-22 02:00:00,2024-11-27 13:00:00,0.58384,0.59034,0.59034,0.57734,0.00851,-0.0065,-0.0067,SL,82
NZDUSD,SHORT,2024-12-05 09:00:00,2024-12-05 12:00:00,0.58668,0.58547,0.5879,0.58547,0.00159,0.00121,0.00101,TP,3
NZDUSD,LONG,2025-01-17 00:00:00,2025-01-17 01:00:00,0.56092,0.5613,0.56053,0.5613,0.0005,0.00038,0.00018,TP,1
NZDUSD,SHORT,2025-02-03 00:00:00,2025-02-03 01:00:00,0.56262,0.55827,0.56697,0.55827,0.00569,0.00435,0.00415,TP,1
NZDUSD,LONG,2025-02-20 14:00:00,2025-02-26 11:00:00,0.57508,0.56966,0.56966,0.58049,0.00709,-0.00542,-0.00562,SL,92
NZDUSD,LONG,2025-03-14 15:00:00,2025-03-17 13:00:00,0.57478,0.57999,0.56957,0.57999,0.00682,0.00521,0.00501,TP,21
NZDUSD,SHORT,2025-03-30 23:00:00,2025-03-31 12:00:00,0.57123,0.56728,0.57518,0.56728,0.00517,0.00395,0.00375,TP,13
NZDUSD,LONG,2025-04-17 12:00:00,2025-04-17 18:00:00,0.59446,0.5977,0.59122,0.5977,0.00425,0.00324,0.00304,TP,6
NZDUSD,SHORT,2025-04-29 03:00:00,2025-04-29 13:00:00,0.59623,0.59438,0.59809,0.59438,0.00243,0.00185,0.00165,TP,10
NZDUSD,SHORT,2025-07-14 07:00:00,2025-07-16 13:00:00,0.59791,0.59285,0.60296,0.59285,0.00661,0.00505,0.00485,TP,54
NZDUSD,LONG,2025-08-13 06:00:00,2025-08-14 13:00:00,0.59734,0.59291,0.59291,0.60176,0.00579,-0.00443,-0.00463,SL,31
NZDUSD,LONG,2025-09-11 14:00:00,2025-09-17 18:00:00,0.59645,0.59952,0.59337,0.59952,0.00403,0.00308,0.00288,TP,98
NZDUSD,LONG,2025-10-06 02:00:00,2025-10-06 08:00:00,0.58394,0.58228,0.58228,0.5856,0.00217,-0.00166,-0.00186,SL,6
NZDUSD,SHORT,2025-10-09 06:00:00,2025-10-09 07:00:00,0.5786,0.57693,0.58027,0.57693,0.00218,0.00167,0.00147,TP,1
NZDUSD,LONG,2025-10-24 12:00:00,2025-10-28 17:00:00,0.57624,0.57896,0.57351,0.57896,0.00356,0.00272,0.00252,TP,51
NZDUSD,LONG,2025-11-14 01:00:00,2025-11-17 19:00:00,0.56776,0.56551,0.56551,0.57002,0.00295,-0.00225,-0.00245,SL,41
NZDUSD,LONG,2025-12-03 02:00:00,2025-12-05 13:00:00,0.57524,0.5782,0.57228,0.5782,0.00388,0.00296,0.00276,TP,59
NZDUSD,LONG,2026-02-12 10:00:00,2026-02-12 16:00:00,0.60735,0.60455,0.60455,0.61015,0.00367,-0.0028,-0.003,SL,6
NZDUSD,SHORT,2026-03-23 10:00:00,2026-03-23 14:00:00,0.57747,0.58649,0.58649,0.56845,0.01181,-0.00902,-0.00922,SL,4
NZDUSD,SHORT,2026-04-03 12:00:00,2026-04-07 22:00:00,0.57016,0.57602,0.57602,0.56429,0.00768,-0.00586,-0.00606,SL,57
NZDUSD,LONG,2026-04-13 19:00:00,2026-05-28 16:00:00,0.58751,0.59331,0.5817,0.59331,0.0076,0.0058,0.0056,TP,376
USDCAD,SHORT,2024-05-30 15:00:00,2024-06-05 14:00:00,1.3656,1.37161,1.37161,1.35959,0.00787,-0.00601,-0.00621,SL,94
USDCAD,LONG,2024-06-07 12:00:00,2024-06-07 15:00:00,1.371,1.37497,1.36703,1.37497,0.0052,0.00397,0.00377,TP,3
USDCAD,SHORT,2024-07-11 12:00:00,2024-07-11 17:00:00,1.3598,1.36401,1.36401,1.35559,0.00551,-0.00421,-0.00441,SL,5
USDCAD,SHORT,2024-08-13 16:00:00,2024-08-14 14:00:00,1.3714,1.36883,1.37397,1.36883,0.00337,0.00257,0.00237,TP,22
USDCAD,LONG,2024-09-06 15:00:00,2024-09-19 01:00:00,1.35653,1.36442,1.34864,1.36442,0.01033,0.00789,0.00769,TP,201
USDCAD,LONG,2024-10-03 00:00:00,2024-10-03 05:00:00,1.351,1.35281,1.34919,1.35281,0.00237,0.00181,0.00161,TP,5
USDCAD,SHORT,2024-11-07 07:00:00,2024-11-11 13:00:00,1.388,1.39399,1.39399,1.38201,0.00784,-0.00599,-0.00619,SL,53
USDCAD,SHORT,2024-11-25 00:00:00,2024-11-25 16:00:00,1.3928,1.3999,1.3999,1.3857,0.00929,-0.0071,-0.0073,SL,16
USDCAD,LONG,2024-12-02 15:00:00,2024-12-06 15:00:00,1.4078,1.41559,1.40001,1.41559,0.0102,0.00779,0.00759,TP,96
USDCAD,LONG,2025-01-03 07:00:00,2025-01-03 08:00:00,1.43961,1.4383,1.4383,1.44092,0.00171,-0.00131,-0.00151,SL,1
USDCAD,LONG,2025-01-21 00:00:00,2025-01-21 21:00:00,1.44785,1.43119,1.43119,1.46451,0.0218,-0.01666,-0.01686,SL,21
USDCAD,SHORT,2025-01-23 01:00:00,2025-01-23 02:00:00,1.43785,1.43923,1.43923,1.43647,0.0018,-0.00138,-0.00158,SL,1
USDCAD,SHORT,2025-02-07 13:00:00,2025-02-07 15:00:00,1.4297,1.43337,1.43337,1.42603,0.0048,-0.00367,-0.00387,SL,2
USDCAD,LONG,2025-03-13 17:00:00,2025-03-14 16:00:00,1.44394,1.43703,1.43703,1.45085,0.00904,-0.00691,-0.00711,SL,23
USDCAD,SHORT,2025-04-10 14:00:00,2025-04-21 00:00:00,1.4023,1.38142,1.42318,1.38142,0.02733,0.02088,0.02068,TP,151
USDCAD,SHORT,2025-05-02 13:00:00,2025-05-06 01:00:00,1.378,1.38427,1.38427,1.37173,0.00821,-0.00627,-0.00647,SL,34
USDCAD,SHORT,2025-06-12 10:00:00,2025-06-16 12:00:00,1.363,1.35547,1.37053,1.35547,0.00985,0.00753,0.00733,TP,49
USDCAD,SHORT,2025-06-30 14:00:00,2025-07-11 00:00:00,1.3636,1.373,1.373,1.3542,0.0123,-0.0094,-0.0096,SL,200
USDCAD,LONG,2025-08-13 17:00:00,2025-08-13 19:00:00,1.37715,1.3762,1.3762,1.37811,0.00125,-0.00096,-0.00116,SL,2
USDCAD,SHORT,2025-08-27 14:00:00,2025-08-27 15:00:00,1.3839,1.38247,1.38533,1.38247,0.00187,0.00143,0.00123,TP,1
USDCAD,SHORT,2025-10-22 14:00:00,2025-10-24 02:00:00,1.3989,1.40208,1.40208,1.39572,0.00416,-0.00318,-0.00338,SL,36
USDCAD,SHORT,2025-12-04 15:00:00,2025-12-05 14:00:00,1.3933,1.38708,1.39952,1.38708,0.00814,0.00622,0.00602,TP,23
USDCAD,SHORT,2025-12-26 13:00:00,2025-12-26 14:00:00,1.366,1.36408,1.36792,1.36408,0.00251,0.00192,0.00172,TP,1
USDCAD,SHORT,2026-03-04 20:00:00,2026-03-09 11:00:00,1.3622,1.3522,1.3722,1.3522,0.01309,0.01,0.0098,TP,62
USDCAD,SHORT,2026-04-13 16:00:00,2026-04-14 13:00:00,1.3795,1.3732,1.3858,1.3732,0.00825,0.0063,0.0061,TP,21
USDCHF,SHORT,2024-07-11 12:00:00,2024-07-17 08:00:00,0.8944,0.89005,0.89875,0.89005,0.0057,0.00435,0.00415,TP,91
USDCHF,SHORT,2024-09-18 00:00:00,2024-09-18 07:00:00,0.84567,0.84433,0.84701,0.84433,0.00175,0.00134,0.00114,TP,7
USDCHF,LONG,2024-09-26 01:00:00,2024-09-27 10:00:00,0.85081,0.84366,0.84366,0.85796,0.00936,-0.00715,-0.00735,SL,33
USDCHF,LONG,2024-11-01 14:00:00,2024-11-04 02:00:00,0.86845,0.86494,0.86494,0.87196,0.00459,-0.00351,-0.00371,SL,10
USDCHF,LONG,2024-11-11 04:00:00,2024-11-12 10:00:00,0.8774,0.88301,0.87179,0.88301,0.00734,0.00561,0.00541,TP,30
USDCHF,LONG,2024-12-18 19:00:00,2024-12-18 23:00:00,0.8975,0.90214,0.89286,0.90214,0.00607,0.00464,0.00444,TP,4
USDCHF,SHORT,2025-01-20 13:00:00,2025-01-20 14:00:00,0.91071,0.90716,0.91425,0.90716,0.00464,0.00354,0.00334,TP,1
USDCHF,LONG,2025-02-12 13:00:00,2025-02-13 05:00:00,0.91405,0.91113,0.91113,0.91697,0.00382,-0.00292,-0.00312,SL,16
USDCHF,SHORT,2025-02-20 16:00:00,2025-02-25 12:00:00,0.89914,0.89428,0.904,0.89428,0.00636,0.00486,0.00466,TP,66
USDCHF,LONG,2025-03-26 17:00:00,2025-03-27 15:00:00,0.8849,0.88115,0.88115,0.88865,0.00491,-0.00375,-0.00395,SL,22
USDCHF,SHORT,2025-04-01 14:00:00,2025-04-01 16:00:00,0.88174,0.88331,0.88331,0.88017,0.00206,-0.00157,-0.00177,SL,2
USDCHF,SHORT,2025-05-07 14:00:00,2025-05-08 06:00:00,0.82091,0.82572,0.82572,0.8161,0.00629,-0.00481,-0.00501,SL,16
USDCHF,SHORT,2025-05-23 16:00:00,2025-05-28 01:00:00,0.82091,0.82837,0.82837,0.81345,0.00977,-0.00746,-0.00766,SL,56
USDCHF,LONG,2025-06-20 11:00:00,2025-06-23 00:00:00,0.81713,0.81863,0.81563,0.81863,0.00196,0.0015,0.0013,TP,11
USDCHF,SHORT,2025-08-07 21:00:00,2025-08-08 08:00:00,0.8055,0.80814,0.80814,0.80286,0.00345,-0.00264,-0.00284,SL,11
USDCHF,SHORT,2025-08-14 21:00:00,2025-08-15 05:00:00,0.80716,0.80614,0.80818,0.80614,0.00134,0.00102,0.00082,TP,8
USDCHF,SHORT,2025-08-27 16:00:00,2025-09-03 07:00:00,0.80158,0.80622,0.80622,0.79694,0.00607,-0.00464,-0.00484,SL,110
USDCHF,SHORT,2025-09-16 09:00:00,2025-09-17 18:00:00,0.7915,0.78445,0.79855,0.78445,0.00923,0.00705,0.00685,TP,33
USDCHF,LONG,2025-10-27 07:00:00,2025-10-28 01:00:00,0.79684,0.79362,0.79362,0.80006,0.00421,-0.00322,-0.00342,SL,18
USDCHF,SHORT,2025-12-03 13:00:00,2025-12-05 12:00:00,0.7996,0.80396,0.80396,0.79524,0.00571,-0.00436,-0.00456,SL,47
USDCHF,SHORT,2025-12-16 13:00:00,2025-12-17 05:00:00,0.79302,0.79631,0.79631,0.78973,0.0043,-0.00329,-0.00349,SL,16
USDCHF,SHORT,2026-01-23 16:00:00,2026-01-23 21:00:00,0.788,0.78121,0.79479,0.78121,0.00889,0.00679,0.00659,TP,5
USDCHF,LONG,2026-03-18 19:00:00,2026-03-19 19:00:00,0.79228,0.78589,0.78589,0.79867,0.00836,-0.00639,-0.00659,SL,24
USDCHF,SHORT,2026-04-13 17:00:00,2026-04-14 14:00:00,0.78543,0.77932,0.79154,0.77932,0.008,0.00611,0.00591,TP,21
USDCHF,SHORT,2026-05-27 12:00:00,2026-05-27 14:00:00,0.78452,0.78619,0.78619,0.78285,0.00218,-0.00167,-0.00187,SL,2
USDJPY,LONG,2024-05-28 20:00:00,2024-05-29 16:00:00,157.194,157.66615,156.72185,157.66615,0.618,0.47215,0.45215,TP,20
USDJPY,LONG,2024-06-14 03:00:00,2024-06-20 13:00:00,157.40199,158.69467,156.10932,158.69467,1.69199,1.29268,1.27268,TP,104
USDJPY,SHORT,2024-07-17 07:00:00,2024-07-17 23:00:00,157.151,155.84533,158.45668,155.84533,1.709,1.30568,1.28568,TP,16
USDJPY,LONG,2024-08-15 12:00:00,2024-08-15 20:00:00,147.946,149.38155,146.51044,149.38155,1.879,1.43555,1.41555,TP,8
USDJPY,SHORT,2024-09-11 01:00:00,2024-09-16 03:00:00,141.765,140.21026,143.31974,140.21026,2.035,1.55474,1.53474,TP,73
USDJPY,SHORT,2024-10-01 13:00:00,2024-10-01 14:00:00,143.558,143.16607,143.94993,143.16607,0.513,0.39193,0.37193,TP,1
USDJPY,SHORT,2024-11-05 18:00:00,2024-11-06 00:00:00,151.528,152.30423,152.30423,150.75177,1.01601,-0.77623,-0.79623,SL,6
USDJPY,LONG,2024-11-12 09:00:00,2024-11-14 00:00:00,154.134,155.66048,152.60753,155.66048,1.998,1.52647,1.50647,TP,39
USDJPY,SHORT,2024-11-25 00:00:00,2024-11-26 13:00:00,153.90199,153.06006,154.74392,153.06006,1.10201,0.84193,0.82193,TP,37
USDJPY,SHORT,2025-01-06 12:00:00,2025-01-06 23:00:00,156.778,157.68181,157.68181,155.87419,1.183,-0.90381,-0.92381,SL,11
USDJPY,SHORT,2025-01-21 00:00:00,2025-01-21 01:00:00,154.97301,156.11594,156.11594,153.83007,1.49599,-1.14293,-1.16293,SL,1
USDJPY,SHORT,2025-01-30 12:00:00,2025-02-03 00:00:00,154.21899,155.56287,155.56287,152.87512,1.759,-1.34388,-1.36388,SL,35
USDJPY,SHORT,2025-02-19 14:00:00,2025-02-20 00:00:00,151.526,150.92473,152.12727,150.92473,0.787,0.60127,0.58127,TP,10
USDJPY,LONG,2025-03-24 13:00:00,2025-04-02 22:00:00,150.147,148.6404,148.6404,151.65361,1.972,-1.50661,-1.52661,SL,177
USDJPY,LONG,2025-05-01 05:00:00,2025-05-01 15:00:00,144.03,145.61607,142.44393,145.61607,2.076,1.58607,1.56607,TP,10
USDJPY,SHORT,2025-05-23 11:00:00,2025-05-27 09:00:00,142.798,143.96921,143.96921,141.6268,1.53299,-1.1712,-1.1912,SL,45
USDJPY,SHORT,2025-06-04 16:00:00,2025-06-06 06:00:00,142.834,144.02661,144.02661,141.64139,1.561,-1.19261,-1.21261,SL,38
USDJPY,SHORT,2025-06-16 13:00:00,2025-06-16 14:00:00,143.972,143.73516,144.20884,143.73516,0.31,0.23684,0.21684,TP,1
USDJPY,LONG,2025-06-19 06:00:00,2025-06-20 19:00:00,145.341,146.12104,144.56096,146.12104,1.021,0.78004,0.76004,TP,37
USDJPY,SHORT,2025-06-30 04:00:00,2025-07-01 07:00:00,144.052,143.36975,144.73426,143.36975,0.89301,0.68226,0.66226,TP,27
USDJPY,LONG,2025-07-11 04:00:00,2025-07-15 13:00:00,147.18201,148.27606,146.08795,148.27606,1.43201,1.09405,1.07405,TP,55
USDJPY,LONG,2025-07-30 12:00:00,2025-07-31 07:00:00,148.808,149.57963,148.03636,149.57963,1.00999,0.77164,0.75164,TP,19
USDJPY,SHORT,2025-08-06 13:00:00,2025-08-07 06:00:00,147.302,146.85583,147.74818,146.85583,0.584,0.44618,0.42618,TP,17
USDJPY,LONG,2025-08-14 18:00:00,2025-08-22 15:00:00,147.948,146.62017,146.62017,149.27582,1.73799,-1.32783,-1.34783,SL,139
USDJPY,SHORT,2025-09-10 12:00:00,2025-09-10 13:00:00,147.241,147.55119,147.55119,146.93081,0.40601,-0.31019,-0.33019,SL,1
USDJPY,LONG,2025-09-24 10:00:00,2025-09-25 12:00:00,148.37601,149.0789,147.67312,149.0789,0.92001,0.70289,0.68289,TP,26
USDJPY,LONG,2025-11-17 15:00:00,2025-11-19 10:00:00,155.04601,156.14236,153.94966,156.14236,1.43501,1.09635,1.07635,TP,43
USDJPY,SHORT,2025-11-28 02:00:00,2025-11-28 05:00:00,156.16701,156.39467,156.39467,155.93934,0.29799,-0.22766,-0.24766,SL,3
USDJPY,SHORT,2025-12-29 14:00:00,2025-12-30 02:00:00,156.043,156.33332,156.33332,155.75268,0.38,-0.29032,-0.31032,SL,12
USDJPY,LONG,2026-01-09 05:00:00,2026-01-13 00:00:00,157.298,158.20641,156.3896,158.20641,1.18901,0.9084,0.8884,TP,41
USDJPY,SHORT,2026-01-21 01:00:00,2026-01-21 05:00:00,157.944,158.21446,158.21446,157.67354,0.354,-0.27046,-0.29046,SL,4
USDJPY,LONG,2026-02-24 07:00:00,2026-03-02 06:00:00,155.64301,156.90742,154.37859,156.90742,1.655,1.26442,1.24442,TP,94
USDJPY,SHORT,2026-03-23 11:00:00,2026-03-23 13:00:00,158.95599,158.42043,159.49156,158.42043,0.701,0.53557,0.51557,TP,2
USDJPY,LONG,2026-04-07 15:00:00,2026-04-07 19:00:00,159.968,159.58065,159.58065,160.35535,0.507,-0.38735,-0.40735,SL,4
USDJPY,SHORT,2026-04-17 14:00:00,2026-04-21 15:00:00,157.881,159.39371,159.39371,156.36828,1.98,-1.51272,-1.53272,SL,45
USDJPY,SHORT,2026-05-22 13:00:00,2026-05-22 14:00:00,159.004,159.11554,159.11554,158.89246,0.146,-0.11154,-0.13154,SL,1
USDJPY,LONG,2026-06-01 13:00:00,2026-06-02 14:00:00,159.52699,159.86086,159.19313,159.86086,0.437,0.33387,0.31387,TP,25
