pair,ci_th,atr_mult,max_levels,b48_h,pf,total,n_tp,n_b48,n_fstop,worst,max_dd
AUDCAD,60.0,2.0,3,48,1.1506,1001921.0,172,20,6,-630935.0,1204954.0
AUDCAD,60.0,2.0,5,24,1.133,924719.0,179,0,13,-713447.0,1336930.0
AUDCAD,60.0,2.0,5,36,1.133,924719.0,179,0,13,-713447.0,1336930.0
AUDCAD,60.0,2.0,5,48,1.133,924719.0,179,0,13,-713447.0,1336930.0
AUDCAD,60.0,2.0,7,24,1.133,924719.0,179,0,13,-713447.0,1336930.0
AUDCAD,60.0,2.0,7,36,1.133,924719.0,179,0,13,-713447.0,1336930.0
AUDCAD,60.0,2.0,7,48,1.133,924719.0,179,0,13,-713447.0,1336930.0
AUDCAD,60.0,2.5,3,24,1.1247,703021.0,111,19,4,-528336.0,1062533.0
AUDCAD,60.0,2.5,3,36,1.2669,1352413.0,113,16,4,-571643.0,1004056.0
AUDCAD,60.0,2.5,3,48,1.1562,854474.0,112,15,5,-571643.0,1037247.0
AUDCAD,60.0,2.5,5,24,1.049,309399.0,122,0,12,-571643.0,1275926.0
AUDCAD,60.0,2.5,5,36,1.049,309399.0,122,0,12,-571643.0,1275926.0
AUDCAD,60.0,2.5,5,48,1.049,309399.0,122,0,12,-571643.0,1275926.0
AUDCAD,60.0,2.5,7,24,1.049,309399.0,122,0,12,-571643.0,1275926.0
AUDCAD,60.0,2.5,7,36,1.049,309399.0,122,0,12,-571643.0,1275926.0
AUDCAD,60.0,2.5,7,48,1.049,309399.0,122,0,12,-571643.0,1275926.0
AUDCAD,60.0,3.0,3,24,1.084,421868.0,82,14,4,-553932.0,1031739.0
AUDCAD,60.0,3.0,3,36,1.1186,547106.0,77,12,4,-553932.0,660683.0
AUDCAD,60.0,3.0,3,48,1.1722,767536.0,77,13,3,-553932.0,570627.0
AUDCAD,60.0,3.0,5,24,1.1273,626174.0,86,0,9,-655776.0,765676.0
AUDCAD,60.0,3.0,5,36,1.1273,626174.0,86,0,9,-655776.0,765676.0
AUDCAD,60.0,3.0,5,48,1.1273,626174.0,86,0,9,-655776.0,765676.0
AUDCAD,60.0,3.0,7,24,1.1273,626174.0,86,0,9,-655776.0,765676.0
AUDCAD,60.0,3.0,7,36,1.1273,626174.0,86,0,9,-655776.0,765676.0
AUDCAD,60.0,3.0,7,48,1.1273,626174.0,86,0,9,-655776.0,765676.0
AUDCAD,61.8,1.0,3,24,1.4326,3516575.0,529,40,5,-527688.0,906087.0
AUDCAD,61.8,1.0,3,36,1.6284,4386366.0,518,36,2,-515484.0,695065.0
AUDCAD,61.8,1.0,3,48,1.6862,4589354.0,514,32,3,-678347.0,972994.0
AUDCAD,61.8,1.0,5,24,1.4596,4072821.0,587,7,12,-590653.0,939761.0
AUDCAD,61.8,1.0,5,36,1.4182,3788227.0,582,5,14,-590653.0,1140347.0
AUDCAD,61.8,1.0,5,48,1.4173,3759416.0,578,5,14,-590653.0,1140347.0
AUDCAD,61.8,1.0,7,24,1.2556,2625094.0,585,0,19,-597671.0,1075632.0
AUDCAD,61.8,1.0,7,36,1.2556,2625094.0,585,0,19,-597671.0,1075632.0
AUDCAD,61.8,1.0,7,48,1.2556,2625094.0,585,0,19,-597671.0,1075632.0
AUDCAD,61.8,1.5,3,24,1.4486,2609898.0,252,26,4,-533088.0,1074359.0
AUDCAD,61.8,1.5,3,36,1.6254,3253237.0,254,25,2,-533088.0,786152.0
AUDCAD,61.8,1.5,3,48,1.4727,2682019.0,251,24,3,-676835.0,1242751.0
AUDCAD,61.8,1.5,5,24,1.2146,1601890.0,273,1,13,-649081.0,1158502.0
AUDCAD,61.8,1.5,5,36,1.2146,1601890.0,273,1,13,-649081.0,1158502.0
AUDCAD,61.8,1.5,5,48,1.2146,1601890.0,273,1,13,-649081.0,1158502.0
AUDCAD,61.8,1.5,7,24,1.2037,1533851.0,273,0,14,-649081.0,1158502.0
AUDCAD,61.8,1.5,7,36,1.2037,1533851.0,273,0,14,-649081.0,1158502.0
AUDCAD,61.8,1.5,7,48,1.2037,1533851.0,273,0,14,-649081.0,1158502.0
AUDCAD,61.8,2.0,3,24,1.1278,734496.0,143,18,5,-540000.0,816789.0
AUDCAD,61.8,2.0,3,36,1.0897,521554.0,141,16,5,-540000.0,1090551.0
AUDCAD,61.8,2.0,3,48,1.0737,449791.0,144,14,7,-630935.0,1438838.0
AUDCAD,61.8,2.0,5,24,1.0467,304194.0,152,0,12,-713447.0,1491295.0
AUDCAD,61.8,2.0,5,36,1.0467,304194.0,152,0,12,-713447.0,1491295.0
AUDCAD,61.8,2.0,5,48,1.0467,304194.0,152,0,12,-713447.0,1491295.0
AUDCAD,61.8,2.0,7,24,1.0467,304194.0,152,0,12,-713447.0,1491295.0
AUDCAD,61.8,2.0,7,36,1.0467,304194.0,152,0,12,-713447.0,1491295.0
AUDCAD,61.8,2.0,7,48,1.0467,304194.0,152,0,12,-713447.0,1491295.0
AUDCAD,61.8,2.5,3,24,1.1189,587934.0,98,12,5,-539568.0,1167201.0
AUDCAD,61.8,2.5,3,36,1.075,400241.0,102,12,6,-571643.0,1528922.0
AUDCAD,61.8,2.5,3,48,1.0015,8118.0,96,10,7,-571643.0,1824291.0
AUDCAD,61.8,2.5,5,24,0.9617,-221040.0,100,0,11,-571643.0,1596970.0
AUDCAD,61.8,2.5,5,36,0.9617,-221040.0,100,0,11,-571643.0,1596970.0
AUDCAD,61.8,2.5,5,48,0.9617,-221040.0,100,0,11,-571643.0,1596970.0
AUDCAD,61.8,2.5,7,24,0.9617,-221040.0,100,0,11,-571643.0,1596970.0
AUDCAD,61.8,2.5,7,36,0.9617,-221040.0,100,0,11,-571643.0,1596970.0
AUDCAD,61.8,2.5,7,48,0.9617,-221040.0,100,0,11,-571643.0,1596970.0
AUDCAD,61.8,3.0,3,24,1.0671,288439.0,67,12,3,-517645.0,1138573.0
AUDCAD,61.8,3.0,3,36,1.1462,577624.0,66,10,3,-518508.0,1056346.0
AUDCAD,61.8,3.0,3,48,1.1307,520847.0,66,10,3,-518508.0,1037880.0
AUDCAD,61.8,3.0,5,24,1.2143,884997.0,75,0,8,-568837.0,980517.0
AUDCAD,61.8,3.0,5,36,1.2143,884997.0,75,0,8,-568837.0,980517.0
AUDCAD,61.8,3.0,5,48,1.2143,884997.0,75,0,8,-568837.0,980517.0
AUDCAD,61.8,3.0,7,24,1.2143,884997.0,75,0,8,-568837.0,980517.0
AUDCAD,61.8,3.0,7,36,1.2143,884997.0,75,0,8,-568837.0,980517.0
AUDCAD,61.8,3.0,7,48,1.2143,884997.0,75,0,8,-568837.0,980517.0
AUDCAD,65.0,1.0,3,24,2.6054,4244687.0,312,21,0,-227340.0,227340.0
AUDCAD,65.0,1.0,3,36,2.4457,4065805.0,311,17,0,-294839.0,294839.0
AUDCAD,65.0,1.0,3,48,2.7458,4275296.0,303,15,0,-314604.0,314604.0
AUDCAD,65.0,1.0,5,24,2.1084,3929673.0,340,3,5,-567325.0,816657.0
AUDCAD,65.0,1.0,5,36,1.9467,3600443.0,336,2,6,-567325.0,816657.0
AUDCAD,65.0,1.0,5,48,1.8998,3505952.0,336,2,6,-567325.0,816657.0
AUDCAD,65.0,1.0,7,24,1.7845,3307045.0,342,0,8,-567325.0,856393.0
AUDCAD,65.0,1.0,7,36,1.7845,3307045.0,342,0,8,-567325.0,856393.0
AUDCAD,65.0,1.0,7,48,1.7845,3307045.0,342,0,8,-567325.0,856393.0
AUDCAD,65.0,1.5,3,24,2.016,2638107.0,156,14,1,-510408.0,517193.0
AUDCAD,65.0,1.5,3,36,1.8506,2463027.0,160,12,1,-510408.0,588218.0
AUDCAD,65.0,1.5,3,48,2.1874,2976876.0,165,10,1,-510408.0,687685.0
AUDCAD,65.0,1.5,5,24,2.2153,3169669.0,175,0,5,-535354.0,546809.0
AUDCAD,65.0,1.5,5,36,2.2153,3169669.0,175,0,5,-535354.0,546809.0
AUDCAD,65.0,1.5,5,48,2.2153,3169669.0,175,0,5,-535354.0,546809.0
AUDCAD,65.0,1.5,7,24,2.2153,3169669.0,175,0,5,-535354.0,546809.0
AUDCAD,65.0,1.5,7,36,2.2153,3169669.0,175,0,5,-535354.0,546809.0
AUDCAD,65.0,1.5,7,48,2.2153,3169669.0,175,0,5,-535354.0,546809.0
AUDCAD,65.0,2.0,3,24,1.6792,1645888.0,91,11,1,-516888.0,526778.0
AUDCAD,65.0,2.0,3,36,1.6932,1725377.0,93,10,1,-516888.0,516888.0
AUDCAD,65.0,2.0,3,48,1.8606,1965134.0,94,9,1,-516888.0,603643.0
AUDCAD,65.0,2.0,5,24,2.2024,2510707.0,104,0,4,-549936.0,629068.0
AUDCAD,65.0,2.0,5,36,2.2024,2510707.0,104,0,4,-549936.0,629068.0
AUDCAD,65.0,2.0,5,48,2.2024,2510707.0,104,0,4,-549936.0,629068.0
AUDCAD,65.0,2.0,7,24,2.2024,2510707.0,104,0,4,-549936.0,629068.0
AUDCAD,65.0,2.0,7,36,2.2024,2510707.0,104,0,4,-549936.0,629068.0
AUDCAD,65.0,2.0,7,48,2.2024,2510707.0,104,0,4,-549936.0,629068.0
AUDCAD,65.0,2.5,3,24,1.4428,1101399.0,64,8,2,-526609.0,602747.0
AUDCAD,65.0,2.5,3,36,1.5602,1366384.0,66,8,2,-526609.0,528875.0
AUDCAD,65.0,2.5,3,48,1.626,1468157.0,67,7,2,-526609.0,667873.0
AUDCAD,65.0,2.5,5,24,1.626,1611448.0,76,0,5,-527147.0,651880.0
AUDCAD,65.0,2.5,5,36,1.626,1611448.0,76,0,5,-527147.0,651880.0
AUDCAD,65.0,2.5,5,48,1.626,1611448.0,76,0,5,-527147.0,651880.0
AUDCAD,65.0,2.5,7,24,1.626,1611448.0,76,0,5,-527147.0,651880.0
AUDCAD,65.0,2.5,7,36,1.626,1611448.0,76,0,5,-527147.0,651880.0
AUDCAD,65.0,2.5,7,48,1.626,1611448.0,76,0,5,-527147.0,651880.0
AUDCAD,65.0,3.0,3,24,1.2595,702501.0,51,6,2,-526609.0,1282802.0
AUDCAD,65.0,3.0,3,36,1.4459,1114758.0,53,4,3,-538272.0,1304997.0
AUDCAD,65.0,3.0,3,48,1.4657,1146371.0,53,4,3,-538272.0,1318606.0
AUDCAD,65.0,3.0,5,24,1.5613,1462005.0,61,0,5,-538272.0,658188.0
AUDCAD,65.0,3.0,5,36,1.5613,1462005.0,61,0,5,-538272.0,658188.0
AUDCAD,65.0,3.0,5,48,1.5613,1462005.0,61,0,5,-538272.0,658188.0
AUDCAD,65.0,3.0,7,24,1.5613,1462005.0,61,0,5,-538272.0,658188.0
AUDCAD,65.0,3.0,7,36,1.5613,1462005.0,61,0,5,-538272.0,658188.0
AUDCAD,65.0,3.0,7,48,1.5613,1462005.0,61,0,5,-538272.0,658188.0
AUDCAD,70.0,1.0,3,24,2.9782,1326733.0,98,5,0,-227340.0,227340.0
AUDCAD,70.0,1.0,3,36,3.3372,1383001.0,97,4,0,-197748.0,197748.0
AUDCAD,70.0,1.0,3,48,3.1963,1342287.0,96,4,0,-202607.0,202607.0
AUDCAD,70.0,1.0,5,24,2.6887,1401563.0,110,1,1,-547236.0,547236.0
AUDCAD,70.0,1.0,5,36,4.2666,1787624.0,115,0,1,-547236.0,547236.0
AUDCAD,70.0,1.0,5,48,4.2666,1787624.0,115,0,1,-547236.0,547236.0
AUDCAD,70.0,1.0,7,24,4.2988,1805205.0,116,0,1,-547236.0,547236.0
AUDCAD,70.0,1.0,7,36,4.2988,1805205.0,116,0,1,-547236.0,547236.0
AUDCAD,70.0,1.0,7,48,4.2988,1805205.0,116,0,1,-547236.0,547236.0
AUDCAD,70.0,1.5,3,24,2.6688,997783.0,51,4,0,-201959.0,168760.0
AUDCAD,70.0,1.5,3,36,2.2177,856149.0,50,4,0,-226477.0,226477.0
AUDCAD,70.0,1.5,3,48,3.1877,1109520.0,52,3,0,-270865.0,270865.0
AUDCAD,70.0,1.5,5,24,inf,1889870.0,61,0,0,0.0,0.0
AUDCAD,70.0,1.5,5,36,inf,1889870.0,61,0,0,0.0,0.0
AUDCAD,70.0,1.5,5,48,inf,1889870.0,61,0,0,0.0,0.0
AUDCAD,70.0,1.5,7,24,inf,1889870.0,61,0,0,0.0,0.0
AUDCAD,70.0,1.5,7,36,inf,1889870.0,61,0,0,0.0,0.0
AUDCAD,70.0,1.5,7,48,inf,1889870.0,61,0,0,0.0,0.0
AUDCAD,70.0,2.0,3,24,2.2687,720037.0,30,4,0,-199044.0,199044.0
AUDCAD,70.0,2.0,3,36,3.1666,934323.0,33,3,0,-149472.0,149472.0
AUDCAD,70.0,2.0,3,48,3.8948,1097342.0,36,2,0,-235440.0,235440.0
AUDCAD,70.0,2.0,5,24,inf,1702203.0,41,0,0,0.0,0.0
AUDCAD,70.0,2.0,5,36,inf,1702203.0,41,0,0,0.0,0.0
AUDCAD,70.0,2.0,5,48,inf,1702203.0,41,0,0,0.0,0.0
AUDCAD,70.0,2.0,7,24,inf,1702203.0,41,0,0,0.0,0.0
AUDCAD,70.0,2.0,7,36,inf,1702203.0,41,0,0,0.0,0.0
AUDCAD,70.0,2.0,7,48,inf,1702203.0,41,0,0,0.0,0.0
AUDCAD,70.0,2.5,3,24,1.624,520974.0,26,2,1,-518940.0,518940.0
AUDCAD,70.0,2.5,3,36,2.4511,903979.0,29,1,1,-518940.0,518940.0
AUDCAD,70.0,2.5,3,48,2.321,860889.0,29,1,1,-518940.0,518940.0
AUDCAD,70.0,2.5,5,24,3.1817,1132169.0,32,0,1,-518940.0,518940.0
AUDCAD,70.0,2.5,5,36,3.1817,1132169.0,32,0,1,-518940.0,518940.0
AUDCAD,70.0,2.5,5,48,3.1817,1132169.0,32,0,1,-518940.0,518940.0
AUDCAD,70.0,2.5,7,24,3.1817,1132169.0,32,0,1,-518940.0,518940.0
AUDCAD,70.0,2.5,7,36,3.1817,1132169.0,32,0,1,-518940.0,518940.0
AUDCAD,70.0,2.5,7,48,3.1817,1132169.0,32,0,1,-518940.0,518940.0
AUDCAD,70.0,3.0,3,24,2.2266,774545.0,22,1,1,-502524.0,502524.0
AUDCAD,70.0,3.0,3,36,2.2482,781998.0,22,1,1,-502524.0,502524.0
AUDCAD,70.0,3.0,3,48,2.2482,781998.0,22,1,1,-502524.0,502524.0
AUDCAD,70.0,3.0,5,24,3.0906,1050594.0,25,0,1,-502524.0,502524.0
AUDCAD,70.0,3.0,5,36,3.0906,1050594.0,25,0,1,-502524.0,502524.0
AUDCAD,70.0,3.0,5,48,3.0906,1050594.0,25,0,1,-502524.0,502524.0
AUDCAD,70.0,3.0,7,24,3.0906,1050594.0,25,0,1,-502524.0,502524.0
AUDCAD,70.0,3.0,7,36,3.0906,1050594.0,25,0,1,-502524.0,502524.0
AUDCAD,70.0,3.0,7,48,3.0906,1050594.0,25,0,1,-502524.0,502524.0
