pair,ci_th,atr_mult,max_levels,b48_h,pf,total,n_tp,n_b48,n_fstop,worst,max_dd
GBPJPY,55.0,1.0,3,24,1.1113,3584397.0,1105,79,1,-1571301.0,2327551.0
GBPJPY,55.0,1.0,3,36,1.145,4323832.0,1057,68,1,-1571301.0,2186931.0
GBPJPY,55.0,1.0,3,48,1.1317,3883818.0,1025,62,2,-1571301.0,2338996.0
GBPJPY,55.0,1.0,5,24,1.1686,6067120.0,1286,31,8,-1939497.0,4064130.0
GBPJPY,55.0,1.0,5,36,1.1514,5445394.0,1263,23,11,-1939497.0,4075009.0
GBPJPY,55.0,1.0,5,48,1.1801,6228468.0,1239,20,12,-1939497.0,4136499.0
GBPJPY,55.0,1.0,7,24,1.0797,3221289.0,1329,5,22,-2112497.0,5262931.0
GBPJPY,55.0,1.0,7,36,1.0418,1748838.0,1329,3,24,-2112497.0,5927758.0
GBPJPY,55.0,1.0,7,48,1.0456,1900745.0,1329,3,24,-2112497.0,5775850.0
GBPJPY,55.0,1.5,3,24,1.0726,2043261.0,616,62,1,-1505101.0,1982027.0
GBPJPY,55.0,1.5,3,36,1.1097,2915330.0,603,54,1,-1505101.0,2307544.0
GBPJPY,55.0,1.5,3,48,1.118,3009853.0,582,47,2,-1556999.0,2513970.0
GBPJPY,55.0,1.5,5,24,1.2205,5944082.0,663,20,7,-1731197.0,3198778.0
GBPJPY,55.0,1.5,5,36,1.1858,5130799.0,662,16,9,-1731197.0,3234641.0
GBPJPY,55.0,1.5,5,48,1.1691,4668791.0,653,15,10,-1731197.0,3217577.0
GBPJPY,55.0,1.5,7,24,1.1426,4219180.0,687,3,17,-1731197.0,5020978.0
GBPJPY,55.0,1.5,7,36,1.1963,5572044.0,693,2,17,-1731197.0,3666009.0
GBPJPY,55.0,1.5,7,48,1.243,6659571.0,695,1,17,-1731197.0,3666009.0
GBPJPY,55.0,2.0,3,24,1.1273,2994006.0,408,50,1,-1516299.0,2144041.0
GBPJPY,55.0,2.0,3,36,1.1435,3289317.0,401,45,1,-1516299.0,2205208.0
GBPJPY,55.0,2.0,3,48,1.1101,2552921.0,393,42,2,-1592400.0,2488601.0
GBPJPY,55.0,2.0,5,24,1.0302,829437.0,432,14,10,-1664497.0,3142507.0
GBPJPY,55.0,2.0,5,36,1.0197,548549.0,434,12,11,-1664497.0,3210045.0
GBPJPY,55.0,2.0,5,48,1.0285,779701.0,431,12,11,-1664497.0,3185104.0
GBPJPY,55.0,2.0,7,24,1.0911,2450998.0,453,0,17,-1680099.0,3700031.0
GBPJPY,55.0,2.0,7,36,1.0911,2450998.0,453,0,17,-1680099.0,3700031.0
GBPJPY,55.0,2.0,7,48,1.0911,2450998.0,453,0,17,-1680099.0,3700031.0
GBPJPY,55.0,2.5,3,24,1.1435,2937345.0,288,42,1,-1722101.0,2184301.0
GBPJPY,55.0,2.5,3,36,1.1394,2911616.0,293,37,1,-1722101.0,1938824.0
GBPJPY,55.0,2.5,3,48,1.1387,2828839.0,286,37,1,-1722101.0,1888466.0
GBPJPY,55.0,2.5,5,24,1.0341,833334.0,309,5,13,-1754596.0,4174733.0
GBPJPY,55.0,2.5,5,36,0.9968,-81738.0,308,4,14,-1754596.0,4174733.0
GBPJPY,55.0,2.5,5,48,0.9992,-20741.0,308,4,14,-1754596.0,4174733.0
GBPJPY,55.0,2.5,7,24,1.0175,436740.0,312,0,16,-1754596.0,4174733.0
GBPJPY,55.0,2.5,7,36,1.0175,436740.0,312,0,16,-1754596.0,4174733.0
GBPJPY,55.0,2.5,7,48,1.0175,436740.0,312,0,16,-1754596.0,4174733.0
GBPJPY,55.0,3.0,3,24,1.3092,5239771.0,223,36,1,-1617702.0,1722967.0
GBPJPY,55.0,3.0,3,36,1.1635,3034574.0,217,31,1,-1617702.0,1811449.0
GBPJPY,55.0,3.0,3,48,1.2432,4103847.0,210,29,1,-1617702.0,1872411.0
GBPJPY,55.0,3.0,5,24,1.1452,2878505.0,228,5,10,-1617702.0,3278137.0
GBPJPY,55.0,3.0,5,36,1.1483,2950241.0,232,3,11,-1676701.0,4143201.0
GBPJPY,55.0,3.0,5,48,1.1322,2662727.0,232,3,11,-1676701.0,4143201.0
GBPJPY,55.0,3.0,7,24,1.0607,1331617.0,239,0,14,-1676701.0,4143201.0
GBPJPY,55.0,3.0,7,36,1.0607,1331617.0,239,0,14,-1676701.0,4143201.0
GBPJPY,55.0,3.0,7,48,1.0607,1331617.0,239,0,14,-1676701.0,4143201.0
GBPJPY,60.0,1.0,3,24,1.0534,788643.0,504,40,0,-971599.0,2217942.0
GBPJPY,60.0,1.0,3,36,1.0989,1328401.0,485,32,1,-1698802.0,2378195.0
GBPJPY,60.0,1.0,3,48,1.11,1449846.0,480,31,1,-1698802.0,2658603.0
GBPJPY,60.0,1.0,5,24,1.0427,737922.0,588,11,6,-1722696.0,3461267.0
GBPJPY,60.0,1.0,5,36,1.0905,1492486.0,585,8,6,-1722696.0,2747820.0
GBPJPY,60.0,1.0,5,48,1.0974,1587323.0,581,8,6,-1722696.0,2747820.0
GBPJPY,60.0,1.0,7,24,1.0039,75260.0,621,2,11,-1722696.0,4277471.0
GBPJPY,60.0,1.0,7,36,0.9541,-920952.0,620,1,12,-1774896.0,4372682.0
GBPJPY,60.0,1.0,7,48,0.9541,-920952.0,620,1,12,-1774896.0,4372682.0
GBPJPY,60.0,1.5,3,24,0.9987,-17102.0,292,29,1,-1528699.0,2543998.0
GBPJPY,60.0,1.5,3,36,1.0992,1198540.0,286,26,1,-1528699.0,2129739.0
GBPJPY,60.0,1.5,3,48,1.0409,504374.0,277,23,1,-1528699.0,2306102.0
GBPJPY,60.0,1.5,5,24,0.9302,-1106893.0,315,6,7,-1645099.0,3413655.0
GBPJPY,60.0,1.5,5,36,0.8705,-2177765.0,312,6,7,-1645099.0,3788212.0
GBPJPY,60.0,1.5,5,48,0.9009,-1610924.0,313,6,7,-1645099.0,3736504.0
GBPJPY,60.0,1.5,7,24,1.0604,909696.0,340,1,9,-1630994.0,3412104.0
GBPJPY,60.0,1.5,7,36,1.0604,909696.0,340,1,9,-1630994.0,3412104.0
GBPJPY,60.0,1.5,7,48,1.0604,909696.0,340,1,9,-1630994.0,3412104.0
GBPJPY,60.0,2.0,3,24,1.0346,390510.0,185,24,1,-1551601.0,2640842.0
GBPJPY,60.0,2.0,3,36,1.026,292805.0,181,24,1,-1551601.0,2310071.0
GBPJPY,60.0,2.0,3,48,1.0332,380620.0,187,23,1,-1551601.0,2384831.0
GBPJPY,60.0,2.0,5,24,0.9486,-722158.0,210,3,7,-1646796.0,4098294.0
GBPJPY,60.0,2.0,5,36,0.9369,-885633.0,207,3,7,-1646796.0,4245509.0
GBPJPY,60.0,2.0,5,48,0.9262,-1048691.0,207,3,7,-1646796.0,4408567.0
GBPJPY,60.0,2.0,7,24,0.9547,-637215.0,211,0,9,-1646895.0,4236192.0
GBPJPY,60.0,2.0,7,36,0.9547,-637215.0,211,0,9,-1646895.0,4236192.0
GBPJPY,60.0,2.0,7,48,0.9547,-637215.0,211,0,9,-1646895.0,4236192.0
GBPJPY,60.0,2.5,3,24,1.0725,728631.0,140,20,1,-1522301.0,2462620.0
GBPJPY,60.0,2.5,3,36,1.0274,286015.0,137,20,1,-1522301.0,2442804.0
GBPJPY,60.0,2.5,3,48,1.1005,963199.0,137,18,1,-1522301.0,2302421.0
GBPJPY,60.0,2.5,5,24,0.8803,-1605479.0,154,1,8,-1637898.0,5397488.0
GBPJPY,60.0,2.5,5,36,0.8803,-1605479.0,154,1,8,-1637898.0,5397488.0
GBPJPY,60.0,2.5,5,48,0.8803,-1605479.0,154,1,8,-1637898.0,5397488.0
GBPJPY,60.0,2.5,7,24,0.8463,-2145370.0,154,0,9,-1637898.0,5397488.0
GBPJPY,60.0,2.5,7,36,0.8463,-2145370.0,154,0,9,-1637898.0,5397488.0
GBPJPY,60.0,2.5,7,48,0.8463,-2145370.0,154,0,9,-1637898.0,5397488.0
GBPJPY,60.0,3.0,3,24,1.0184,174627.0,102,17,1,-1501498.0,2231773.0
GBPJPY,60.0,3.0,3,36,0.9414,-586057.0,101,15,1,-1501498.0,2480003.0
GBPJPY,60.0,3.0,3,48,0.9586,-399548.0,99,15,1,-1501498.0,2202473.0
GBPJPY,60.0,3.0,5,24,1.3104,2707377.0,121,1,5,-1619598.0,2362827.0
GBPJPY,60.0,3.0,5,36,1.3104,2707377.0,121,1,5,-1619598.0,2362827.0
GBPJPY,60.0,3.0,5,48,1.3104,2707377.0,121,1,5,-1619598.0,2362827.0
GBPJPY,60.0,3.0,7,24,1.2337,2168422.0,121,0,6,-1619598.0,2362827.0
GBPJPY,60.0,3.0,7,36,1.2337,2168422.0,121,0,6,-1619598.0,2362827.0
GBPJPY,60.0,3.0,7,48,1.2337,2168422.0,121,0,6,-1619598.0,2362827.0
GBPJPY,61.8,1.0,3,24,1.257,2239678.0,367,27,0,-971599.0,1388601.0
GBPJPY,61.8,1.0,3,36,1.2514,2164076.0,365,20,1,-1698802.0,2378195.0
GBPJPY,61.8,1.0,3,48,1.3423,2728834.0,362,19,1,-1698802.0,2278375.0
GBPJPY,61.8,1.0,5,24,1.23,2392288.0,432,8,3,-1698802.0,3461267.0
GBPJPY,61.8,1.0,5,36,1.3049,2993336.0,430,6,3,-1698802.0,2747820.0
GBPJPY,61.8,1.0,5,48,1.3017,2957414.0,427,6,3,-1698802.0,2747820.0
GBPJPY,61.8,1.0,7,24,1.4385,4223329.0,464,2,5,-1698802.0,3466067.0
GBPJPY,61.8,1.0,7,36,1.307,3254538.0,464,1,6,-1765196.0,3466067.0
GBPJPY,61.8,1.0,7,48,1.307,3254538.0,464,1,6,-1765196.0,3466067.0
GBPJPY,61.8,1.5,3,24,1.2214,1849017.0,223,17,1,-1528699.0,2055972.0
GBPJPY,61.8,1.5,3,36,1.3111,2402790.0,222,15,1,-1528699.0,2015922.0
GBPJPY,61.8,1.5,3,48,1.3225,2453438.0,221,13,1,-1528699.0,2190158.0
GBPJPY,61.8,1.5,5,24,1.3153,2675521.0,245,5,3,-1624696.0,2607083.0
GBPJPY,61.8,1.5,5,36,1.2552,2274909.0,246,5,3,-1624696.0,2607083.0
GBPJPY,61.8,1.5,5,48,1.345,2869406.0,246,5,3,-1624696.0,2607083.0
GBPJPY,61.8,1.5,7,24,1.962,5965956.0,269,0,4,-1624696.0,3404736.0
GBPJPY,61.8,1.5,7,36,1.962,5965956.0,269,0,4,-1624696.0,3404736.0
GBPJPY,61.8,1.5,7,48,1.962,5965956.0,269,0,4,-1624696.0,3404736.0
GBPJPY,61.8,2.0,3,24,1.527,2996335.0,141,13,1,-1551601.0,1865530.0
GBPJPY,61.8,2.0,3,36,1.4695,2745040.0,138,13,1,-1551601.0,1999187.0
GBPJPY,61.8,2.0,3,48,1.3461,2208665.0,139,12,1,-1551601.0,2384831.0
GBPJPY,61.8,2.0,5,24,1.2287,1782205.0,155,2,4,-1610396.0,3735537.0
GBPJPY,61.8,2.0,5,36,1.2463,1892206.0,155,2,4,-1610396.0,3735537.0
GBPJPY,61.8,2.0,5,48,1.3009,2214204.0,155,2,4,-1610396.0,3735537.0
GBPJPY,61.8,2.0,7,24,1.58,3642075.0,163,0,4,-1610396.0,3790836.0
GBPJPY,61.8,2.0,7,36,1.58,3642075.0,163,0,4,-1610396.0,3790836.0
GBPJPY,61.8,2.0,7,48,1.58,3642075.0,163,0,4,-1610396.0,3790836.0
GBPJPY,61.8,2.5,3,24,1.2522,1455764.0,95,12,1,-1522301.0,1996407.0
GBPJPY,61.8,2.5,3,36,1.2719,1546938.0,97,8,1,-1522301.0,2169577.0
GBPJPY,61.8,2.5,3,48,1.3603,1921055.0,99,7,1,-1522301.0,1997706.0
GBPJPY,61.8,2.5,5,24,1.8536,3900380.0,117,0,3,-1536496.0,3896990.0
GBPJPY,61.8,2.5,5,36,1.8536,3900380.0,117,0,3,-1536496.0,3896990.0
GBPJPY,61.8,2.5,5,48,1.8536,3900380.0,117,0,3,-1536496.0,3896990.0
GBPJPY,61.8,2.5,7,24,1.8536,3900380.0,117,0,3,-1536496.0,3896990.0
GBPJPY,61.8,2.5,7,36,1.8536,3900380.0,117,0,3,-1536496.0,3896990.0
GBPJPY,61.8,2.5,7,48,1.8536,3900380.0,117,0,3,-1536496.0,3896990.0
GBPJPY,61.8,3.0,3,24,1.4348,2119395.0,77,10,1,-1501498.0,1721548.0
GBPJPY,61.8,3.0,3,36,1.44,2095513.0,77,8,1,-1501498.0,1958395.0
GBPJPY,61.8,3.0,3,48,1.2644,1382810.0,74,8,1,-1501498.0,1736096.0
GBPJPY,61.8,3.0,5,24,2.838,5581836.0,96,0,2,-1535400.0,1535400.0
GBPJPY,61.8,3.0,5,36,2.838,5581836.0,96,0,2,-1535400.0,1535400.0
GBPJPY,61.8,3.0,5,48,2.838,5581836.0,96,0,2,-1535400.0,1535400.0
GBPJPY,61.8,3.0,7,24,2.838,5581836.0,96,0,2,-1535400.0,1535400.0
GBPJPY,61.8,3.0,7,36,2.838,5581836.0,96,0,2,-1535400.0,1535400.0
GBPJPY,61.8,3.0,7,48,2.838,5581836.0,96,0,2,-1535400.0,1535400.0
GBPJPY,65.0,1.0,3,24,1.2625,1032922.0,155,9,0,-971599.0,1221686.0
GBPJPY,65.0,1.0,3,36,1.2468,992972.0,157,6,1,-1698802.0,1820961.0
GBPJPY,65.0,1.0,3,48,1.1877,785919.0,156,6,1,-1698802.0,1698802.0
GBPJPY,65.0,1.0,5,24,1.2916,1300167.0,177,3,1,-1698802.0,2245454.0
GBPJPY,65.0,1.0,5,36,1.1383,699665.0,177,3,1,-1698802.0,2791606.0
GBPJPY,65.0,1.0,5,48,1.2285,1071163.0,177,3,1,-1698802.0,2420108.0
GBPJPY,65.0,1.0,7,24,1.27,1293008.0,189,0,3,-1698802.0,2944877.0
GBPJPY,65.0,1.0,7,36,1.27,1293008.0,189,0,3,-1698802.0,2944877.0
GBPJPY,65.0,1.0,7,48,1.27,1293008.0,189,0,3,-1698802.0,2944877.0
GBPJPY,65.0,1.5,3,24,0.998,-7904.0,83,7,1,-1528699.0,1528699.0
GBPJPY,65.0,1.5,3,36,1.0519,200193.0,85,6,1,-1528699.0,1536238.0
GBPJPY,65.0,1.5,3,48,1.0875,321319.0,84,6,1,-1528699.0,1573810.0
GBPJPY,65.0,1.5,5,24,1.0744,310115.0,96,1,2,-1528699.0,2772985.0
GBPJPY,65.0,1.5,5,36,1.1293,512614.0,96,1,2,-1528699.0,2772985.0
GBPJPY,65.0,1.5,5,48,1.135,532611.0,96,1,2,-1528699.0,2772985.0
GBPJPY,65.0,1.5,7,24,1.5647,1723269.0,104,0,2,-1528699.0,2772985.0
GBPJPY,65.0,1.5,7,36,1.5647,1723269.0,104,0,2,-1528699.0,2772985.0
GBPJPY,65.0,1.5,7,48,1.5647,1723269.0,104,0,2,-1528699.0,2772985.0
GBPJPY,65.0,2.0,3,24,1.1627,515555.0,59,5,1,-1551601.0,1551601.0
GBPJPY,65.0,2.0,3,36,1.1463,467182.0,58,5,1,-1551601.0,1551601.0
GBPJPY,65.0,2.0,3,48,1.0863,289708.0,58,5,1,-1551601.0,1641158.0
GBPJPY,65.0,2.0,5,24,1.0045,19038.0,68,1,2,-1551601.0,2857521.0
GBPJPY,65.0,2.0,5,36,1.0315,129038.0,68,1,2,-1551601.0,2822773.0
GBPJPY,65.0,2.0,5,48,1.1193,451037.0,68,1,2,-1551601.0,2822773.0
GBPJPY,65.0,2.0,7,24,1.4468,1374348.0,73,0,2,-1551601.0,2822773.0
GBPJPY,65.0,2.0,7,36,1.4468,1374348.0,73,0,2,-1551601.0,2822773.0
GBPJPY,65.0,2.0,7,48,1.4468,1374348.0,73,0,2,-1551601.0,2822773.0
GBPJPY,65.0,2.5,3,24,1.4343,1086286.0,45,2,1,-1522301.0,1522301.0
GBPJPY,65.0,2.5,3,36,1.2405,695681.0,45,2,1,-1522301.0,1820483.0
GBPJPY,65.0,2.5,3,48,1.402,1028681.0,45,2,1,-1522301.0,1522301.0
GBPJPY,65.0,2.5,5,24,2.6826,2561394.0,53,0,1,-1522301.0,1522301.0
GBPJPY,65.0,2.5,5,36,2.6826,2561394.0,53,0,1,-1522301.0,1522301.0
GBPJPY,65.0,2.5,5,48,2.6826,2561394.0,53,0,1,-1522301.0,1522301.0
GBPJPY,65.0,2.5,7,24,2.6826,2561394.0,53,0,1,-1522301.0,1522301.0
GBPJPY,65.0,2.5,7,36,2.6826,2561394.0,53,0,1,-1522301.0,1522301.0
GBPJPY,65.0,2.5,7,48,2.6826,2561394.0,53,0,1,-1522301.0,1522301.0
GBPJPY,65.0,3.0,3,24,2.6148,2065681.0,35,3,0,-696001.0,725266.0
GBPJPY,65.0,3.0,3,36,3.0769,2551035.0,38,2,0,-647098.0,987161.0
GBPJPY,65.0,3.0,3,48,3.6512,2744234.0,38,2,0,-729001.0,793962.0
GBPJPY,65.0,3.0,5,24,inf,4277610.0,45,0,0,0.0,0.0
GBPJPY,65.0,3.0,5,36,inf,4277610.0,45,0,0,0.0,0.0
GBPJPY,65.0,3.0,5,48,inf,4277610.0,45,0,0,0.0,0.0
GBPJPY,65.0,3.0,7,24,inf,4277610.0,45,0,0,0.0,0.0
GBPJPY,65.0,3.0,7,36,inf,4277610.0,45,0,0,0.0,0.0
GBPJPY,65.0,3.0,7,48,inf,4277610.0,45,0,0,0.0,0.0
GBPJPY,70.0,1.0,3,24,inf,450293.0,11,0,0,0.0,0.0
GBPJPY,70.0,1.0,3,36,inf,450293.0,11,0,0,0.0,0.0
GBPJPY,70.0,1.0,3,48,inf,450293.0,11,0,0,0.0,0.0
GBPJPY,70.0,1.0,5,24,inf,490528.0,12,0,0,0.0,0.0
GBPJPY,70.0,1.0,5,36,inf,490528.0,12,0,0,0.0,0.0
GBPJPY,70.0,1.0,5,48,inf,490528.0,12,0,0,0.0,0.0
GBPJPY,70.0,1.0,7,24,inf,490528.0,12,0,0,0.0,0.0
GBPJPY,70.0,1.0,7,36,inf,490528.0,12,0,0,0.0,0.0
GBPJPY,70.0,1.0,7,48,inf,490528.0,12,0,0,0.0,0.0
GBPJPY,70.0,1.5,3,24,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,3,36,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,3,48,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,5,24,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,5,36,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,5,48,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,7,24,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,7,36,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,1.5,7,48,inf,568403.0,9,0,0,0.0,0.0
GBPJPY,70.0,2.0,3,24,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,3,36,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,3,48,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,5,24,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,5,36,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,5,48,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,7,24,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,7,36,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.0,7,48,inf,606542.0,7,0,0,0.0,0.0
GBPJPY,70.0,2.5,3,24,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,3,36,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,3,48,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,5,24,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,5,36,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,5,48,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,7,24,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,7,36,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,2.5,7,48,inf,652071.0,6,0,0,0.0,0.0
GBPJPY,70.0,3.0,3,24,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,3,36,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,3,48,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,5,24,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,5,36,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,5,48,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,7,24,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,7,36,inf,661778.0,5,0,0,0.0,0.0
GBPJPY,70.0,3.0,7,48,inf,661778.0,5,0,0,0.0,0.0
CHFJPY,55.0,1.0,3,24,1.0179,441625.0,956,70,1,-1567101.0,1654754.0
CHFJPY,55.0,1.0,3,36,1.0297,690131.0,910,55,1,-1567101.0,2041130.0
CHFJPY,55.0,1.0,3,48,1.0245,551812.0,872,47,2,-1567101.0,1916165.0
CHFJPY,55.0,1.0,5,24,1.0042,114595.0,1030,34,3,-1567101.0,3829294.0
CHFJPY,55.0,1.0,5,36,0.9897,-282819.0,1021,27,5,-1675902.0,4324799.0
CHFJPY,55.0,1.0,5,48,0.9913,-237492.0,1018,22,7,-1675902.0,4759084.0
CHFJPY,55.0,1.0,7,24,1.0796,2166890.0,1109,8,12,-1694199.0,4028568.0
CHFJPY,55.0,1.0,7,36,1.0518,1445573.0,1107,6,14,-1694199.0,4028568.0
CHFJPY,55.0,1.0,7,48,1.0133,385139.0,1107,4,16,-1694199.0,4127621.0
CHFJPY,55.0,1.5,3,24,0.9752,-527888.0,518,54,1,-1567101.0,2028809.0
CHFJPY,55.0,1.5,3,36,1.0795,1546556.0,526,45,1,-1567101.0,1927505.0
CHFJPY,55.0,1.5,3,48,1.0335,660686.0,507,42,1,-1567101.0,1782509.0
CHFJPY,55.0,1.5,5,24,1.1125,2303556.0,566,21,3,-1902803.0,2125609.0
CHFJPY,55.0,1.5,5,36,1.1782,3442039.0,566,16,4,-1902803.0,1902803.0
CHFJPY,55.0,1.5,5,48,1.0828,1722431.0,561,14,6,-1902803.0,2168966.0
CHFJPY,55.0,1.5,7,24,1.0684,1494535.0,578,1,13,-1902803.0,3827377.0
CHFJPY,55.0,1.5,7,36,1.0684,1494535.0,578,1,13,-1902803.0,3827377.0
CHFJPY,55.0,1.5,7,48,1.0684,1494535.0,578,1,13,-1902803.0,3827377.0
CHFJPY,55.0,2.0,3,24,0.9823,-339315.0,351,45,1,-1547900.0,1632745.0
CHFJPY,55.0,2.0,3,36,1.0368,665344.0,350,40,1,-1547900.0,1837646.0
CHFJPY,55.0,2.0,3,48,1.0206,377463.0,347,36,1,-1547900.0,1832069.0
CHFJPY,55.0,2.0,5,24,1.09,1656172.0,373,14,4,-1709801.0,1905552.0
CHFJPY,55.0,2.0,5,36,1.0968,1781095.0,375,11,6,-1709801.0,1945009.0
CHFJPY,55.0,2.0,5,48,1.053,1009094.0,372,10,7,-1709801.0,2456756.0
CHFJPY,55.0,2.0,7,24,0.9359,-1389076.0,377,1,13,-1711104.0,4068849.0
CHFJPY,55.0,2.0,7,36,0.9359,-1389076.0,377,1,13,-1711104.0,4068849.0
CHFJPY,55.0,2.0,7,48,0.9359,-1389076.0,377,1,13,-1711104.0,4068849.0
CHFJPY,55.0,2.5,3,24,1.1437,2070206.0,246,36,1,-1547900.0,1547900.0
CHFJPY,55.0,2.5,3,36,1.139,2002589.0,243,32,1,-1547900.0,1547900.0
CHFJPY,55.0,2.5,3,48,1.052,780541.0,235,31,1,-1547900.0,1613686.0
CHFJPY,55.0,2.5,5,24,1.0995,1613804.0,268,10,5,-1641101.0,2383051.0
CHFJPY,55.0,2.5,5,36,1.0014,25806.0,267,7,8,-1641101.0,2383051.0
CHFJPY,55.0,2.5,5,48,0.9784,-386682.0,261,5,9,-1655199.0,3211164.0
CHFJPY,55.0,2.5,7,24,0.9673,-625448.0,273,0,12,-1739497.0,3908745.0
CHFJPY,55.0,2.5,7,36,0.9673,-625448.0,273,0,12,-1739497.0,3908745.0
CHFJPY,55.0,2.5,7,48,0.9673,-625448.0,273,0,12,-1739497.0,3908745.0
CHFJPY,55.0,3.0,3,24,1.1758,2273347.0,189,29,1,-1551700.0,1551700.0
CHFJPY,55.0,3.0,3,36,1.0723,992134.0,182,27,1,-1551700.0,1551700.0
CHFJPY,55.0,3.0,3,48,1.0757,1039189.0,184,26,1,-1551700.0,1551700.0
CHFJPY,55.0,3.0,5,24,1.2182,2918184.0,203,6,5,-1607797.0,2327513.0
CHFJPY,55.0,3.0,5,36,1.142,1993245.0,202,3,7,-1607797.0,2564546.0
CHFJPY,55.0,3.0,5,48,1.0784,1160475.0,201,2,8,-1776898.0,2566049.0
CHFJPY,55.0,3.0,7,24,1.0145,229564.0,203,0,10,-1776898.0,3018115.0
CHFJPY,55.0,3.0,7,36,1.0145,229564.0,203,0,10,-1776898.0,3018115.0
CHFJPY,55.0,3.0,7,48,1.0145,229564.0,203,0,10,-1776898.0,3018115.0
CHFJPY,60.0,1.0,3,24,1.0107,147596.0,529,34,1,-1567101.0,1696626.0
CHFJPY,60.0,1.0,3,36,0.9817,-252380.0,519,28,1,-1567101.0,1733558.0
CHFJPY,60.0,1.0,3,48,1.0008,10084.0,507,27,1,-1567101.0,1770209.0
CHFJPY,60.0,1.0,5,24,0.8682,-2238078.0,567,17,3,-1646602.0,3434358.0
CHFJPY,60.0,1.0,5,36,0.8451,-2685741.0,563,13,5,-1646602.0,4313290.0
CHFJPY,60.0,1.0,5,48,0.7615,-4538567.0,556,11,7,-1646602.0,5955990.0
CHFJPY,60.0,1.0,7,24,0.8011,-3960927.0,606,5,9,-1694199.0,6589796.0
CHFJPY,60.0,1.0,7,36,0.7588,-5064253.0,605,2,12,-1694199.0,7507941.0
CHFJPY,60.0,1.0,7,48,0.7624,-4965548.0,605,2,12,-1694199.0,7473554.0
CHFJPY,60.0,1.5,3,24,0.9312,-822181.0,276,31,1,-1567101.0,1816351.0
CHFJPY,60.0,1.5,3,36,0.9715,-329318.0,282,25,1,-1567101.0,2044339.0
CHFJPY,60.0,1.5,3,48,0.8992,-1228839.0,275,23,1,-1567101.0,2393007.0
CHFJPY,60.0,1.5,5,24,0.8247,-2505115.0,296,12,3,-1567101.0,4244618.0
CHFJPY,60.0,1.5,5,36,0.911,-1136035.0,294,10,3,-1567101.0,3422048.0
CHFJPY,60.0,1.5,5,48,0.8065,-2756634.0,291,8,5,-1584706.0,4642606.0
CHFJPY,60.0,1.5,7,24,0.7574,-3956159.0,311,1,10,-1567503.0,5764329.0
CHFJPY,60.0,1.5,7,36,0.7366,-4442979.0,314,0,11,-1567503.0,6251149.0
CHFJPY,60.0,1.5,7,48,0.7366,-4442979.0,314,0,11,-1567503.0,6251149.0
CHFJPY,60.0,2.0,3,24,0.8178,-2210745.0,186,26,2,-1547900.0,3192172.0
CHFJPY,60.0,2.0,3,36,0.8652,-1589199.0,192,21,2,-1547900.0,3189340.0
CHFJPY,60.0,2.0,3,48,0.7484,-3348517.0,187,20,3,-1547900.0,4913559.0
CHFJPY,60.0,2.0,5,24,0.7754,-3210631.0,211,7,5,-1774800.0,5935071.0
CHFJPY,60.0,2.0,5,36,0.7486,-3692563.0,210,6,6,-1774800.0,6340106.0
