bh_cagr,bh_after_tax,req_best,req_l1,req_l2,premium_best
0.0,1.0,0.0,0.05270983201336543,0.09818627027452975,0.0
0.05,1.1243267031250002,0.05269705741199449,0.10457226399386688,0.14735368666477866,0.00269705741199449
0.1,1.2747295000000003,0.11054333011901385,0.1611510736534021,0.20059944563668797,0.010543330119013844
0.2,1.6697439999999997,0.2399445413536677,0.2865441367117061,0.3173502418925407,0.03994454135366768
0.3,2.2208185,0.38447206132235995,0.42496541235621943,0.44457707548170755,0.08447206132235996
0.4,2.970207999999999,0.5405485883741252,0.5728570375445983,0.5789892149436735,0.1405485883741252
0.5,3.9671874999999996,0.7051910103004572,0.7273854690369048,0.71810047920178,0.20519101030045717
0.7,6.939356499999999,1.0515716095024068,1.0485847860745454,1.0039908247490703,0.35157160950240685
