pair,entry_ts,exit_ts,direction,entry,exit,pnl_pips,pnl_r,exit_reason,bars_held
AUDUSD,2024-08-15 00:00:00,2024-08-16 12:00:00,-1,0.6621201038360596,0.6644630625732815,-24.629587372219007,-1.0000000000000129,SL,9
EURUSD,2024-08-16 04:00:00,2024-08-19 00:00:00,1,1.0987803936004639,1.104013765042605,51.33371442141088,3.000000000000033,TP,6
EURUSD,2024-08-22 12:00:00,2024-08-23 12:00:00,1,1.1118524074554443,1.1191202047795328,71.67797324088443,3.000000000000041,TP,6
EURUSD,2024-08-27 08:00:00,2024-08-28 04:00:00,1,1.1163206100463867,1.1163206100463867,-1.0,0.0,SL,5
EURUSD,2024-08-28 04:00:00,2024-08-28 08:00:00,1,1.116071343421936,1.1140688436862785,-21.024997356575813,-1.0000000000000497,SL,1
GBPUSD,2024-08-28 08:00:00,2024-08-28 16:00:00,1,1.3208295106887817,1.318068275367703,-29.112353210786367,-1.0000000000000375,SL,2
GBPUSD,2024-08-29 00:00:00,2024-08-29 08:00:00,1,1.3207248449325562,1.318146996125504,-27.27848807052252,-0.9999999999999728,SL,2
AUDUSD,2024-09-02 20:00:00,2024-09-03 00:00:00,1,0.6787207722663879,0.6770094315501692,-18.31340716218701,-1.0000000000000258,SL,1
EURUSD,2024-09-04 00:00:00,2024-09-05 08:00:00,1,1.1057054996490479,1.1107011369409467,48.95637291898891,2.9999999999999494,TP,8
AUDUSD,2024-09-06 00:00:00,2024-09-06 12:00:00,1,0.6730018258094788,0.6712474864679753,-18.743393415034856,-0.9999999999999865,SL,3
EURUSD,2024-09-06 20:00:00,2024-09-09 04:00:00,1,1.1088933944702148,1.1066842365245313,-23.091579456835486,-0.9999999999999819,SL,3
GBPUSD,2024-09-17 12:00:00,2024-09-18 12:00:00,1,1.316326379776001,1.3243568107370038,78.80430961002865,3.000000000000003,TP,6
EURUSD,2024-09-18 12:00:00,2024-09-18 16:00:00,1,1.1118524074554443,1.1170533997591718,51.00992303727503,3.0000000000000098,TP,1
GBPUSD,2024-09-18 16:00:00,2024-09-20 04:00:00,1,1.3188261985778809,1.331398429854333,124.22231276452239,3.0000000000000058,TP,9
AUDUSD,2024-09-18 16:00:00,2024-09-19 04:00:00,1,0.6748685240745544,0.6830701402763559,80.81616201801486,2.999999999999982,TP,3
EURUSD,2024-09-18 20:00:00,2024-09-19 00:00:00,1,1.1117286682128906,1.1091149733729997,-27.136948398909343,-1.0,SL,1
GBPUSD,2024-09-23 04:00:00,2024-09-24 04:00:00,1,1.326435923576355,1.3364477694684367,98.61845892081705,2.999999999999973,TP,6
AUDUSD,2024-09-23 04:00:00,2024-09-24 12:00:00,1,0.6807073950767517,0.687579790244919,67.52395168167288,2.9999999999999925,TP,8
AUDUSD,2024-09-26 00:00:00,2024-09-27 12:00:00,1,0.684729814529419,0.6922747365636921,74.24922034273149,2.999999999999985,TP,9
GBPUSD,2024-09-26 04:00:00,2024-10-01 04:00:00,1,1.3344898223876953,1.3344898223876953,-1.5,0.0,SL,19
EURUSD,2024-09-27 08:00:00,2024-09-30 12:00:00,1,1.1164453029632568,1.1164453029632568,-1.0,0.0,SL,8
AUDUSD,2024-10-01 04:00:00,2024-10-01 12:00:00,1,0.6909895539283752,0.6885959880662934,-25.135658620818365,-0.9999999999999826,SL,2
AUDUSD,2024-10-02 00:00:00,2024-10-02 04:00:00,1,0.6908462643623352,0.6880146246724603,-29.516396898748763,-1.0000000000000147,SL,1
AUDUSD,2024-10-02 04:00:00,2024-10-03 00:00:00,1,0.6898455023765564,0.6869377199838732,-30.27782392683189,-0.9999999999999996,SL,5
GBPUSD,2024-10-10 04:00:00,2024-10-10 12:00:00,1,1.3083012104034424,1.306120646448557,-23.305639548853062,-0.999999999999955,SL,2
AUDUSD,2024-10-10 12:00:00,2024-10-14 12:00:00,1,0.6732918620109558,0.6712497923015361,-21.620697094196693,-1.0000000000000053,SL,13
EURUSD,2024-10-18 16:00:00,2024-10-21 16:00:00,-1,1.08672034740448,1.081643286942337,49.77060462143068,3.0000000000000253,TP,7
GBPUSD,2024-10-24 08:00:00,2024-10-29 12:00:00,-1,1.2974207401275635,1.3002305633196747,-29.59823192111205,-0.9999999999999889,SL,19
EURUSD,2024-10-24 12:00:00,2024-10-24 16:00:00,-1,1.0808473825454712,1.0826310392688419,-18.836567233706635,-0.999999999999963,SL,1
EURUSD,2024-10-28 04:00:00,2024-10-28 12:00:00,-1,1.0807305574417114,1.0824245425215226,-17.93985079811222,-0.9999999999999474,SL,2
EURUSD,2024-10-29 00:00:00,2024-10-29 08:00:00,-1,1.0810810327529907,1.082594013829608,-16.12981076617237,-0.9999999999999271,SL,2
EURUSD,2024-10-29 16:00:00,2024-10-30 08:00:00,-1,1.0816657543182373,1.0836894315443275,-21.236772260902036,-0.9999999999999885,SL,4
AUDUSD,2024-10-30 12:00:00,2024-10-31 20:00:00,-1,0.6582584977149963,0.6582584977149963,-1.2,-0.0,SL,8
GBPUSD,2024-10-31 08:00:00,2024-10-31 12:00:00,-1,1.2978922128677368,1.2874712236485544,102.70989219182441,3.0000000000000098,TP,1
AUDUSD,2024-11-01 08:00:00,2024-11-01 12:00:00,-1,0.6569007635116577,0.6587614347959507,-19.80671284293014,-1.000000000000016,SL,1
GBPUSD,2024-11-01 12:00:00,2024-11-05 12:00:00,-1,1.2959243059158325,1.2998745253567268,-41.00219440894242,-1.0000000000000173,SL,12
AUDUSD,2024-11-01 12:00:00,2024-11-04 00:00:00,-1,0.6585446000099182,0.6585446000099182,-1.2,-0.0,SL,3
EURUSD,2024-11-04 20:00:00,2024-11-05 08:00:00,-1,1.0876659154891968,1.0899136029966132,-23.476875074164404,-1.0000000000000075,SL,3
AUDUSD,2024-11-04 20:00:00,2024-11-05 04:00:00,-1,0.6584969162940979,0.6606639704512756,-22.870541571776613,-1.0000000000000204,SL,2
AUDUSD,2024-11-06 16:00:00,2024-11-07 00:00:00,-1,0.6582065224647522,0.6618238324335959,-37.37309968843685,-0.9999999999999974,SL,2
EURUSD,2024-11-07 12:00:00,2024-11-11 08:00:00,-1,1.0814317464828491,1.0679927295857439,133.39016897105247,2.999999999999996,TP,11
GBPUSD,2024-11-08 12:00:00,2024-11-12 04:00:00,-1,1.2939456701278687,1.2815093447004042,122.86325427464422,2.9999999999999853,TP,10
EURUSD,2024-11-15 08:00:00,2024-11-18 16:00:00,-1,1.0579770803451538,1.0579770803451538,-1.0,-0.0,SL,8
GBPUSD,2024-11-18 16:00:00,2024-11-19 16:00:00,-1,1.2672985792160034,1.2672985792160034,-1.5,-0.0,SL,6
EURUSD,2024-11-19 08:00:00,2024-11-19 12:00:00,-1,1.0564124584197998,1.0596109519647134,-32.98493544913639,-1.0000000000000246,SL,1
EURUSD,2024-11-19 12:00:00,2024-11-21 16:00:00,-1,1.0588732957839966,1.0489893719910495,97.83923792947112,2.999999999999995,TP,13
GBPUSD,2024-11-19 16:00:00,2024-11-20 04:00:00,-1,1.2678449153900146,1.2710337419513824,-33.38826561367763,-1.0000000000000213,SL,3
GBPUSD,2024-11-20 08:00:00,2024-11-22 04:00:00,-1,1.2661913633346558,1.2568240431476854,92.17320186970396,3.0000000000000338,TP,11
AUDUSD,2024-11-20 20:00:00,2024-11-25 00:00:00,-1,0.651338517665863,0.651338517665863,-1.2,-0.0,SL,13
AUDUSD,2024-11-25 04:00:00,2024-11-26 12:00:00,-1,0.6507070064544678,0.6507070064544678,-1.2,-0.0,SL,8
EURUSD,2024-11-25 12:00:00,2024-11-26 12:00:00,-1,1.0490977764129639,1.0534690414180718,-44.71265005107983,-1.000000000000013,SL,6
EURUSD,2024-11-26 12:00:00,2024-11-27 08:00:00,-1,1.048327922821045,1.0528846403210714,-46.56717500026508,-1.000000000000006,SL,5
GBPUSD,2024-11-26 12:00:00,2024-11-27 08:00:00,-1,1.256502389907837,1.260721803929998,-43.69414022161194,-1.0000000000000209,SL,5
AUDUSD,2024-11-27 04:00:00,2024-11-29 00:00:00,-1,0.6487482190132141,0.6514485576779839,-28.20338664769819,-0.9999999999999909,SL,11
GBPUSD,2024-12-02 04:00:00,2024-12-02 08:00:00,-1,1.2683112621307373,1.2716303898812955,-34.691277505582036,-0.9999999999999702,SL,1
GBPUSD,2024-12-02 08:00:00,2024-12-04 16:00:00,-1,1.2711325883865356,1.2711325883865356,-1.5,-0.0,SL,14
AUDUSD,2024-12-03 08:00:00,2024-12-04 00:00:00,-1,0.6491061449050903,0.6423415574335485,66.4458747154185,2.9999999999999982,TP,4
EURUSD,2024-12-04 16:00:00,2024-12-05 12:00:00,-1,1.0516352653503418,1.0550499374876818,-35.146721373400354,-1.0000000000000022,SL,5
AUDUSD,2024-12-05 16:00:00,2024-12-06 16:00:00,-1,0.6453902721405029,0.6378038375619763,74.6643457852659,3.000000000000004,TP,6
EURUSD,2024-12-09 04:00:00,2024-12-09 16:00:00,-1,1.0566357374191284,1.0596348034111607,-30.99065992032257,-0.9999999999999951,SL,3
AUDUSD,2024-12-09 04:00:00,2024-12-09 08:00:00,-1,0.6423267722129822,0.6449224147551154,-27.156425421331807,-1.0000000000000135,SL,1
GBPUSD,2024-12-09 16:00:00,2024-12-12 04:00:00,-1,1.2752174139022827,1.2787289631360788,-36.615492337960404,-1.00000000000002,SL,15
EURUSD,2024-12-09 16:00:00,2024-12-12 20:00:00,-1,1.0557432174682617,1.0462276492887796,94.1556817948207,2.999999999999984,TP,19
AUDUSD,2024-12-12 08:00:00,2024-12-18 00:00:00,-1,0.6403483152389526,0.6329558494916868,72.7246574726582,3.0000000000000147,TP,22
EURUSD,2024-12-13 12:00:00,2024-12-16 00:00:00,-1,1.0492078065872192,1.052080512636449,-29.72706049229734,-1.0000000000000113,SL,3
EURUSD,2024-12-16 12:00:00,2024-12-18 16:00:00,-1,1.0508617162704468,1.042865155824404,78.965604460428,3.0000000000000147,TP,13
AUDUSD,2024-12-20 16:00:00,2024-12-27 16:00:00,-1,0.6268060207366943,0.621886670589447,47.99350147247314,1.9347180549811387,TimeExit,30
GBPUSD,2024-12-20 16:00:00,2024-12-30 00:00:00,-1,1.2599694728851318,1.2579882144927979,18.312583923339844,0.44161809708505273,TimeExit,30
EURUSD,2024-12-23 04:00:00,2024-12-27 12:00:00,-1,1.0415581464767456,1.044447549027847,-29.89402551101483,-0.9999999999999731,SL,24
AUDUSD,2024-12-30 16:00:00,2025-01-03 08:00:00,-1,0.6224479675292969,0.6224479675292969,-1.2,-0.0,SL,22
GBPUSD,2024-12-30 16:00:00,2025-01-02 12:00:00,-1,1.2545005083084106,1.2435228263758085,108.27681932602178,3.000000000000012,TP,13
EURUSD,2024-12-31 00:00:00,2025-01-02 08:00:00,-1,1.0411244630813599,1.0335516604626145,74.72802618745378,3.0000000000000395,TP,11
AUDUSD,2025-01-03 12:00:00,2025-01-06 00:00:00,-1,0.6205783486366272,0.6223907883697101,-19.32439733082871,-1.0000000000000195,SL,3
EURUSD,2025-01-06 00:00:00,2025-01-06 08:00:00,-1,1.0318852663040161,1.0342771573084517,-24.91891004435598,-1.0000000000000426,SL,2
GBPUSD,2025-01-06 04:00:00,2025-01-06 08:00:00,-1,1.2454074621200562,1.2481149071895803,-28.574450695241392,-1.0000000000000393,SL,1
AUDUSD,2025-01-07 16:00:00,2025-01-10 12:00:00,-1,0.6240288615226746,0.6166703294909327,72.38532031741859,2.9999999999999787,TP,17
EURUSD,2025-01-13 20:00:00,2025-01-14 16:00:00,-1,1.0266940593719482,1.0301908450295758,-35.96785657627566,-0.9999999999999797,SL,5
GBPUSD,2025-01-14 20:00:00,2025-01-15 12:00:00,-1,1.2210906744003296,1.2257325851176575,-47.9191071732789,-1.0000000000000235,SL,4
GBPUSD,2025-01-16 12:00:00,2025-01-20 12:00:00,-1,1.2234361171722412,1.2234361171722412,-1.5,-0.0,SL,12
AUDUSD,2025-01-17 04:00:00,2025-01-17 16:00:00,-1,0.6208673715591431,0.6208673715591431,-1.2,-0.0,SL,3
EURUSD,2025-01-17 08:00:00,2025-01-20 00:00:00,-1,1.0307153463363647,1.0307153463363647,-1.0,-0.0,SL,4
AUDUSD,2025-01-20 00:00:00,2025-01-20 12:00:00,-1,0.6218286752700806,0.6241526718041707,-24.439965340901,-0.9999999999999964,SL,3
GBPUSD,2025-01-21 08:00:00,2025-01-21 12:00:00,-1,1.2235260009765625,1.2288781439423486,-55.02142965786122,-1.0000000000000062,SL,1
AUDUSD,2025-01-21 12:00:00,2025-01-22 08:00:00,-1,0.625938892364502,0.629521843671687,-37.029513071850005,-1.000000000000009,SL,5
EURUSD,2025-01-23 04:00:00,2025-01-23 16:00:00,-1,1.0403661727905273,1.043174521238304,-29.08348447776554,-1.000000000000017,SL,3
GBPUSD,2025-01-23 04:00:00,2025-01-23 16:00:00,-1,1.2306480407714844,1.234306742164546,-38.0870139306157,-1.0000000000000042,SL,3
EURUSD,2025-01-23 20:00:00,2025-01-24 00:00:00,-1,1.041775107383728,1.0446938739717273,-30.187665879992775,-0.9999999999999987,SL,1
GBPUSD,2025-01-28 08:00:00,2025-01-30 12:00:00,-1,1.2427455186843872,1.2466220034273083,-40.264847429211265,-0.9999999999999808,SL,13
GBPUSD,2025-01-31 04:00:00,2025-01-31 16:00:00,-1,1.2435336112976074,1.2467363926272033,-33.52781329595838,-1.0000000000000162,SL,3
GBPUSD,2025-02-03 12:00:00,2025-02-04 12:00:00,-1,1.2409565448760986,1.2468464299201825,-60.39885044083831,-0.9999999999999905,SL,6
AUDUSD,2025-02-03 20:00:00,2025-02-04 16:00:00,-1,0.6217899918556213,0.6256795204651258,-40.09528609504422,-1.00000000000001,SL,5
EURUSD,2025-02-18 00:00:00,2025-02-18 16:00:00,1,1.0465724468231201,1.0444030536603879,-22.69393162732236,-1.0000000000000244,SL,4
AUDUSD,2025-02-18 16:00:00,2025-02-20 00:00:00,1,0.6349771022796631,0.6332946875251417,-18.024147545213552,-0.9999999999999857,SL,8
GBPUSD,2025-02-20 04:00:00,2025-02-20 16:00:00,1,1.2597472667694092,1.2668640464739556,69.66779704546383,3.0000000000000218,TP,3
EURUSD,2025-02-21 12:00:00,2025-02-24 00:00:00,1,1.0458062887191772,1.052826263650544,69.19974931366856,3.0000000000000067,TP,3
AUDUSD,2025-02-24 04:00:00,2025-02-24 12:00:00,1,0.6372186541557312,0.6352458863122966,-20.92767843434586,-0.9999999999999892,SL,2
EURUSD,2025-02-24 08:00:00,2025-02-27 00:00:00,1,1.0472300052642822,1.0472300052642822,-1.0,0.0,SL,16
GBPUSD,2025-02-24 16:00:00,2025-02-27 12:00:00,1,1.263296127319336,1.263296127319336,-1.5,0.0,SL,17
AUDUSD,2025-03-07 08:00:00,2025-03-10 16:00:00,1,0.6297228932380676,0.627128768075765,-27.141251623026182,-0.9999999999999971,SL,8
GBPUSD,2025-03-10 12:00:00,2025-03-10 16:00:00,1,1.2904224395751953,1.2868281495567866,-37.442900184087186,-1.0000000000000298,SL,1
GBPUSD,2025-03-10 16:00:00,2025-03-12 12:00:00,1,1.2877304553985596,1.2989018003949082,110.21344996348641,2.9999999999999796,TP,11
AUDUSD,2025-03-11 16:00:00,2025-03-13 12:00:00,1,0.6299808025360107,0.6273283578497839,-27.72444686226829,-1.0000000000000062,SL,11
EURUSD,2025-03-13 00:00:00,2025-03-13 08:00:00,1,1.0888501405715942,1.0859474991965474,-30.026413750468105,-0.999999999999988,SL,2
GBPUSD,2025-03-13 08:00:00,2025-03-20 00:00:00,1,1.2930086851119995,1.3012732049945015,81.14519882501986,2.999999999999964,TP,28
AUDUSD,2025-03-14 00:00:00,2025-03-17 08:00:00,1,0.6294058561325073,0.6352944905710035,57.68634438496187,3.0000000000000067,TP,8
EURUSD,2025-03-14 20:00:00,2025-03-19 04:00:00,1,1.088139295578003,1.088139295578003,-1.0,0.0,SL,14
EURUSD,2025-03-19 08:00:00,2025-03-19 12:00:00,1,1.0911074876785278,1.0883550318198034,-28.52455858724412,-1.0000000000000235,SL,1
EURUSD,2025-03-19 16:00:00,2025-03-20 04:00:00,1,1.0901559591293335,1.0869575234641458,-32.98435665187738,-0.9999999999999717,SL,3
AUDUSD,2025-03-19 16:00:00,2025-03-20 04:00:00,1,0.635206937789917,0.6330393712825757,-22.875665073412897,-0.9999999999999918,SL,3
GBPUSD,2025-03-26 00:00:00,2025-03-26 04:00:00,1,1.2936275005340576,1.2910773142193375,-27.001863147201487,-0.9999999999999795,SL,1
GBPUSD,2025-03-27 00:00:00,2025-03-31 12:00:00,1,1.2911722660064697,1.2911722660064697,-1.5,0.0,SL,16
EURUSD,2025-03-27 08:00:00,2025-03-31 12:00:00,1,1.0788650512695312,1.0788650512695312,-1.0,0.0,SL,14
AUDUSD,2025-03-28 12:00:00,2025-03-30 20:00:00,1,0.629917323589325,0.6280816464278699,-19.556771614550513,-0.9999999999999772,SL,3
EURUSD,2025-03-31 12:00:00,2025-04-02 20:00:00,1,1.0796804428100586,1.0877388892240685,79.58446414009879,3.00000000000003,TP,14
GBPUSD,2025-04-01 00:00:00,2025-04-01 04:00:00,1,1.293410062789917,1.2905589870906056,-30.010756993114228,-1.0000000000000109,SL,1
GBPUSD,2025-04-01 04:00:00,2025-04-02 20:00:00,1,1.2908389568328857,1.2996945675243863,87.05610691500537,2.9999999999999667,TP,10
GBPUSD,2025-04-04 04:00:00,2025-04-04 12:00:00,1,1.3006607294082642,1.2951380825956047,-56.7264681265946,-0.9999999999999827,SL,2
EURUSD,2025-04-04 16:00:00,2025-04-09 16:00:00,1,1.0948106050491333,1.0948106050491333,-1.0,0.0,SL,19
AUDUSD,2025-04-09 04:00:00,2025-04-09 16:00:00,-1,0.6025547981262207,0.6087573013510164,-63.22503224795653,-1.0000000000000069,SL,3
EURUSD,2025-04-09 20:00:00,2025-04-10 12:00:00,1,1.0954102277755737,1.1154148763924636,199.04648616889887,2.999999999999984,TP,4
EURUSD,2025-04-15 08:00:00,2025-04-15 16:00:00,1,1.1328877210617065,1.1271906508751315,-57.97070186575059,-1.000000000000019,SL,2
EURUSD,2025-04-17 00:00:00,2025-04-21 00:00:00,1,1.1367511749267578,1.1500478562319196,131.96681305161817,3.000000000000009,TP,13
GBPUSD,2025-04-17 00:00:00,2025-04-20 20:00:00,1,1.321457862854004,1.331416833385571,98.08970531567023,2.999999999999983,TP,12
AUDUSD,2025-04-17 04:00:00,2025-04-17 12:00:00,-1,0.6353159546852112,0.6379793559783541,-27.834012931429083,-1.0000000000000173,SL,2
