pair,method,trail_mult,atr_trail_mult,trail_start_mult,keep_tp,slope_exit_bars,div_exit_th,tight_mult,PF,win_rate,n_trades,max_dd,avg_win,avg_loss,real_rr
GBPJPY,combined,,0.75,0.0,False,2,,,2.999,0.583,60,1.438004,0.546933,0.255348,2.142
GBPJPY,atr_trail,,0.5,0.0,True,,,,2.883,0.629,62,1.448701,0.366241,0.215408,1.7
GBPJPY,fixed_trail,0.5,,,True,,,,2.841,0.567,60,1.048019,0.491442,0.226188,2.173
GBPJPY,combined,,1.0,0.0,False,2,,,2.799,0.517,60,1.438004,0.655263,0.250214,2.619
GBPJPY,combined,,1.0,0.0,False,3,,,2.767,0.517,60,1.621288,0.663957,0.256534,2.588
GBPJPY,atr_trail,,0.75,0.0,True,,,,2.712,0.583,60,1.068751,0.447899,0.231188,1.937
GBPJPY,combined,,0.75,0.0,True,3,,,2.712,0.583,60,1.068751,0.447899,0.231188,1.937
GBPJPY,combined,,0.75,0.0,True,5,,,2.712,0.583,60,1.068751,0.447899,0.231188,1.937
GBPJPY,atr_trail,,1.0,0.0,True,,,,2.699,0.517,60,1.141341,0.596421,0.236192,2.525
GBPJPY,combined,,1.0,0.0,True,5,,,2.699,0.517,60,1.141341,0.596421,0.236192,2.525
GBPJPY,fixed_trail,0.75,,,False,,,,2.64,0.517,58,1.146537,0.664198,0.269608,2.464
GBPJPY,fixed_trail,0.75,,,True,,,,2.508,0.517,58,1.146537,0.631222,0.269608,2.341
GBPJPY,combined,,1.0,0.0,True,2,,,2.503,0.517,60,1.438004,0.585919,0.250214,2.342
GBPJPY,combined,,0.75,0.0,True,2,,,2.489,0.583,60,1.438004,0.45398,0.255348,1.778
GBPJPY,combined,,1.0,0.0,True,3,,,2.485,0.517,60,1.621288,0.596421,0.256534,2.325
GBPJPY,atr_trail,,0.5,0.5,False,,,,2.32,0.695,59,1.591995,0.451604,0.443398,1.019
GBPJPY,atr_trail,,1.5,0.0,False,,,,2.278,0.481,54,1.514502,0.777671,0.317047,2.453
GBPJPY,combined,,1.5,0.0,False,5,,,2.278,0.481,54,1.514502,0.777671,0.317047,2.453
GBPJPY,atr_trail,,0.75,0.75,False,,,,2.23,0.655,58,1.62309,0.511903,0.436212,1.174
GBPJPY,combined,,0.75,0.75,False,5,,,2.23,0.655,58,1.62309,0.511903,0.436212,1.174
GBPJPY,combined,,1.5,0.0,False,2,,,2.207,0.481,54,1.514502,0.75444,0.317475,2.376
GBPJPY,combined,,1.5,0.0,False,3,,,2.175,0.481,54,1.84543,0.777671,0.332026,2.342
GBPJPY,atr_trail,,1.5,0.0,True,,,,2.171,0.482,56,1.42604,0.743941,0.319107,2.331
GBPJPY,combined,,1.5,0.0,True,5,,,2.171,0.482,56,1.42604,0.743941,0.319107,2.331
GBPJPY,combined,,1.5,0.0,True,2,,,2.133,0.482,56,1.438004,0.731883,0.31952,2.291
GBPJPY,combined,,0.75,0.75,False,2,,,2.132,0.638,58,1.62309,0.523676,0.432767,1.21
GBPJPY,atr_trail,,1.0,1.0,False,,,,2.116,0.607,56,1.591995,0.617937,0.451415,1.369
GBPJPY,combined,,1.0,1.0,False,5,,,2.116,0.607,56,1.591995,0.617937,0.451415,1.369
GBPJPY,combined,,0.75,0.75,False,3,,,2.109,0.655,58,1.62309,0.505531,0.455355,1.11
GBPJPY,combined,,1.5,1.5,False,3,,,2.105,0.566,53,1.887099,0.732975,0.454134,1.614
GBPJPY,fixed_trail,1.0,,,True,,,,2.09,0.474,57,1.408538,0.737981,0.317823,2.322
GBPJPY,fixed_trail,1.0,,,False,,,,2.085,0.473,55,1.408538,0.734149,0.315709,2.325
GBPJPY,combined,,1.5,0.0,True,3,,,2.076,0.482,56,1.84543,0.743941,0.333569,2.23
GBPJPY,combined,,1.5,1.5,False,2,,,2.047,0.547,53,1.887099,0.735802,0.43442,1.694
GBPJPY,combined,,1.0,1.0,False,3,,,2.029,0.607,56,1.591995,0.615353,0.468818,1.313
GBPJPY,combined,,1.5,1.5,True,3,,,2.025,0.564,55,1.769589,0.707265,0.451176,1.568
GBPJPY,combined,,1.0,1.0,False,2,,,2.002,0.589,56,1.591995,0.62441,0.447608,1.395
GBPJPY,combined,,1.5,1.5,True,2,,,1.994,0.545,55,1.769589,0.718421,0.432369,1.662
GBPJPY,atr_trail,,1.5,1.5,False,,,,1.985,0.547,53,2.068145,0.756629,0.460676,1.642
GBPJPY,combined,,1.5,1.5,False,5,,,1.985,0.547,53,2.068145,0.756629,0.460676,1.642
GBPJPY,atr_trail,,0.5,0.5,True,,,,1.955,0.695,59,1.591995,0.380557,0.443398,0.858
GBPJPY,atr_trail,,1.5,1.5,True,,,,1.913,0.545,55,2.068145,0.729274,0.457575,1.594
GBPJPY,combined,,1.5,1.5,True,5,,,1.913,0.545,55,2.068145,0.729274,0.457575,1.594
GBPJPY,atr_trail,,1.0,1.0,True,,,,1.911,0.607,56,1.591995,0.558222,0.451415,1.237
GBPJPY,combined,,1.0,1.0,True,5,,,1.911,0.607,56,1.591995,0.558222,0.451415,1.237
GBPJPY,atr_trail,,2.0,0.0,True,,,,1.864,0.482,56,2.068145,0.824982,0.412117,2.002
GBPJPY,atr_trail,,0.75,0.75,True,,,,1.857,0.655,58,1.62309,0.426289,0.436212,0.977
GBPJPY,combined,,0.75,0.75,True,5,,,1.857,0.655,58,1.62309,0.426289,0.436212,0.977
GBPJPY,combined,,1.0,1.0,True,3,,,1.832,0.607,56,1.591995,0.555638,0.468818,1.185
GBPJPY,fixed_trail,1.5,,,True,,,,1.799,0.473,55,2.095709,0.843763,0.420486,2.007
GBPJPY,combined,,1.0,1.0,True,2,,,1.799,0.589,56,1.591995,0.561185,0.447608,1.254
GBPJPY,atr_trail,,2.0,0.0,False,,,,1.776,0.481,54,2.158857,0.789988,0.413152,1.912
GBPJPY,combined,,0.75,0.75,True,2,,,1.774,0.638,58,1.62309,0.435748,0.432767,1.007
GBPJPY,combined,,0.75,0.75,True,3,,,1.752,0.655,58,1.62309,0.419916,0.455355,0.922
GBPJPY,atr_trail,,2.0,2.0,True,,,,1.706,0.491,55,2.092143,0.813788,0.459959,1.769
GBPJPY,atr_trail,,2.0,2.0,False,,,,1.625,0.491,53,2.518561,0.781103,0.462804,1.688
GBPJPY,fixed_trail,2.0,,,True,,,,1.557,0.418,55,2.639964,0.942121,0.435022,2.166
GBPJPY,fixed_trail,1.5,,,False,,,,1.532,0.472,53,2.534794,0.723596,0.42182,1.715
GBPJPY,slope_exit,,,,,3,,,1.528,0.436,55,2.87112,0.904824,0.458436,1.974
GBPJPY,slope_exit,,,,,2,,,1.494,0.418,55,2.87112,0.927966,0.446377,2.079
GBPJPY,baseline,,,,,,,,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,slope_exit,,,,,5,,,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,1.0,0.3,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,1.0,0.5,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,1.0,0.7,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,1.5,0.3,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,1.5,0.5,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,1.5,0.7,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,2.0,0.3,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,2.0,0.5,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,2.0,0.7,1.462,0.418,55,2.87112,0.942121,0.463208,2.034
GBPJPY,div_tighten,,,,,,0.5,0.7,1.323,0.418,55,2.87112,0.845487,0.459491,1.84
GBPJPY,div_tighten,,,,,,0.5,0.3,1.221,0.4,55,3.59921,0.808565,0.441628,1.831
GBPJPY,div_tighten,,,,,,0.5,0.5,1.199,0.4,55,3.908543,0.803867,0.447136,1.798
GBPJPY,fixed_trail,2.0,,,False,,,,1.162,0.423,52,4.838636,0.686854,0.433452,1.585
GBPJPY,slope_exit,,,,,1,,,1.047,0.529,70,1.940994,0.142189,0.152333,0.933
GBPUSD,atr_trail,,0.5,0.0,False,,,,3.161,0.555,263,0.007092,0.002336,0.000922,2.533
GBPUSD,fixed_trail,0.75,,,False,,,,2.99,0.542,253,0.007565,0.002686,0.001061,2.532
GBPUSD,fixed_trail,0.5,,,False,,,,2.936,0.545,264,0.007165,0.002293,0.000937,2.447
GBPUSD,atr_trail,,0.75,0.0,False,,,,2.851,0.535,254,0.006942,0.002583,0.001044,2.474
GBPUSD,combined,,0.75,0.0,False,2,,,2.851,0.535,254,0.006942,0.002583,0.001044,2.474
GBPUSD,combined,,0.75,0.0,False,3,,,2.851,0.535,254,0.006942,0.002583,0.001044,2.474
GBPUSD,combined,,0.75,0.0,False,5,,,2.851,0.535,254,0.006942,0.002583,0.001044,2.474
GBPUSD,atr_trail,,1.0,0.0,False,,,,2.813,0.508,246,0.009364,0.003129,0.001149,2.723
GBPUSD,combined,,1.0,0.0,False,2,,,2.813,0.508,246,0.009364,0.003129,0.001149,2.723
GBPUSD,combined,,1.0,0.0,False,3,,,2.813,0.508,246,0.009364,0.003129,0.001149,2.723
GBPUSD,combined,,1.0,0.0,False,5,,,2.813,0.508,246,0.009364,0.003129,0.001149,2.723
GBPUSD,atr_trail,,0.5,0.5,False,,,,2.637,0.637,245,0.009537,0.002268,0.001508,1.504
GBPUSD,fixed_trail,1.0,,,False,,,,2.571,0.474,247,0.009608,0.003179,0.001113,2.857
GBPUSD,atr_trail,,0.75,0.75,False,,,,2.569,0.603,239,0.009537,0.002556,0.001508,1.695
GBPUSD,combined,,0.75,0.75,False,2,,,2.569,0.603,239,0.009537,0.002556,0.001508,1.695
GBPUSD,combined,,0.75,0.75,False,3,,,2.569,0.603,239,0.009537,0.002556,0.001508,1.695
GBPUSD,combined,,0.75,0.75,False,5,,,2.569,0.603,239,0.009537,0.002556,0.001508,1.695
GBPUSD,atr_trail,,1.0,1.0,False,,,,2.507,0.553,235,0.010242,0.003085,0.001524,2.025
GBPUSD,combined,,1.0,1.0,False,2,,,2.507,0.553,235,0.010242,0.003085,0.001524,2.025
GBPUSD,combined,,1.0,1.0,False,3,,,2.507,0.553,235,0.010242,0.003085,0.001524,2.025
GBPUSD,combined,,1.0,1.0,False,5,,,2.507,0.553,235,0.010242,0.003085,0.001524,2.025
GBPUSD,atr_trail,,0.5,0.0,True,,,,2.445,0.562,265,0.007092,0.001754,0.000921,1.904
GBPUSD,fixed_trail,0.5,,,True,,,,2.309,0.553,266,0.007165,0.00175,0.000936,1.869
GBPUSD,atr_trail,,1.5,0.0,False,,,,2.267,0.434,228,0.014343,0.003628,0.001228,2.954
GBPUSD,combined,,1.5,0.0,False,3,,,2.267,0.434,228,0.014343,0.003628,0.001228,2.954
GBPUSD,combined,,1.5,0.0,False,5,,,2.267,0.434,228,0.014343,0.003628,0.001228,2.954
GBPUSD,combined,,1.5,0.0,False,2,,,2.255,0.434,228,0.014343,0.003608,0.001228,2.938
GBPUSD,fixed_trail,0.75,,,True,,,,2.228,0.549,255,0.008033,0.001942,0.001061,1.831
GBPUSD,atr_trail,,0.75,0.0,True,,,,2.131,0.543,256,0.007075,0.001873,0.001044,1.794
GBPUSD,combined,,0.75,0.0,True,2,,,2.131,0.543,256,0.007075,0.001873,0.001044,1.794
GBPUSD,combined,,0.75,0.0,True,3,,,2.131,0.543,256,0.007075,0.001873,0.001044,1.794
GBPUSD,combined,,0.75,0.0,True,5,,,2.131,0.543,256,0.007075,0.001873,0.001044,1.794
GBPUSD,fixed_trail,1.5,,,False,,,,2.118,0.415,229,0.0175,0.003853,0.001289,2.988
GBPUSD,atr_trail,,0.5,0.5,True,,,,2.065,0.644,247,0.009537,0.001729,0.001513,1.143
GBPUSD,fixed_trail,2.0,,,False,,,,2.049,0.37,208,0.021217,0.004768,0.001367,3.487
GBPUSD,atr_trail,,1.5,1.5,False,,,,1.989,0.469,224,0.018018,0.003457,0.001534,2.254
GBPUSD,combined,,1.5,1.5,False,3,,,1.989,0.469,224,0.018018,0.003457,0.001534,2.254
GBPUSD,combined,,1.5,1.5,False,5,,,1.989,0.469,224,0.018018,0.003457,0.001534,2.254
GBPUSD,atr_trail,,1.0,0.0,True,,,,1.981,0.522,249,0.008384,0.002068,0.00114,1.814
GBPUSD,combined,,1.0,0.0,True,2,,,1.981,0.522,249,0.008384,0.002068,0.00114,1.814
GBPUSD,combined,,1.0,0.0,True,3,,,1.981,0.522,249,0.008384,0.002068,0.00114,1.814
GBPUSD,combined,,1.0,0.0,True,5,,,1.981,0.522,249,0.008384,0.002068,0.00114,1.814
GBPUSD,combined,,1.5,1.5,False,2,,,1.978,0.469,224,0.018018,0.003438,0.001534,2.242
GBPUSD,div_tighten,,,,,,0.5,0.3,1.954,0.527,262,0.008953,0.001878,0.00107,1.755
GBPUSD,atr_trail,,0.75,0.75,True,,,,1.915,0.61,241,0.009537,0.001852,0.001513,1.224
GBPUSD,combined,,0.75,0.75,True,2,,,1.915,0.61,241,0.009537,0.001852,0.001513,1.224
GBPUSD,combined,,0.75,0.75,True,3,,,1.915,0.61,241,0.009537,0.001852,0.001513,1.224
GBPUSD,combined,,0.75,0.75,True,5,,,1.915,0.61,241,0.009537,0.001852,0.001513,1.224
GBPUSD,atr_trail,,2.0,0.0,False,,,,1.913,0.357,213,0.01943,0.004411,0.001279,3.449
GBPUSD,div_tighten,,,,,,0.5,0.5,1.819,0.502,257,0.009077,0.002021,0.001119,1.805
GBPUSD,fixed_trail,1.0,,,True,,,,1.817,0.482,249,0.009783,0.002174,0.001113,1.953
GBPUSD,div_tighten,,,,,,0.5,0.7,1.771,0.504,252,0.010483,0.002113,0.001212,1.743
GBPUSD,atr_trail,,1.0,1.0,True,,,,1.732,0.563,238,0.009537,0.002054,0.001528,1.344
GBPUSD,combined,,1.0,1.0,True,2,,,1.732,0.563,238,0.009537,0.002054,0.001528,1.344
GBPUSD,combined,,1.0,1.0,True,3,,,1.732,0.563,238,0.009537,0.002054,0.001528,1.344
GBPUSD,combined,,1.0,1.0,True,5,,,1.732,0.563,238,0.009537,0.002054,0.001528,1.344
GBPUSD,atr_trail,,2.0,2.0,False,,,,1.706,0.371,210,0.022264,0.00433,0.0015,2.887
GBPUSD,atr_trail,,1.5,0.0,True,,,,1.607,0.458,238,0.011184,0.002338,0.001229,1.902
GBPUSD,combined,,1.5,0.0,True,2,,,1.607,0.458,238,0.011184,0.002338,0.001229,1.902
GBPUSD,combined,,1.5,0.0,True,3,,,1.607,0.458,238,0.011184,0.002338,0.001229,1.902
GBPUSD,combined,,1.5,0.0,True,5,,,1.607,0.458,238,0.011184,0.002338,0.001229,1.902
GBPUSD,div_tighten,,,,,,1.0,0.3,1.504,0.463,244,0.015813,0.002329,0.001336,1.743
GBPUSD,div_tighten,,,,,,1.0,0.5,1.488,0.448,241,0.016265,0.002473,0.001349,1.833
GBPUSD,fixed_trail,1.5,,,True,,,,1.483,0.432,236,0.013157,0.002507,0.001287,1.948
GBPUSD,div_tighten,,,,,,1.0,0.7,1.464,0.452,239,0.015971,0.002487,0.0014,1.776
GBPUSD,atr_trail,,2.0,0.0,True,,,,1.455,0.409,232,0.013916,0.002756,0.001313,2.099
GBPUSD,atr_trail,,1.5,1.5,True,,,,1.44,0.491,234,0.013751,0.002292,0.001537,1.491
GBPUSD,combined,,1.5,1.5,True,2,,,1.44,0.491,234,0.013751,0.002292,0.001537,1.491
GBPUSD,combined,,1.5,1.5,True,3,,,1.44,0.491,234,0.013751,0.002292,0.001537,1.491
GBPUSD,combined,,1.5,1.5,True,5,,,1.44,0.491,234,0.013751,0.002292,0.001537,1.491
GBPUSD,fixed_trail,2.0,,,True,,,,1.422,0.403,231,0.015488,0.002881,0.001365,2.111
GBPUSD,slope_exit,,,,,1,,,1.413,0.578,301,0.014738,0.000892,0.000865,1.031
GBPUSD,atr_trail,,2.0,2.0,True,,,,1.343,0.424,229,0.01675,0.002768,0.001515,1.827
GBPUSD,baseline,,,,,,,,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,slope_exit,,,,,2,,,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,slope_exit,,,,,3,,,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,slope_exit,,,,,5,,,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,div_tighten,,,,,,1.5,0.3,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,div_tighten,,,,,,1.5,0.5,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,div_tighten,,,,,,1.5,0.7,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,div_tighten,,,,,,2.0,0.3,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,div_tighten,,,,,,2.0,0.5,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
GBPUSD,div_tighten,,,,,,2.0,0.7,1.341,0.412,228,0.018232,0.002885,0.00151,1.911
USDJPY,atr_trail,,0.5,0.0,False,,,,4.767,0.611,36,1.608681,1.092307,0.360072,3.034
USDJPY,combined,,0.75,0.0,False,3,,,4.67,0.588,34,1.829445,1.369838,0.419026,3.269
USDJPY,combined,,0.75,0.0,False,2,,,4.653,0.588,34,1.829445,1.368263,0.420046,3.257
USDJPY,atr_trail,,0.5,0.0,True,,,,4.441,0.611,36,1.608681,1.017587,0.360072,2.826
