sym,sessions,zone_tol_atr,sl_buf_atr,tp_mode,min_rr,body_filter,full_n,full_wr,full_pf,full_net_pips,full_max_dd_pips,full_avg_rr,full_sharpe,full_n_tp,full_n_sl,full_n_to,IS_n,IS_wr,IS_pf,IS_net_pips,IS_max_dd_pips,IS_avg_rr,IS_sharpe,IS_n_tp,IS_n_sl,IS_n_to,OOS_n,OOS_wr,OOS_pf,OOS_net_pips,OOS_max_dd_pips,OOS_avg_rr,OOS_sharpe,OOS_n_tp,OOS_n_sl,OOS_n_to
USDJPY,[13],0.05,0.05,rh_rl,0.8,False,523,0.3824,0.8389,-887.2562,1056.2152,4.4361,-0.997,60,268,195,289,0.3875,0.7752,-536.7194,706.6955,4.2296,-1.487,27,140,122,234,0.3761,0.8877,-350.5369,640.0927,4.6911,-0.7017,33,128,73
USDJPY,[13],0.05,0.05,rh_rl,1.2,True,426,0.3592,0.8141,-868.3207,1094.415,4.5791,-1.1615,34,225,167,235,0.3787,0.8356,-329.2761,553.148,4.4234,-1.0514,16,114,105,191,0.3351,0.7979,-539.0445,573.282,4.7706,-1.3023,18,111,62
USDJPY,[13],0.05,0.05,rh_rl,1.2,False,489,0.3661,0.8193,-952.2587,1160.8176,4.6732,-1.126,42,258,189,269,0.3755,0.7839,-484.4996,680.5757,4.468,-1.4172,17,133,119,220,0.3545,0.8456,-467.7591,615.0989,4.924,-0.982,25,125,70
USDJPY,[13],0.05,0.05,rh_rl,1.5,True,391,0.3504,0.8074,-823.3136,1064.0079,4.8665,-1.2224,26,209,156,216,0.3657,0.8171,-343.2494,570.6609,4.6915,-1.1889,10,107,99,175,0.3314,0.7998,-480.0642,495.847,5.0826,-1.3018,16,102,57
USDJPY,[13],0.05,0.05,rh_rl,1.5,False,449,0.363,0.8285,-817.9394,1129.0989,4.9686,-1.0755,34,239,176,246,0.3699,0.7787,-459.825,670.5011,4.7584,-1.4623,11,124,111,203,0.3547,0.8669,-358.1145,461.0978,5.2234,-0.8428,23,115,65
USDJPY,[13],0.05,0.05,mid,0.8,True,344,0.3953,0.7655,-856.4398,1114.2463,2.4355,-1.7177,69,180,95,184,0.4239,0.8879,-166.2197,424.0262,2.3728,-0.7587,38,88,58,160,0.3625,0.6819,-690.2201,706.3701,2.5077,-2.5441,31,92,37
USDJPY,[13],0.05,0.05,mid,0.8,False,394,0.401,0.7606,-978.7481,1219.8192,2.4904,-1.7638,78,206,110,212,0.4198,0.8631,-229.3035,470.3746,2.3872,-0.9383,43,103,66,182,0.3791,0.6896,-749.4445,765.5945,2.6107,-2.4887,35,103,44
USDJPY,[13],0.05,0.05,mid,1.2,True,280,0.3893,0.7904,-629.1361,836.5837,2.7666,-1.5161,48,153,79,145,0.4138,0.8819,-141.3976,348.8451,2.749,-0.8002,25,74,46,135,0.363,0.7297,-487.7386,515.1638,2.7854,-2.0988,23,79,33
USDJPY,[13],0.05,0.05,mid,1.2,False,323,0.3839,0.7594,-823.3482,1030.4958,2.8206,-1.777,50,179,94,170,0.4,0.8287,-237.5384,444.6859,2.7351,-1.1921,27,89,54,153,0.366,0.7122,-585.8098,637.7138,2.9156,-2.2804,23,90,40
USDJPY,[13],0.05,0.05,mid,1.5,True,234,0.3547,0.7751,-590.0298,758.9774,3.0496,-1.6301,29,136,69,125,0.376,0.8014,-220.4143,389.3618,2.9757,-1.3999,15,69,41,109,0.3303,0.7558,-369.6155,385.7655,3.1344,-1.8569,14,67,28
USDJPY,[13],0.05,0.05,mid,1.5,False,276,0.3587,0.7447,-767.8481,936.4956,3.0748,-1.8827,31,161,84,149,0.3758,0.7809,-277.1723,445.8198,2.9322,-1.5505,17,82,50,127,0.3386,0.7184,-490.6758,514.6798,3.2422,-2.2064,14,79,34
USDJPY,[13],0.05,0.05,half,0.8,True,488,0.3832,0.7893,-1103.641,1252.7904,2.0,-1.4885,95,242,151,272,0.3971,0.8341,-377.9659,535.8399,2.0,-1.126,51,124,97,216,0.3657,0.7549,-725.6751,783.4797,2.0,-1.8493,44,118,54
USDJPY,[13],0.05,0.05,half,0.8,False,560,0.3893,0.803,-1158.9052,1317.2546,2.0,-1.3754,111,278,171,312,0.391,0.7906,-536.5193,681.3589,2.0,-1.463,57,147,108,248,0.3871,0.8126,-622.3859,740.051,2.0,-1.3645,54,131,63
USDJPY,[13],0.05,0.05,half,1.2,True,488,0.3832,0.7893,-1103.641,1252.7904,2.0,-1.4885,95,242,151,272,0.3971,0.8341,-377.9659,535.8399,2.0,-1.126,51,124,97,216,0.3657,0.7549,-725.6751,783.4797,2.0,-1.8493,44,118,54
USDJPY,[13],0.05,0.05,half,1.2,False,560,0.3893,0.803,-1158.9052,1317.2546,2.0,-1.3754,111,278,171,312,0.391,0.7906,-536.5193,681.3589,2.0,-1.463,57,147,108,248,0.3871,0.8126,-622.3859,740.051,2.0,-1.3645,54,131,63
USDJPY,[13],0.05,0.05,half,1.5,True,488,0.3832,0.7893,-1103.641,1252.7904,2.0,-1.4885,95,242,151,272,0.3971,0.8341,-377.9659,535.8399,2.0,-1.126,51,124,97,216,0.3657,0.7549,-725.6751,783.4797,2.0,-1.8493,44,118,54
USDJPY,[13],0.05,0.05,half,1.5,False,560,0.3893,0.803,-1158.9052,1317.2546,2.0,-1.3754,111,278,171,312,0.391,0.7906,-536.5193,681.3589,2.0,-1.463,57,147,108,248,0.3871,0.8126,-622.3859,740.051,2.0,-1.3645,54,131,63
USDJPY,[13],0.05,0.1,rh_rl,0.8,True,445,0.4,0.8271,-906.082,1070.2946,3.3778,-1.0931,48,188,209,243,0.4115,0.8255,-390.2906,536.8136,3.3331,-1.1305,21,97,125,202,0.3861,0.8282,-515.7914,636.5481,3.4317,-1.1162,27,91,84
USDJPY,[13],0.05,0.1,rh_rl,0.8,False,510,0.4039,0.8185,-1078.4814,1220.3295,3.4295,-1.1536,58,217,235,279,0.4086,0.772,-574.5309,699.4893,3.3458,-1.519,24,114,141,231,0.3983,0.8528,-503.9505,727.9592,3.5305,-0.9553,34,103,94
USDJPY,[13],0.05,0.1,rh_rl,1.2,True,397,0.3829,0.8162,-868.7453,1068.5579,3.6656,-1.1782,32,171,194,220,0.3955,0.8352,-342.6392,537.4977,3.5771,-1.0639,13,90,117,177,0.3672,0.8013,-526.106,559.7957,3.7756,-1.3174,19,81,77
USDJPY,[13],0.05,0.1,rh_rl,1.2,False,457,0.3917,0.8269,-920.3203,1152.3297,3.7122,-1.1051,41,197,219,251,0.3944,0.7839,-502.1837,653.2422,3.6089,-1.4299,14,105,132,206,0.3883,0.8603,-418.1366,528.6926,3.8381,-0.9079,27,92,87
USDJPY,[13],0.05,0.1,rh_rl,1.5,True,362,0.3812,0.7858,-945.5435,1139.1561,3.8914,-1.3887,20,161,181,198,0.4091,0.8346,-307.9712,470.3942,3.8264,-1.0643,7,82,109,164,0.3476,0.7503,-637.5723,671.2619,3.9699,-1.698,13,79,72
USDJPY,[13],0.05,0.1,rh_rl,1.5,False,418,0.3923,0.7984,-1001.5583,1174.7479,3.9351,-1.2995,28,185,205,228,0.4123,0.7951,-427.0875,569.8875,3.8397,-1.3422,9,96,123,190,0.3684,0.8008,-574.4708,607.3604,4.0497,-1.3312,19,89,82
USDJPY,[13],0.05,0.1,mid,0.8,True,312,0.4199,0.7426,-956.6799,1191.0646,1.9563,-1.915,60,141,111,164,0.4573,0.8772,-177.4146,376.6598,1.9529,-0.8371,33,69,62,148,0.3784,0.6571,-779.2652,830.5549,1.9601,-2.8003,27,72,49
USDJPY,[13],0.05,0.1,mid,0.8,False,357,0.4174,0.7231,-1159.6724,1392.9572,1.9911,-2.0922,65,163,129,191,0.445,0.8337,-277.1948,476.14,1.9456,-1.1629,37,83,71,166,0.3855,0.65,-882.4776,932.9672,2.0435,-2.8936,28,80,58
USDJPY,[13],0.05,0.1,mid,1.2,True,224,0.4062,0.7907,-576.1598,714.4549,2.3318,-1.5145,31,106,87,123,0.4228,0.7923,-250.3318,388.6269,2.2759,-1.4869,17,57,49,101,0.3861,0.7894,-325.828,341.978,2.3998,-1.5848,14,49,38
USDJPY,[13],0.05,0.1,mid,1.2,False,266,0.406,0.7563,-773.4187,911.4138,2.3299,-1.8008,34,128,104,148,0.4122,0.7402,-369.662,507.6571,2.2269,-1.9158,19,71,58,118,0.3983,0.7694,-403.7567,428.5408,2.4591,-1.7628,15,57,46
USDJPY,[13],0.05,0.1,mid,1.5,True,174,0.4425,0.9314,-136.1849,396.0883,2.6084,-0.4566,22,78,74,93,0.4731,0.9675,-27.5426,215.3954,2.5664,-0.2089,13,40,40,81,0.4074,0.9045,-108.6424,242.849,2.6566,-0.6672,9,38,34
USDJPY,[13],0.05,0.1,mid,1.5,False,204,0.4412,0.8778,-278.4722,494.384,2.6249,-0.8361,22,95,87,110,0.4545,0.8711,-129.0803,336.6486,2.5292,-0.8684,13,51,46,94,0.4255,0.8831,-149.3919,336.4834,2.7368,-0.8287,9,44,41
USDJPY,[13],0.05,0.1,half,0.8,True,488,0.3975,0.7639,-1360.0107,1537.9901,2.0,-1.6685,67,201,220,272,0.4118,0.796,-502.4089,660.6418,2.0,-1.4026,33,104,135,216,0.3796,0.7399,-857.6018,978.6014,2.0,-1.9552,34,97,85
USDJPY,[13],0.05,0.1,half,0.8,False,560,0.3964,0.7611,-1563.6003,1740.7797,2.0,-1.6774,76,234,250,312,0.4006,0.7361,-739.7717,881.489,2.0,-1.8889,36,125,151,248,0.3911,0.7798,-823.8287,996.8665,2.0,-1.6048,40,109,99
USDJPY,[13],0.05,0.1,half,1.2,True,488,0.3975,0.7639,-1360.0107,1537.9901,2.0,-1.6685,67,201,220,272,0.4118,0.796,-502.4089,660.6418,2.0,-1.4026,33,104,135,216,0.3796,0.7399,-857.6018,978.6014,2.0,-1.9552,34,97,85
USDJPY,[13],0.05,0.1,half,1.2,False,560,0.3964,0.7611,-1563.6003,1740.7797,2.0,-1.6774,76,234,250,312,0.4006,0.7361,-739.7717,881.489,2.0,-1.8889,36,125,151,248,0.3911,0.7798,-823.8287,996.8665,2.0,-1.6048,40,109,99
USDJPY,[13],0.05,0.1,half,1.5,True,488,0.3975,0.7639,-1360.0107,1537.9901,2.0,-1.6685,67,201,220,272,0.4118,0.796,-502.4089,660.6418,2.0,-1.4026,33,104,135,216,0.3796,0.7399,-857.6018,978.6014,2.0,-1.9552,34,97,85
USDJPY,[13],0.05,0.1,half,1.5,False,560,0.3964,0.7611,-1563.6003,1740.7797,2.0,-1.6774,76,234,250,312,0.4006,0.7361,-739.7717,881.489,2.0,-1.8889,36,125,151,248,0.3911,0.7798,-823.8287,996.8665,2.0,-1.6048,40,109,99
USDJPY,[13],0.05,0.15,rh_rl,0.8,True,425,0.4071,0.7938,-1123.3776,1263.635,2.8479,-1.3396,40,151,234,233,0.4249,0.8337,-380.1433,486.7819,2.8221,-1.083,18,78,137,192,0.3854,0.7651,-743.2343,779.3531,2.8792,-1.597,22,73,97
USDJPY,[13],0.05,0.15,rh_rl,0.8,False,485,0.4144,0.7948,-1257.4413,1411.7987,2.8902,-1.3321,47,174,264,265,0.4189,0.7806,-560.7617,682.3003,2.8453,-1.4668,18,91,156,220,0.4091,0.8049,-696.6796,731.9984,2.9442,-1.3081,29,83,108
USDJPY,[13],0.05,0.15,rh_rl,1.2,True,368,0.4076,0.7896,-1000.0806,1186.9643,3.1336,-1.3791,25,134,209,201,0.4378,0.8743,-244.2757,402.8476,3.1099,-0.7982,9,67,125,167,0.3713,0.731,-755.8049,791.9237,3.1621,-1.8845,16,67,84
USDJPY,[13],0.05,0.15,rh_rl,1.2,False,422,0.4194,0.7957,-1086.9738,1274.7312,3.17,-1.3325,31,154,237,230,0.4391,0.8298,-368.9887,523.9273,3.1241,-1.1013,10,78,142,192,0.3958,0.7722,-717.9851,753.3039,3.225,-1.5687,21,76,95
USDJPY,[13],0.05,0.15,rh_rl,1.5,True,338,0.4053,0.7879,-938.5311,1128.4648,3.2921,-1.384,19,126,193,183,0.4372,0.8805,-217.2657,373.5806,3.2843,-0.758,7,63,113,155,0.3677,0.7234,-721.2654,757.3842,3.3013,-1.9185,12,63,80
USDJPY,[13],0.05,0.15,rh_rl,1.5,False,385,0.4078,0.7603,-1189.3264,1388.807,3.3455,-1.5878,20,146,219,210,0.4286,0.813,-385.6056,552.2674,3.2944,-1.2263,7,75,128,175,0.3829,0.7229,-803.7208,839.0396,3.4069,-1.9332,13,71,91
USDJPY,[13],0.05,0.15,mid,0.8,True,279,0.4409,0.7587,-852.9306,1033.2962,1.6842,-1.7767,49,102,128,148,0.4865,0.9195,-109.4463,281.9931,1.6868,-0.5309,29,50,69,131,0.3893,0.6581,-743.4843,767.4531,1.6812,-2.808,20,52,59
USDJPY,[13],0.05,0.15,mid,0.8,False,323,0.4365,0.7223,-1121.3674,1306.433,1.6983,-2.094,52,122,149,173,0.4624,0.8337,-267.6862,445.733,1.6735,-1.1522,31,62,80,150,0.4067,0.6485,-853.6812,883.1021,1.7268,-2.9113,21,60,69
USDJPY,[13],0.05,0.15,mid,1.2,True,188,0.4628,0.893,-245.9255,560.2309,2.028,-0.7222,25,66,97,102,0.5,0.9816,-17.9706,283.4459,2.0008,-0.1181,15,35,52,86,0.4186,0.8278,-227.9549,263.0847,2.0601,-1.2413,10,31,45
USDJPY,[13],0.05,0.15,mid,1.2,False,219,0.4703,0.8531,-384.0761,660.8593,2.0379,-1.0132,25,82,112,119,0.4874,0.886,-130.4622,404.0106,1.9792,-0.7653,15,45,59,100,0.45,0.8275,-253.6139,267.8155,2.1077,-1.2454,10,37,53
USDJPY,[13],0.05,0.15,mid,1.5,True,128,0.4922,1.0049,7.1464,450.9404,2.3456,0.0313,11,45,72,69,0.4783,0.7977,-153.876,313.7551,2.3141,-1.4419,5,28,36,59,0.5085,1.2355,161.0224,213.816,2.3824,1.3463,6,17,36
USDJPY,[13],0.05,0.15,mid,1.5,False,151,0.5099,1.0156,25.4233,485.9576,2.3484,0.0984,13,55,83,82,0.4878,0.8434,-134.8038,349.3087,2.2681,-1.0873,7,34,41,69,0.5362,1.2079,160.2271,231.716,2.4438,1.2064,6,21,42
USDJPY,[13],0.05,0.15,half,0.8,True,488,0.4098,0.7648,-1452.7391,1600.0592,2.0,-1.622,48,167,273,272,0.4265,0.8231,-456.523,601.3808,2.0,-1.172,25,86,161,216,0.3889,0.7231,-996.2161,1110.6405,2.0,-2.0574,23,81,112
USDJPY,[13],0.05,0.15,half,0.8,False,560,0.4143,0.7824,-1521.5276,1678.8652,2.0,-1.4717,58,195,307,312,0.4199,0.7816,-639.6982,753.7156,2.0,-1.4912,28,103,181,248,0.4073,0.7829,-881.8294,1048.3072,2.0,-1.5404,30,92,126
USDJPY,[13],0.05,0.15,half,1.2,True,488,0.4098,0.7648,-1452.7391,1600.0592,2.0,-1.622,48,167,273,272,0.4265,0.8231,-456.523,601.3808,2.0,-1.172,25,86,161,216,0.3889,0.7231,-996.2161,1110.6405,2.0,-2.0574,23,81,112
USDJPY,[13],0.05,0.15,half,1.2,False,560,0.4143,0.7824,-1521.5276,1678.8652,2.0,-1.4717,58,195,307,312,0.4199,0.7816,-639.6982,753.7156,2.0,-1.4912,28,103,181,248,0.4073,0.7829,-881.8294,1048.3072,2.0,-1.5404,30,92,126
USDJPY,[13],0.05,0.15,half,1.5,True,488,0.4098,0.7648,-1452.7391,1600.0592,2.0,-1.622,48,167,273,272,0.4265,0.8231,-456.523,601.3808,2.0,-1.172,25,86,161,216,0.3889,0.7231,-996.2161,1110.6405,2.0,-2.0574,23,81,112
USDJPY,[13],0.05,0.15,half,1.5,False,560,0.4143,0.7824,-1521.5276,1678.8652,2.0,-1.4717,58,195,307,312,0.4199,0.7816,-639.6982,753.7156,2.0,-1.4912,28,103,181,248,0.4073,0.7829,-881.8294,1048.3072,2.0,-1.5404,30,92,126
USDJPY,[13],0.1,0.05,rh_rl,0.8,True,650,0.3831,0.9485,-339.8711,844.5471,4.4291,-0.2946,75,336,239,366,0.3743,0.8222,-540.4103,706.3436,4.3664,-1.1701,36,186,144,284,0.3944,1.0563,200.5392,378.6656,4.5099,0.3108,39,150,95
USDJPY,[13],0.1,0.05,rh_rl,0.8,False,743,0.3849,0.9408,-437.0552,895.5953,4.5167,-0.3402,87,384,272,424,0.3726,0.8162,-631.7513,795.1297,4.3693,-1.2036,44,218,162,319,0.4013,1.0494,194.696,459.3682,4.7127,0.2749,43,166,110
USDJPY,[13],0.1,0.05,rh_rl,1.2,True,609,0.3727,0.9467,-333.4309,820.3876,4.659,-0.3034,56,321,232,340,0.3706,0.8483,-426.9954,616.3466,4.6238,-0.9783,26,174,140,269,0.3755,1.0272,93.5645,396.4656,4.7036,0.1511,30,147,92
USDJPY,[13],0.1,0.05,rh_rl,1.2,False,700,0.3729,0.9345,-461.8165,894.8707,4.7318,-0.3758,66,370,264,397,0.3652,0.8301,-547.9378,737.4163,4.5977,-1.0981,32,207,158,303,0.3828,1.0225,86.1213,457.0904,4.9075,0.1264,34,163,106
USDJPY,[13],0.1,0.05,rh_rl,1.5,True,565,0.3628,0.9297,-407.0463,1024.6467,4.9154,-0.404,42,302,221,319,0.3574,0.8184,-487.9686,672.7428,4.8375,-1.1932,18,167,134,246,0.3699,1.0261,80.9223,473.9049,5.0163,0.1446,24,135,87
USDJPY,[13],0.1,0.05,rh_rl,1.5,False,652,0.365,0.9331,-436.024,1000.6553,4.9797,-0.3854,51,350,251,371,0.3531,0.8048,-600.7225,804.8009,4.8237,-1.2838,22,199,150,281,0.3808,1.0479,164.6985,426.6344,5.1855,0.2651,29,151,101
USDJPY,[13],0.1,0.05,mid,0.8,True,495,0.4,0.8672,-654.0579,875.238,2.4413,-0.8876,110,261,124,273,0.3993,0.8262,-384.7809,607.061,2.4345,-1.24,57,142,74,222,0.4009,0.9006,-269.277,450.3319,2.4496,-0.6614,53,119,50
USDJPY,[13],0.1,0.05,mid,0.8,False,574,0.399,0.8682,-735.8627,942.3471,2.4656,-0.8818,126,303,145,321,0.3925,0.8007,-512.2376,719.822,2.4084,-1.4463,67,170,84,253,0.4071,0.9258,-223.625,482.5259,2.5382,-0.4896,59,133,61
USDJPY,[13],0.1,0.05,mid,1.2,True,406,0.3892,0.8948,-430.171,727.9207,2.7605,-0.6893,75,223,108,220,0.3773,0.774,-417.5431,577.7143,2.7864,-1.6579,35,122,63,186,0.4032,0.9944,-12.6279,349.7647,2.7299,-0.0357,40,101,45
USDJPY,[13],0.1,0.05,mid,1.2,False,474,0.3861,0.8815,-556.7756,838.3147,2.7761,-0.7827,83,262,129,259,0.3668,0.7477,-540.3994,730.3706,2.7489,-1.8805,39,146,74,215,0.4093,0.9936,-16.3761,423.6138,2.8088,-0.0408,44,116,55
USDJPY,[13],0.1,0.05,mid,1.5,True,334,0.3563,0.8801,-418.7172,768.2964,3.0679,-0.7798,45,193,96,185,0.3459,0.7259,-442.2561,604.2913,3.0598,-2.0393,20,108,57,149,0.3691,1.0125,23.5389,299.2805,3.078,0.0781,25,85,39
USDJPY,[13],0.1,0.05,mid,1.5,False,398,0.3568,0.8456,-629.9561,855.8926,3.0515,-1.0233,50,232,116,222,0.3423,0.7019,-561.3511,753.1863,2.9835,-2.2506,23,130,69,176,0.375,0.9688,-68.605,372.5275,3.1372,-0.1993,27,102,47
USDJPY,[13],0.1,0.05,half,0.8,True,694,0.3847,0.8545,-1036.747,1141.5531,2.0,-0.9854,148,351,195,394,0.3782,0.8049,-638.6389,751.7657,2.0,-1.364,77,193,124,300,0.3933,0.8966,-398.1081,556.905,2.0,-0.7123,71,158,71
USDJPY,[13],0.1,0.05,half,0.8,False,792,0.3864,0.8483,-1203.6023,1333.4008,2.0,-1.0336,170,402,220,455,0.3736,0.7872,-787.6838,922.6245,2.0,-1.5087,90,229,136,337,0.4036,0.9017,-415.9185,704.8335,2.0,-0.6784,80,173,84
USDJPY,[13],0.1,0.05,half,1.2,True,694,0.3847,0.8545,-1036.747,1141.5531,2.0,-0.9854,148,351,195,394,0.3782,0.8049,-638.6389,751.7657,2.0,-1.364,77,193,124,300,0.3933,0.8966,-398.1081,556.905,2.0,-0.7123,71,158,71
USDJPY,[13],0.1,0.05,half,1.2,False,792,0.3864,0.8483,-1203.6023,1333.4008,2.0,-1.0336,170,402,220,455,0.3736,0.7872,-787.6838,922.6245,2.0,-1.5087,90,229,136,337,0.4036,0.9017,-415.9185,704.8335,2.0,-0.6784,80,173,84
USDJPY,[13],0.1,0.05,half,1.5,True,694,0.3847,0.8545,-1036.747,1141.5531,2.0,-0.9854,148,351,195,394,0.3782,0.8049,-638.6389,751.7657,2.0,-1.364,77,193,124,300,0.3933,0.8966,-398.1081,556.905,2.0,-0.7123,71,158,71
USDJPY,[13],0.1,0.05,half,1.5,False,792,0.3864,0.8483,-1203.6023,1333.4008,2.0,-1.0336,170,402,220,455,0.3736,0.7872,-787.6838,922.6245,2.0,-1.5087,90,229,136,337,0.4036,0.9017,-415.9185,704.8335,2.0,-0.6784,80,173,84
USDJPY,[13],0.1,0.1,rh_rl,0.8,True,630,0.4111,0.9399,-421.9559,830.5046,3.4458,-0.3529,72,271,287,350,0.4114,0.8682,-411.5853,594.1971,3.4653,-0.8541,34,150,166,280,0.4107,0.9973,-10.3706,446.9761,3.4215,-0.0154,38,121,121
USDJPY,[13],0.1,0.1,rh_rl,0.8,False,722,0.4114,0.9175,-655.8412,912.1177,3.4912,-0.491,83,316,323,408,0.4093,0.8433,-562.8854,759.4509,3.4428,-1.0242,41,180,187,314,0.414,0.9787,-92.9559,645.7539,3.5542,-0.126,42,136,136
USDJPY,[13],0.1,0.1,rh_rl,1.2,True,572,0.3951,0.9279,-462.3868,1017.7216,3.6934,-0.4259,50,251,271,324,0.3951,0.8603,-413.5566,571.7317,3.6636,-0.9088,23,143,158,248,0.3952,0.9859,-48.8303,575.9034,3.7324,-0.0821,27,108,113
USDJPY,[13],0.1,0.1,rh_rl,1.2,False,661,0.3994,0.9248,-546.5562,983.1975,3.7212,-0.4474,61,295,305,376,0.3936,0.8345,-563.9794,720.6449,3.6512,-1.088,27,172,177,285,0.407,1.0045,17.4232,479.9838,3.8136,0.0262,34,123,128
USDJPY,[13],0.1,0.1,rh_rl,1.5,True,522,0.3889,0.8987,-604.6759,980.794,3.9195,-0.6017,31,237,254,296,0.402,0.8543,-395.2712,583.4575,3.8831,-0.9484,15,134,147,226,0.3717,0.9357,-209.4048,503.15,3.967,-0.3788,16,103,107
USDJPY,[13],0.1,0.1,rh_rl,1.5,False,605,0.3934,0.8957,-707.9763,943.0008,3.9425,-0.6245,40,278,287,345,0.4,0.8344,-519.957,705.1338,3.8592,-1.0874,19,161,165,260,0.3846,0.9485,-188.0192,565.2418,4.0531,-0.3046,21,117,122
USDJPY,[13],0.1,0.1,mid,0.8,True,448,0.4196,0.8341,-839.4665,1004.2133,1.9596,-1.1445,94,206,148,245,0.4286,0.8176,-402.3672,544.0671,1.9848,-1.3187,49,113,83,203,0.4089,0.8468,-437.0993,536.2165,1.9291,-1.069,45,93,65
USDJPY,[13],0.1,0.1,mid,0.8,False,523,0.4168,0.8176,-1066.6205,1215.239,1.9627,-1.2751,106,245,172,290,0.4172,0.7716,-601.4361,728.6077,1.9507,-1.708,56,139,95,233,0.4163,0.8553,-465.1844,635.788,1.9776,-1.0085,50,106,77
USDJPY,[13],0.1,0.1,mid,1.2,True,320,0.4062,0.9078,-335.3731,799.5402,2.3444,-0.6021,49,151,120,181,0.3978,0.7699,-395.3518,560.8053,2.3369,-1.6974,24,90,67,139,0.4173,1.0313,59.9787,338.4247,2.3543,0.1964,25,61,53
USDJPY,[13],0.1,0.1,mid,1.2,False,383,0.4073,0.8736,-538.6386,896.6559,2.3174,-0.8415,56,185,142,219,0.3927,0.7279,-556.9413,729.4685,2.2677,-2.061,27,111,81,164,0.4268,1.0083,18.3027,352.1469,2.3839,0.0527,29,74,61
USDJPY,[13],0.1,0.1,mid,1.5,True,256,0.4297,1.036,98.0893,531.6189,2.5894,0.2164,36,116,104,145,0.4276,0.8715,-167.0314,405.722,2.5756,-0.8838,18,69,58,111,0.4324,1.1857,265.1207,251.1375,2.6075,1.0667,18,47,46
USDJPY,[13],0.1,0.1,mid,1.5,False,299,0.4314,1.0016,5.1141,600.2953,2.5893,0.01,39,139,121,170,0.4235,0.8236,-264.7337,526.8789,2.5337,-1.2438,19,83,68,129,0.4419,1.1649,269.8478,284.5628,2.6626,0.9618,20,56,53
USDJPY,[13],0.1,0.1,half,0.8,True,694,0.4035,0.8411,-1248.4375,1362.4591,2.0,-1.0702,103,295,296,394,0.401,0.8065,-684.6177,773.37,2.0,-1.336,50,165,179,300,0.4067,0.8695,-563.8198,725.9171,2.0,-0.9036,53,130,117
USDJPY,[13],0.1,0.1,half,0.8,False,792,0.4028,0.8345,-1460.2272,1603.8337,2.0,-1.1146,117,344,331,455,0.3956,0.7756,-908.9772,1028.9144,2.0,-1.5811,58,199,198,337,0.4125,0.8845,-551.25,935.3939,2.0,-0.7903,59,145,133
USDJPY,[13],0.1,0.1,half,1.2,True,694,0.4035,0.8411,-1248.4375,1362.4591,2.0,-1.0702,103,295,296,394,0.401,0.8065,-684.6177,773.37,2.0,-1.336,50,165,179,300,0.4067,0.8695,-563.8198,725.9171,2.0,-0.9036,53,130,117
USDJPY,[13],0.1,0.1,half,1.2,False,792,0.4028,0.8345,-1460.2272,1603.8337,2.0,-1.1146,117,344,331,455,0.3956,0.7756,-908.9772,1028.9144,2.0,-1.5811,58,199,198,337,0.4125,0.8845,-551.25,935.3939,2.0,-0.7903,59,145,133
USDJPY,[13],0.1,0.1,half,1.5,True,694,0.4035,0.8411,-1248.4375,1362.4591,2.0,-1.0702,103,295,296,394,0.401,0.8065,-684.6177,773.37,2.0,-1.336,50,165,179,300,0.4067,0.8695,-563.8198,725.9171,2.0,-0.9036,53,130,117
USDJPY,[13],0.1,0.1,half,1.5,False,792,0.4028,0.8345,-1460.2272,1603.8337,2.0,-1.1146,117,344,331,455,0.3956,0.7756,-908.9772,1028.9144,2.0,-1.5811,58,199,198,337,0.4125,0.8845,-551.25,935.3939,2.0,-0.7903,59,145,133
USDJPY,[13],0.1,0.15,rh_rl,0.8,True,607,0.4217,0.902,-716.2941,1052.8568,2.8766,-0.592,63,217,327,338,0.429,0.8663,-426.5166,666.4062,2.9026,-0.871,29,120,189,269,0.4126,0.9296,-289.7775,569.2903,2.8439,-0.4277,34,97,138
USDJPY,[13],0.1,0.15,rh_rl,0.8,False,695,0.4245,0.8893,-913.4552,1265.7409,2.9081,-0.6745,70,256,369,392,0.4235,0.8461,-561.9399,899.5958,2.8892,-1.01,32,145,215,303,0.4257,0.9236,-351.5154,726.2214,2.9326,-0.469,38,111,154
USDJPY,[13],0.1,0.15,rh_rl,1.2,True,528,0.4148,0.8864,-727.715,1135.5392,3.1556,-0.6892,36,196,296,300,0.4367,0.8859,-322.3533,636.9099,3.1407,-0.7342,17,109,174,228,0.386,0.8867,-405.3617,601.0645,3.1752,-0.6993,19,87,122
USDJPY,[13],0.1,0.15,rh_rl,1.2,False,612,0.4232,0.8927,-775.9255,1196.078,3.164,-0.6506,44,231,337,350,0.4343,0.8729,-411.4911,817.0139,3.1132,-0.8193,20,131,199,262,0.4084,0.9088,-364.4344,553.6221,3.2319,-0.5615,24,100,138
USDJPY,[13],0.1,0.15,rh_rl,1.5,True,486,0.4136,0.8941,-632.7667,1084.0755,3.3114,-0.6368,28,183,275,270,0.4333,0.8927,-279.7445,585.4462,3.3393,-0.6879,13,100,157,216,0.3889,0.8953,-353.0222,672.4645,3.2764,-0.6366,15,83,118
