pair,sizing_mode,n,z_in,z_tp,z_stop,max_hold,is_pf,is_n,is_net,is_dd,oos_pf,oos_n,oos_net,oos_dd,oos_wr,oos_avglot,wfo_min
AUDCAD,zscale,20,2.5,1.0,4.0,48,0.8039970662658433,1110,-2102.825546871711,2156.88016327757,0.90597427508733,749,-599.6966238302953,1086.5732900238302,0.5180240320427236,1.383270501201661,0.7418924244028976
AUDCAD,voladj,20,2.5,1.0,4.0,48,0.8181052062319445,1110,-1172.2067278131656,1221.0936299097982,0.9565101222341249,749,-161.83136096253557,497.2540880251561,0.5180240320427236,0.835113484646195,0.7763885658390123
AUDCAD,combo,20,2.5,1.0,4.0,48,0.806016931100801,1110,-1678.2597413537994,1679.96050104657,0.94464812433331,749,-285.0142444570265,746.5344813583775,0.5180240320427236,1.1532108963402918,0.7333962426798349
AUDCAD,fixed,40,2.0,0.0,4.0,24,1.0299172218156052,1371,530.7967934443268,1502.7475540913654,1.2347013790632082,922,2247.920036889548,423.16873203797155,0.6073752711496746,1.0,1.1396347545820391
AUDCAD,zscale,40,2.0,0.0,4.0,24,1.0401404998854324,1371,1056.3344360875337,2135.043769504932,1.2750688516266449,922,3880.857141445082,585.7340882087394,0.6073752711496746,1.525391706098355,1.2119266806002165
AUDCAD,voladj,40,2.0,0.0,4.0,24,1.0141848900839212,1371,207.31227890343234,1147.5125764030367,1.2302073811384586,922,1835.9339717873395,338.3754297741611,0.6073752711496746,0.834056399132321,1.080489695780326
AUDCAD,combo,40,2.0,0.0,4.0,24,1.0271566820022897,1371,583.5268668822677,1631.0615949506312,1.2669911778668161,922,3132.6414122923466,482.1382630755944,0.6073752711496746,1.267504930734117,1.1838846075378482
AUDCAD,fixed,40,2.0,0.0,4.0,48,1.075646566807413,1303,1223.7034029491003,1292.6339306910495,1.3821219670632756,894,3214.375561857456,382.6027058530967,0.6431767337807607,1.0,1.2615164702003836
AUDCAD,zscale,40,2.0,0.0,4.0,48,1.095953371497205,1303,2311.1273373367694,1995.0691084225982,1.4178644742425905,894,5236.966320092535,520.3466891085486,0.6431767337807607,1.5302305806837968,1.2723624557295188
AUDCAD,voladj,40,2.0,0.0,4.0,48,1.0734472870800305,1303,956.5632210982868,976.6316179933459,1.3798497789566362,894,2655.7307478484054,247.8513529265481,0.6431767337807607,0.8333333333333334,1.262244587066785
AUDCAD,combo,40,2.0,0.0,4.0,48,1.1006308218899095,1303,1929.9419490407033,1404.0475895717736,1.4164159662715747,894,4322.653596814653,409.43688772122914,0.6431767337807607,1.2712807192835576,1.199011332206281
AUDCAD,fixed,40,2.0,1.0,4.0,24,0.9659238184462968,1589,-439.5237977472501,1069.273662050395,1.1319729713107538,1073,973.3969998062765,381.868433063143,0.6486486486486487,1.0,1.0516628337809693
AUDCAD,zscale,40,2.0,1.0,4.0,24,0.97211217501791,1589,-538.8580552196114,1522.4738907415492,1.1770128408035867,1073,1927.5071989315186,548.4098553167378,0.6486486486486487,1.493720153855569,1.0890782268099197
