pair,ci_th,atr_mult,max_levels,float_stop,is_pf,is_net,is_ntp,is_lev,oos_pf,oos_net,oos_ntp,oos_lev,oos_worst,oos_dd
CHFJPY,61.8,1.0,5,-750000.0,0.875,-918827.0,227,9,0.7192,-1933657.0,201,9,-939900.0,2891446.0
CHFJPY,61.8,1.0,5,-1000000.0,0.7899,-1670295.0,220,8,0.9171,-469301.0,208,6,-1136502.0,2039031.0
CHFJPY,61.8,1.0,5,-1500000.0,0.717,-2334773.0,210,7,0.9288,-389936.0,205,5,-1594901.0,2459135.0
CHFJPY,61.8,1.0,5,-2000000.0,0.6626,-3011673.0,210,7,0.7853,-1378316.0,203,5,-2039304.0,3284873.0
CHFJPY,61.8,1.0,7,-300000.0,0.9452,-371126.0,226,19,0.7362,-1791905.0,203,21,-355403.0,2094649.0
CHFJPY,61.8,1.0,7,-500000.0,0.9622,-249142.0,223,12,0.8294,-1084269.0,213,11,-686902.0,2059280.0
CHFJPY,61.8,1.0,7,-750000.0,0.8825,-862680.0,229,9,0.784,-1427253.0,211,8,-939900.0,2405692.0
CHFJPY,61.8,1.0,7,-1000000.0,0.8521,-1126698.0,229,7,0.8546,-937455.0,222,6,-1148306.0,2009408.0
CHFJPY,61.8,1.0,7,-1500000.0,0.6925,-2865225.0,226,6,1.017,93520.0,224,4,-1618704.0,1918530.0
CHFJPY,61.8,1.0,7,-2000000.0,0.5811,-4536548.0,221,6,1.1193,579563.0,221,3,-2074994.0,2792679.0
CHFJPY,61.8,1.5,3,-300000.0,0.8561,-874936.0,119,18,0.7701,-1072186.0,94,15,-388402.0,1593020.0
CHFJPY,61.8,1.5,3,-500000.0,0.9427,-308374.0,116,11,0.7112,-1443659.0,91,12,-540898.0,2079495.0
CHFJPY,61.8,1.5,3,-750000.0,1.0903,390957.0,108,9,0.7576,-1041978.0,85,10,-785400.0,1883723.0
CHFJPY,61.8,1.5,3,-1000000.0,1.0251,115558.0,108,9,0.7112,-1333744.0,86,9,-1039999.0,2185673.0
CHFJPY,61.8,1.5,3,-1500000.0,0.9259,-377841.0,108,9,0.8035,-829652.0,89,8,-1093701.0,1945063.0
CHFJPY,61.8,1.5,3,-2000000.0,0.8129,-1087042.0,108,9,0.8035,-829652.0,89,8,-1093701.0,1945063.0
CHFJPY,61.8,1.5,5,-300000.0,0.8623,-845993.0,123,18,0.8593,-606118.0,97,13,-434402.0,1286359.0
CHFJPY,61.8,1.5,5,-500000.0,0.8606,-861115.0,124,11,0.9171,-363701.0,105,8,-636801.0,1199869.0
CHFJPY,61.8,1.5,5,-750000.0,0.9452,-312809.0,126,7,0.8289,-820632.0,103,6,-844901.0,1728503.0
CHFJPY,61.8,1.5,5,-1000000.0,0.769,-1559772.0,122,7,0.9981,-8062.0,109,4,-1098502.0,1359077.0
CHFJPY,61.8,1.5,5,-1500000.0,0.8268,-1098219.0,123,6,1.0766,284768.0,106,3,-1564497.0,2106622.0
CHFJPY,61.8,1.5,5,-2000000.0,0.696,-2289823.0,123,6,0.9026,-416669.0,102,3,-2001303.0,2604690.0
CHFJPY,61.8,1.5,7,-300000.0,0.8623,-845993.0,123,18,0.8593,-606118.0,97,13,-434402.0,1286359.0
CHFJPY,61.8,1.5,7,-500000.0,0.8606,-861115.0,124,11,0.9171,-363701.0,105,8,-636801.0,1199869.0
CHFJPY,61.8,1.5,7,-750000.0,0.9409,-338508.0,126,7,0.8351,-785053.0,103,6,-844901.0,1673125.0
CHFJPY,61.8,1.5,7,-1000000.0,0.8232,-1141100.0,125,6,1.0399,165841.0,111,4,-1098502.0,1317345.0
CHFJPY,61.8,1.5,7,-1500000.0,0.5739,-3967264.0,125,6,0.9179,-381062.0,111,3,-1583797.0,2792615.0
CHFJPY,61.8,1.5,7,-2000000.0,0.513,-5247798.0,129,5,1.1082,435617.0,115,2,-2026505.0,2904186.0
CHFJPY,61.8,2.0,3,-300000.0,0.7439,-1522631.0,82,18,0.9118,-332985.0,67,12,-411400.0,922487.0
CHFJPY,61.8,2.0,3,-500000.0,0.9077,-469229.0,83,10,0.7747,-971425.0,64,10,-546098.0,1461370.0
CHFJPY,61.8,2.0,3,-750000.0,0.7742,-1240321.0,78,9,0.6957,-1399632.0,61,10,-852299.0,1678728.0
CHFJPY,61.8,2.0,3,-1000000.0,0.825,-913816.0,79,8,0.7571,-1033431.0,61,9,-1017400.0,2192383.0
CHFJPY,61.8,2.0,3,-1500000.0,0.9165,-392416.0,79,7,0.8675,-512705.0,64,8,-1078001.0,1997785.0
CHFJPY,61.8,2.0,3,-2000000.0,0.7964,-1101617.0,79,7,0.8675,-512705.0,64,8,-1078001.0,1997785.0
CHFJPY,61.8,2.0,5,-300000.0,0.744,-1520991.0,82,18,0.9467,-193284.0,67,11,-411400.0,922544.0
CHFJPY,61.8,2.0,5,-500000.0,0.8843,-625772.0,87,10,0.9903,-35804.0,71,7,-541603.0,997358.0
CHFJPY,61.8,2.0,5,-750000.0,0.8162,-1016503.0,84,7,0.7824,-1036674.0,71,6,-852299.0,1773982.0
CHFJPY,61.8,2.0,5,-1000000.0,0.7778,-1351192.0,86,6,1.2819,873332.0,78,3,-1062198.0,1562757.0
CHFJPY,61.8,2.0,5,-1500000.0,0.699,-1988141.0,85,5,1.3178,970517.0,78,2,-1543398.0,2230040.0
CHFJPY,61.8,2.0,5,-2000000.0,0.6525,-2436214.0,84,5,1.087,314271.0,76,2,-2007701.0,2690543.0
CHFJPY,61.8,2.0,7,-300000.0,0.744,-1520991.0,82,18,0.9467,-193284.0,67,11,-411400.0,922544.0
CHFJPY,61.8,2.0,7,-500000.0,0.8843,-625772.0,87,10,0.9903,-35804.0,71,7,-541603.0,997358.0
CHFJPY,61.8,2.0,7,-750000.0,0.8162,-1016503.0,84,7,0.7824,-1036674.0,71,6,-852299.0,1773982.0
CHFJPY,61.8,2.0,7,-1000000.0,0.766,-1444664.0,86,6,1.2819,873332.0,78,3,-1062198.0,1562757.0
CHFJPY,61.8,2.0,7,-1500000.0,0.6008,-3117443.0,87,5,1.3178,970517.0,78,2,-1543398.0,2230040.0
CHFJPY,61.8,2.0,7,-2000000.0,0.5955,-3397944.0,91,4,0.9852,-60725.0,78,2,-2088997.0,3174138.0
CHFJPY,61.8,3.0,3,-300000.0,0.838,-730841.0,45,14,1.1492,425071.0,44,9,-352200.0,610515.0
CHFJPY,61.8,3.0,3,-500000.0,0.9272,-316616.0,47,8,0.8865,-401732.0,41,8,-534297.0,1196026.0
CHFJPY,61.8,3.0,3,-750000.0,0.7508,-1203651.0,42,8,0.8757,-447214.0,41,7,-858099.0,1125095.0
CHFJPY,61.8,3.0,3,-1000000.0,1.0265,97282.0,44,7,0.9661,-109489.0,40,6,-1007999.0,1609533.0
CHFJPY,61.8,3.0,3,-1500000.0,0.905,-396117.0,44,7,0.9695,-95499.0,39,6,-983801.0,1515637.0
CHFJPY,61.8,3.0,3,-2000000.0,0.7735,-1105318.0,44,7,0.9695,-95499.0,39,6,-983801.0,1515637.0
CHFJPY,61.8,3.0,5,-300000.0,0.838,-730841.0,45,14,1.1492,425071.0,44,9,-352200.0,610515.0
CHFJPY,61.8,3.0,5,-500000.0,0.9201,-350618.0,47,8,0.8741,-460826.0,42,7,-550996.0,1255120.0
CHFJPY,61.8,3.0,5,-750000.0,0.8672,-611469.0,47,6,1.0317,102177.0,44,4,-858099.0,1305553.0
CHFJPY,61.8,3.0,5,-1000000.0,0.7726,-1152022.0,47,5,1.7611,1603951.0,48,2,-1082098.0,1270184.0
CHFJPY,61.8,3.0,5,-1500000.0,0.4935,-4025017.0,47,5,1.202,621585.0,49,2,-1560101.0,2038072.0
CHFJPY,61.8,3.0,5,-2000000.0,0.5118,-3901632.0,49,4,0.9581,-155046.0,47,2,-2015001.0,2451210.0
CHFJPY,61.8,3.0,7,-300000.0,0.838,-730841.0,45,14,1.1492,425071.0,44,9,-352200.0,610515.0
CHFJPY,61.8,3.0,7,-500000.0,0.9201,-350618.0,47,8,0.8741,-460826.0,42,7,-550996.0,1255120.0
CHFJPY,61.8,3.0,7,-750000.0,0.8672,-611469.0,47,6,1.0317,102177.0,44,4,-858099.0,1305553.0
CHFJPY,61.8,3.0,7,-1000000.0,0.7726,-1152022.0,47,5,1.7611,1603951.0,48,2,-1082098.0,1270184.0
CHFJPY,61.8,3.0,7,-1500000.0,0.4935,-4025017.0,47,5,1.202,621585.0,49,2,-1560101.0,2038072.0
CHFJPY,61.8,3.0,7,-2000000.0,0.486,-4326131.0,49,4,0.8809,-479547.0,47,2,-2015001.0,2775711.0
CHFJPY,65.0,1.0,3,-300000.0,0.9205,-293369.0,105,11,1.1585,204585.0,66,5,-313101.0,416172.0
CHFJPY,65.0,1.0,3,-500000.0,1.0467,142967.0,99,7,1.0007,844.0,55,4,-540601.0,540601.0
CHFJPY,65.0,1.0,3,-750000.0,1.2744,646894.0,94,6,2.2177,676085.0,54,3,-350899.0,388199.0
CHFJPY,65.0,1.0,3,-1000000.0,1.3362,736034.0,92,6,2.2177,676085.0,54,3,-350899.0,388199.0
CHFJPY,65.0,1.0,3,-1500000.0,1.3362,736034.0,92,6,2.2177,676085.0,54,3,-350899.0,388199.0
CHFJPY,65.0,1.0,3,-2000000.0,1.3362,736034.0,92,6,2.2177,676085.0,54,3,-350899.0,388199.0
CHFJPY,65.0,1.0,5,-300000.0,0.982,-65236.0,112,10,0.9497,-85296.0,71,5,-350200.0,446793.0
CHFJPY,65.0,1.0,5,-500000.0,0.9449,-204505.0,110,7,0.734,-552303.0,67,4,-550900.0,949487.0
CHFJPY,65.0,1.0,5,-750000.0,1.0428,148272.0,114,4,0.459,-1593418.0,60,4,-931902.0,1936770.0
CHFJPY,65.0,1.0,5,-1000000.0,1.0897,300203.0,116,3,0.5887,-1028370.0,65,3,-1035699.0,2126159.0
CHFJPY,65.0,1.0,5,-1500000.0,0.9003,-382753.0,109,3,0.4228,-2009571.0,65,3,-1516901.0,3107360.0
CHFJPY,65.0,1.0,5,-2000000.0,1.6188,1320852.0,109,2,0.3283,-3011871.0,65,3,-2023000.0,4109660.0
CHFJPY,65.0,1.0,7,-300000.0,0.982,-65236.0,112,10,0.9497,-85296.0,71,5,-350200.0,446793.0
CHFJPY,65.0,1.0,7,-500000.0,0.9464,-199420.0,111,7,0.76,-488006.0,68,4,-513200.0,885189.0
CHFJPY,65.0,1.0,7,-750000.0,1.0343,119571.0,114,4,0.4381,-1879331.0,65,4,-931902.0,2222683.0
CHFJPY,65.0,1.0,7,-1000000.0,1.0548,189504.0,116,3,0.8307,-346538.0,75,2,-1035699.0,1494212.0
CHFJPY,65.0,1.0,7,-1500000.0,0.7912,-950065.0,114,3,0.5616,-1327739.0,75,2,-1516901.0,2475413.0
CHFJPY,65.0,1.0,7,-2000000.0,1.0967,311508.0,111,2,0.4219,-2330038.0,75,2,-2023000.0,3477713.0
CHFJPY,65.0,1.5,3,-300000.0,0.9218,-234161.0,59,9,0.6303,-585397.0,29,5,-338199.0,890429.0
CHFJPY,65.0,1.5,3,-500000.0,1.0834,207476.0,57,5,0.5655,-637292.0,24,4,-521600.0,889916.0
CHFJPY,65.0,1.5,3,-750000.0,1.29,585882.0,56,4,0.7702,-279544.0,27,3,-785400.0,1038597.0
CHFJPY,65.0,1.5,3,-1000000.0,1.1646,368484.0,56,4,0.6369,-534143.0,27,3,-1039999.0,1293196.0
CHFJPY,65.0,1.5,3,-1500000.0,2.1061,1368884.0,56,3,0.4824,-1005145.0,27,3,-1511002.0,1764198.0
CHFJPY,65.0,1.5,3,-2000000.0,2.1061,1368884.0,56,3,0.3824,-1513144.0,27,3,-2019000.0,2272197.0
CHFJPY,65.0,1.5,5,-300000.0,0.9131,-262861.0,59,9,0.6595,-546110.0,31,5,-338199.0,861857.0
CHFJPY,65.0,1.5,5,-500000.0,0.9548,-132313.0,59,5,0.631,-611224.0,31,3,-614201.0,893763.0
CHFJPY,65.0,1.5,5,-750000.0,1.249,589464.0,64,3,0.7012,-506316.0,35,2,-909102.0,1367759.0
CHFJPY,65.0,1.5,5,-1000000.0,1.1078,279937.0,62,3,0.5788,-864713.0,35,2,-1039999.0,1726155.0
CHFJPY,65.0,1.5,5,-1500000.0,1.6363,1092606.0,60,2,0.3836,-1909018.0,35,2,-1586203.0,2770461.0
CHFJPY,65.0,1.5,5,-2000000.0,1.6363,1092606.0,60,2,0.2956,-2831014.0,35,2,-2019000.0,3692456.0
CHFJPY,65.0,1.5,7,-300000.0,0.9131,-262861.0,59,9,0.6595,-546110.0,31,5,-338199.0,861857.0
CHFJPY,65.0,1.5,7,-500000.0,0.9548,-132313.0,59,5,0.631,-611224.0,31,3,-614201.0,893763.0
CHFJPY,65.0,1.5,7,-750000.0,1.249,589464.0,64,3,0.7012,-506316.0,35,2,-909102.0,1367759.0
CHFJPY,65.0,1.5,7,-1000000.0,0.961,-118363.0,63,3,0.5788,-864713.0,35,2,-1039999.0,1726155.0
CHFJPY,65.0,1.5,7,-1500000.0,0.9224,-240344.0,61,2,0.3836,-1909018.0,35,2,-1586203.0,2770461.0
CHFJPY,65.0,1.5,7,-2000000.0,0.7418,-1048062.0,65,2,0.2956,-2831014.0,35,2,-2019000.0,3692456.0
CHFJPY,65.0,2.0,3,-300000.0,0.7226,-807590.0,37,9,0.5693,-683158.0,20,5,-340099.0,831216.0
CHFJPY,65.0,2.0,3,-500000.0,1.0017,3728.0,38,4,0.4846,-765755.0,16,4,-534500.0,915971.0
CHFJPY,65.0,2.0,3,-750000.0,0.9992,-1776.0,37,3,0.7138,-342782.0,19,3,-762701.0,979799.0
CHFJPY,65.0,2.0,3,-1000000.0,0.8826,-276685.0,36,3,0.5887,-597381.0,19,3,-1017300.0,1234398.0
CHFJPY,65.0,2.0,3,-1500000.0,1.5511,738813.0,36,2,0.4411,-1083181.0,19,3,-1503101.0,1720198.0
CHFJPY,65.0,2.0,3,-2000000.0,1.5511,738813.0,36,2,0.3498,-1588982.0,19,3,-2008902.0,2225999.0
CHFJPY,65.0,2.0,5,-300000.0,0.7226,-807590.0,37,9,0.5635,-699458.0,20,5,-340099.0,847515.0
CHFJPY,65.0,2.0,5,-500000.0,0.9889,-24973.0,38,4,0.6229,-591171.0,22,3,-534500.0,741387.0
CHFJPY,65.0,2.0,5,-750000.0,0.942,-138488.0,39,3,0.7265,-418399.0,25,2,-766902.0,1181017.0
CHFJPY,65.0,2.0,5,-1000000.0,0.7139,-884846.0,38,3,0.5488,-913595.0,25,2,-1017300.0,1676214.0
CHFJPY,65.0,2.0,5,-1500000.0,0.7246,-848369.0,39,2,0.3622,-1956598.0,25,2,-1564702.0,2719216.0
CHFJPY,65.0,2.0,5,-2000000.0,0.5695,-1613959.0,38,2,0.2768,-2903799.0,25,2,-2008902.0,3666418.0
CHFJPY,65.0,2.0,7,-300000.0,0.7226,-807590.0,37,9,0.5635,-699458.0,20,5,-340099.0,847515.0
CHFJPY,65.0,2.0,7,-500000.0,0.9889,-24973.0,38,4,0.6229,-591171.0,22,3,-534500.0,741387.0
CHFJPY,65.0,2.0,7,-750000.0,0.942,-138488.0,39,3,0.7265,-418399.0,25,2,-766902.0,1181017.0
CHFJPY,65.0,2.0,7,-1000000.0,0.7238,-842317.0,38,3,0.5488,-913595.0,25,2,-1017300.0,1676214.0
CHFJPY,65.0,2.0,7,-1500000.0,0.7375,-808555.0,40,2,0.3622,-1956598.0,25,2,-1564702.0,2719216.0
CHFJPY,65.0,2.0,7,-2000000.0,0.5723,-1722830.0,40,2,0.2768,-2903799.0,25,2,-2008902.0,3666418.0
CHFJPY,65.0,3.0,3,-300000.0,0.7186,-625140.0,19,7,0.8908,-105099.0,13,3,-343600.0,343600.0
CHFJPY,65.0,3.0,3,-500000.0,0.5861,-1128223.0,19,5,0.8966,-114482.0,15,2,-601501.0,782222.0
CHFJPY,65.0,3.0,3,-750000.0,0.542,-1291355.0,19,4,0.6579,-515881.0,15,2,-756900.0,1183621.0
CHFJPY,65.0,3.0,3,-1000000.0,0.5385,-1309854.0,19,4,0.4824,-1064683.0,15,2,-1052902.0,1732423.0
CHFJPY,65.0,3.0,3,-1500000.0,1.0599,81910.0,18,2,0.6517,-530383.0,15,1,-1522702.0,1522702.0
CHFJPY,65.0,3.0,3,-2000000.0,1.0599,81910.0,18,2,0.4959,-1008581.0,15,1,-2000900.0,2000900.0
CHFJPY,65.0,3.0,5,-300000.0,0.7186,-625140.0,19,7,0.8908,-105099.0,13,3,-343600.0,343600.0
CHFJPY,65.0,3.0,5,-500000.0,0.5789,-1162224.0,19,5,0.8966,-114482.0,15,2,-601501.0,782222.0
CHFJPY,65.0,3.0,5,-750000.0,0.4845,-1625854.0,19,4,0.6579,-515881.0,15,2,-756900.0,1183621.0
CHFJPY,65.0,3.0,5,-1000000.0,0.5427,-1412884.0,21,3,0.4824,-1064683.0,15,2,-1052902.0,1732423.0
CHFJPY,65.0,3.0,5,-1500000.0,0.5468,-1389692.0,21,2,0.6517,-530383.0,15,1,-1522702.0,1522702.0
CHFJPY,65.0,3.0,5,-2000000.0,0.4113,-2400087.0,21,2,0.4959,-1008581.0,15,1,-2000900.0,2000900.0
CHFJPY,65.0,3.0,7,-300000.0,0.7186,-625140.0,19,7,0.8908,-105099.0,13,3,-343600.0,343600.0
CHFJPY,65.0,3.0,7,-500000.0,0.5789,-1162224.0,19,5,0.8966,-114482.0,15,2,-601501.0,782222.0
CHFJPY,65.0,3.0,7,-750000.0,0.4845,-1625854.0,19,4,0.6579,-515881.0,15,2,-756900.0,1183621.0
CHFJPY,65.0,3.0,7,-1000000.0,0.5427,-1412884.0,21,3,0.4824,-1064683.0,15,2,-1052902.0,1732423.0
CHFJPY,65.0,3.0,7,-1500000.0,0.5468,-1389692.0,21,2,0.6517,-530383.0,15,1,-1522702.0,1522702.0
CHFJPY,65.0,3.0,7,-2000000.0,0.4113,-2400087.0,21,2,0.4959,-1008581.0,15,1,-2000900.0,2000900.0
CHFJPY,70.0,1.0,3,-300000.0,0.7211,-507309.0,42,6,0.3584,-208573.0,5,1,-325102.0,325102.0
CHFJPY,70.0,1.0,3,-500000.0,1.4108,354568.0,39,3,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,3,-750000.0,1.4574,382172.0,39,3,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,3,-1000000.0,1.4574,382172.0,39,3,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,3,-1500000.0,1.4574,382172.0,39,3,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,3,-2000000.0,1.4574,382172.0,39,3,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,5,-300000.0,0.7927,-372292.0,47,5,0.3584,-208573.0,5,1,-325102.0,325102.0
CHFJPY,70.0,1.0,5,-500000.0,0.8877,-177858.0,46,3,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,5,-750000.0,1.7758,637855.0,48,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,5,-1000000.0,1.3798,393777.0,47,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,5,-1500000.0,0.9507,-74226.0,47,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,5,-2000000.0,1.0926,121278.0,47,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,7,-300000.0,0.7927,-372292.0,47,5,0.3584,-208573.0,5,1,-325102.0,325102.0
CHFJPY,70.0,1.0,7,-500000.0,0.8877,-177858.0,46,3,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,7,-750000.0,1.7159,609155.0,48,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,7,-1000000.0,1.2467,283077.0,47,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,7,-1500000.0,0.9322,-104029.0,47,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.0,7,-2000000.0,1.6373,556771.0,47,1,inf,196628.0,8,0,0.0,0.0
CHFJPY,70.0,1.5,3,-300000.0,0.7487,-335293.0,22,4,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,3,-500000.0,1.2018,148785.0,19,2,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,3,-750000.0,1.2486,176388.0,19,2,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,3,-1000000.0,1.2486,176388.0,19,2,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,3,-1500000.0,1.2486,176388.0,19,2,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,3,-2000000.0,1.2486,176388.0,19,2,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,5,-300000.0,0.733,-363993.0,22,4,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,5,-500000.0,1.8236,459301.0,22,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,5,-750000.0,1.2487,193841.0,21,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,5,-1000000.0,0.9575,-43158.0,21,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,5,-1500000.0,0.8561,-163657.0,21,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,5,-2000000.0,0.8561,-163657.0,21,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,7,-300000.0,0.733,-363993.0,22,4,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,7,-500000.0,1.8236,459301.0,22,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,7,-750000.0,1.2487,193841.0,21,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,7,-1000000.0,0.9575,-43158.0,21,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,7,-1500000.0,0.6668,-527828.0,23,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,1.5,7,-2000000.0,0.4876,-1110131.0,23,1,inf,224400.0,6,0,0.0,0.0
CHFJPY,70.0,2.0,3,-300000.0,0.6593,-443770.0,14,4,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,3,-500000.0,1.5649,282675.0,13,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,3,-750000.0,0.9106,-71085.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,3,-1000000.0,0.8908,-88782.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,3,-1500000.0,0.8908,-88782.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,3,-2000000.0,0.8908,-88782.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,5,-300000.0,0.6593,-443770.0,14,4,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,5,-500000.0,1.48,253974.0,13,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,5,-750000.0,0.9542,-34785.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,5,-1000000.0,0.6733,-351185.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,5,-1500000.0,0.5193,-723870.0,13,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,5,-2000000.0,0.376,-1298070.0,13,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,7,-300000.0,0.6593,-443770.0,14,4,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,7,-500000.0,1.48,253974.0,13,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,7,-750000.0,0.9542,-34785.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,7,-1000000.0,0.6733,-351185.0,12,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,7,-1500000.0,0.5193,-723870.0,13,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,2.0,7,-2000000.0,0.376,-1298070.0,13,1,inf,222499.0,4,0,0.0,0.0
CHFJPY,70.0,3.0,3,-300000.0,1.1605,49622.0,4,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,3,-500000.0,0.4883,-294695.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,3,-750000.0,0.3728,-473195.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,3,-1000000.0,0.8402,-53494.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,3,-1500000.0,0.8402,-53494.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,3,-2000000.0,0.8402,-53494.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,5,-300000.0,1.1605,49622.0,4,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,5,-500000.0,0.4883,-294695.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,5,-750000.0,0.3728,-473195.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,5,-1000000.0,0.3569,-666558.0,4,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,5,-1500000.0,0.2449,-1140359.0,4,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,5,-2000000.0,inf,369942.0,4,0,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,7,-300000.0,1.1605,49622.0,4,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,7,-500000.0,0.4883,-294695.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,7,-750000.0,0.3728,-473195.0,3,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,7,-1000000.0,0.3569,-666558.0,4,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,7,-1500000.0,0.2449,-1140359.0,4,1,inf,159472.0,2,0,0.0,0.0
CHFJPY,70.0,3.0,7,-2000000.0,inf,369942.0,4,0,inf,159472.0,2,0,0.0,0.0
NZDJPY,61.8,1.0,3,-150000.0,0.8622,-868812.0,313,35,0.9136,-358366.0,230,25,-242800.0,686990.0
NZDJPY,61.8,1.0,3,-250000.0,0.8571,-826125.0,282,25,0.9226,-285605.0,204,16,-342700.0,702390.0
NZDJPY,61.8,1.0,3,-350000.0,0.8676,-707978.0,264,19,0.9808,-61412.0,191,15,-392500.0,701773.0
NZDJPY,61.8,1.0,3,-500000.0,1.0168,71630.0,250,18,0.9557,-134978.0,180,14,-532802.0,769283.0
NZDJPY,61.8,1.0,3,-750000.0,1.0487,195508.0,245,18,0.9794,-60828.0,179,14,-441901.0,695133.0
NZDJPY,61.8,1.0,3,-1000000.0,1.0487,195508.0,245,18,0.9794,-60828.0,179,14,-441901.0,695133.0
NZDJPY,61.8,1.0,5,-150000.0,0.8715,-825655.0,325,35,0.9186,-342720.0,236,25,-242800.0,690434.0
NZDJPY,61.8,1.0,5,-250000.0,0.836,-1075528.0,314,23,0.8734,-571176.0,237,15,-474000.0,990583.0
NZDJPY,61.8,1.0,5,-350000.0,1.0379,202536.0,318,13,1.1477,495948.0,231,9,-465302.0,493299.0
NZDJPY,61.8,1.0,5,-500000.0,0.8552,-925005.0,311,12,1.2755,811838.0,226,6,-618501.0,877527.0
NZDJPY,61.8,1.0,5,-750000.0,1.2763,1126669.0,299,9,1.1594,496578.0,217,6,-804501.0,931396.0
NZDJPY,61.8,1.0,5,-1000000.0,1.3121,1237673.0,299,9,1.2228,651215.0,215,6,-763501.0,779895.0
