pair,ci_th,atr_mult,max_levels,float_stop,is_pf,is_net,is_ntp,is_lev,oos_pf,oos_net,oos_ntp,oos_lev,oos_worst,oos_dd
NZDJPY,61.8,1.0,7,-150000.0,0.8715,-825655.0,325,35,0.9186,-342720.0,236,25,-242800.0,690434.0
NZDJPY,61.8,1.0,7,-250000.0,0.836,-1075528.0,314,23,0.8734,-571176.0,237,15,-474000.0,990583.0
NZDJPY,61.8,1.0,7,-350000.0,1.0398,213236.0,321,13,1.2704,856798.0,244,8,-493002.0,493299.0
NZDJPY,61.8,1.0,7,-500000.0,0.8448,-1022655.0,318,12,1.1735,594364.0,244,6,-749800.0,848570.0
NZDJPY,61.8,1.0,7,-750000.0,0.9748,-144902.0,323,7,1.3794,1106192.0,241,4,-866000.0,848143.0
NZDJPY,61.8,1.0,7,-1000000.0,1.875,2739753.0,335,3,1.2243,730110.0,239,4,-1064600.0,1064600.0
NZDJPY,61.8,1.5,3,-150000.0,0.8596,-678727.0,159,28,0.9249,-253627.0,124,21,-214800.0,660247.0
NZDJPY,61.8,1.5,3,-250000.0,0.7813,-1107153.0,153,21,1.0789,205841.0,114,11,-378800.0,481290.0
NZDJPY,61.8,1.5,3,-350000.0,0.8578,-624303.0,143,16,1.1302,299237.0,106,10,-378800.0,514449.0
NZDJPY,61.8,1.5,3,-500000.0,0.9401,-227541.0,137,16,0.9988,-3040.0,103,10,-514701.0,558020.0
NZDJPY,61.8,1.5,3,-750000.0,0.9967,-11691.0,138,16,1.0186,45860.0,103,10,-465800.0,558020.0
NZDJPY,61.8,1.5,3,-1000000.0,0.9967,-11691.0,138,16,1.0186,45860.0,103,10,-465800.0,558020.0
NZDJPY,61.8,1.5,5,-150000.0,0.8567,-694927.0,159,28,0.8996,-351568.0,125,21,-214800.0,758188.0
NZDJPY,61.8,1.5,5,-250000.0,0.8688,-639621.0,164,17,1.0677,189270.0,120,9,-516000.0,641190.0
NZDJPY,61.8,1.5,5,-350000.0,0.928,-323129.0,159,11,1.0781,219165.0,122,7,-516000.0,903693.0
NZDJPY,61.8,1.5,5,-500000.0,0.9221,-366241.0,162,9,1.2877,682331.0,121,5,-516000.0,515301.0
NZDJPY,61.8,1.5,5,-750000.0,1.1555,557581.0,159,7,1.3187,734679.0,120,4,-796099.0,796099.0
NZDJPY,61.8,1.5,5,-1000000.0,1.2334,779139.0,158,7,2.0856,1637899.0,124,3,-661001.0,661001.0
NZDJPY,61.8,1.5,7,-150000.0,0.8567,-694927.0,159,28,0.8996,-351568.0,125,21,-214800.0,758188.0
NZDJPY,61.8,1.5,7,-250000.0,0.8688,-639621.0,164,17,1.0677,189270.0,120,9,-516000.0,641190.0
NZDJPY,61.8,1.5,7,-350000.0,0.928,-323129.0,159,11,1.0781,219165.0,122,7,-516000.0,903693.0
NZDJPY,61.8,1.5,7,-500000.0,0.8493,-773871.0,164,9,1.2106,532242.0,121,5,-516000.0,649984.0
NZDJPY,61.8,1.5,7,-750000.0,0.8901,-535937.0,170,6,1.5246,1101509.0,127,3,-796099.0,796099.0
NZDJPY,61.8,1.5,7,-1000000.0,2.1938,2506883.0,177,2,2.6495,2039487.0,130,2,-698402.0,698402.0
NZDJPY,61.8,2.0,3,-150000.0,0.9195,-301846.0,97,23,0.9687,-77016.0,71,15,-204500.0,512629.0
NZDJPY,61.8,2.0,3,-250000.0,0.8407,-640018.0,93,16,1.1266,280856.0,74,8,-322199.0,564586.0
NZDJPY,61.8,2.0,3,-350000.0,0.8837,-426690.0,88,15,1.3192,543583.0,68,6,-370400.0,507001.0
NZDJPY,61.8,2.0,3,-500000.0,1.1513,421169.0,90,13,1.2681,461596.0,66,6,-407600.0,495603.0
NZDJPY,61.8,2.0,3,-750000.0,1.2318,602970.0,90,13,1.2681,461596.0,66,6,-407600.0,495603.0
NZDJPY,61.8,2.0,3,-1000000.0,1.2318,602970.0,90,13,1.2681,461596.0,66,6,-407600.0,495603.0
NZDJPY,61.8,2.0,5,-150000.0,0.9,-384675.0,98,23,0.956,-110915.0,72,15,-204500.0,512886.0
NZDJPY,61.8,2.0,5,-250000.0,0.8979,-388659.0,94,13,1.1202,273498.0,76,8,-325399.0,598785.0
NZDJPY,61.8,2.0,5,-350000.0,0.9599,-145759.0,96,10,1.0871,191553.0,72,6,-393501.0,563028.0
NZDJPY,61.8,2.0,5,-500000.0,0.849,-623244.0,100,8,1.1767,376181.0,75,4,-567402.0,567402.0
NZDJPY,61.8,2.0,5,-750000.0,1.401,1094556.0,107,4,1.3479,632698.0,72,3,-768499.0,955858.0
NZDJPY,61.8,2.0,5,-1000000.0,1.6352,1520985.0,110,3,2.4091,1479939.0,75,2,-634401.0,634401.0
NZDJPY,61.8,2.0,7,-150000.0,0.9,-384675.0,98,23,0.956,-110915.0,72,15,-204500.0,512886.0
NZDJPY,61.8,2.0,7,-250000.0,0.8979,-388659.0,94,13,1.1202,273498.0,76,8,-325399.0,598785.0
NZDJPY,61.8,2.0,7,-350000.0,0.9599,-145759.0,96,10,1.0871,191553.0,72,6,-393501.0,563028.0
NZDJPY,61.8,2.0,7,-500000.0,0.849,-623244.0,100,8,1.1767,376181.0,75,4,-567402.0,567402.0
NZDJPY,61.8,2.0,7,-750000.0,1.5593,1373272.0,108,3,1.0832,194301.0,75,3,-789400.0,1110857.0
NZDJPY,61.8,2.0,7,-1000000.0,1.9195,1877700.0,111,2,1.2897,607084.0,83,2,-1066600.0,1031814.0
NZDJPY,61.8,3.0,3,-150000.0,0.9448,-156609.0,50,17,1.0435,87723.0,43,12,-206001.0,223208.0
NZDJPY,61.8,3.0,3,-250000.0,0.9231,-224791.0,50,11,1.0956,158516.0,38,6,-322100.0,398234.0
NZDJPY,61.8,3.0,3,-350000.0,1.0011,2740.0,47,9,0.9769,-41623.0,37,6,-395300.0,395300.0
NZDJPY,61.8,3.0,3,-500000.0,0.9778,-55808.0,47,9,1.3883,512984.0,38,5,-409100.0,419429.0
NZDJPY,61.8,3.0,3,-750000.0,1.256,489985.0,46,8,1.3883,512984.0,38,5,-409100.0,419429.0
NZDJPY,61.8,3.0,3,-1000000.0,1.256,489985.0,46,8,1.3883,512984.0,38,5,-409100.0,419429.0
NZDJPY,61.8,3.0,5,-150000.0,0.9448,-156609.0,50,17,1.0435,87723.0,43,12,-206001.0,223208.0
NZDJPY,61.8,3.0,5,-250000.0,0.8808,-363990.0,50,11,1.1161,192523.0,39,6,-322100.0,398234.0
NZDJPY,61.8,3.0,5,-350000.0,0.7536,-827881.0,47,9,0.9956,-8027.0,37,5,-381300.0,545743.0
NZDJPY,61.8,3.0,5,-500000.0,1.4341,900520.0,57,4,1.2191,343592.0,39,3,-546500.0,505979.0
NZDJPY,61.8,3.0,5,-750000.0,1.9412,1488923.0,59,2,0.8547,-312178.0,37,3,-770201.0,1011421.0
NZDJPY,61.8,3.0,5,-1000000.0,1.4142,884145.0,58,2,3.527,1536679.0,44,1,-604700.0,604700.0
NZDJPY,61.8,3.0,7,-150000.0,0.9448,-156609.0,50,17,1.0435,87723.0,43,12,-206001.0,223208.0
NZDJPY,61.8,3.0,7,-250000.0,0.8808,-363990.0,50,11,1.1161,192523.0,39,6,-322100.0,398234.0
NZDJPY,61.8,3.0,7,-350000.0,0.7536,-827881.0,47,9,0.9956,-8027.0,37,5,-381300.0,545743.0
NZDJPY,61.8,3.0,7,-500000.0,1.4341,900520.0,57,4,1.2191,343592.0,39,3,-546500.0,505979.0
NZDJPY,61.8,3.0,7,-750000.0,1.9412,1488923.0,59,2,0.8087,-444727.0,38,3,-784501.0,1191221.0
NZDJPY,61.8,3.0,7,-1000000.0,1.4142,884145.0,58,2,2.3766,1413465.0,52,1,-1026800.0,972521.0
NZDJPY,65.0,1.0,3,-150000.0,0.8341,-628472.0,184,20,1.076,178175.0,150,14,-242800.0,622946.0
NZDJPY,65.0,1.0,3,-250000.0,0.8997,-339037.0,174,15,0.9545,-105138.0,131,10,-297601.0,613532.0
NZDJPY,65.0,1.0,3,-350000.0,0.9546,-121136.0,147,12,0.9911,-18804.0,126,9,-375301.0,586145.0
NZDJPY,65.0,1.0,3,-500000.0,0.9797,-52442.0,147,12,1.4616,618989.0,116,7,-328600.0,392873.0
NZDJPY,65.0,1.0,3,-750000.0,1.04,93151.0,142,12,1.4616,618989.0,116,7,-328600.0,392873.0
NZDJPY,65.0,1.0,3,-1000000.0,1.04,93151.0,142,12,1.4616,618989.0,116,7,-328600.0,392873.0
NZDJPY,65.0,1.0,5,-150000.0,0.8391,-620272.0,188,20,1.0948,223826.0,155,14,-242800.0,609373.0
NZDJPY,65.0,1.0,5,-250000.0,0.8629,-529668.0,190,14,1.0393,100466.0,159,9,-371801.0,610780.0
NZDJPY,65.0,1.0,5,-350000.0,1.214,594301.0,194,7,1.0084,21897.0,157,7,-465302.0,652723.0
NZDJPY,65.0,1.0,5,-500000.0,0.9949,-17208.0,195,7,1.6509,1024983.0,154,3,-533300.0,619493.0
NZDJPY,65.0,1.0,5,-750000.0,0.879,-448159.0,189,6,2.2331,1337835.0,145,3,-451400.0,451400.0
NZDJPY,65.0,1.0,5,-1000000.0,1.0322,102191.0,190,5,2.2331,1337835.0,145,3,-451400.0,451400.0
NZDJPY,65.0,1.0,7,-150000.0,0.8391,-620272.0,188,20,1.0948,223826.0,155,14,-242800.0,609373.0
NZDJPY,65.0,1.0,7,-250000.0,0.8629,-529668.0,190,14,1.0393,100466.0,159,9,-371801.0,610780.0
NZDJPY,65.0,1.0,7,-350000.0,1.214,594301.0,194,7,1.1307,314290.0,163,6,-493002.0,680423.0
NZDJPY,65.0,1.0,7,-500000.0,1.0905,281835.0,196,6,1.6957,1112993.0,162,3,-541600.0,540858.0
NZDJPY,65.0,1.0,7,-750000.0,0.8482,-602755.0,194,5,2.0468,1432639.0,165,2,-880003.0,858310.0
NZDJPY,65.0,1.0,7,-1000000.0,1.7228,1531433.0,207,2,1.8146,1234089.0,164,2,-1026403.0,1026403.0
NZDJPY,65.0,1.5,3,-150000.0,0.9002,-276994.0,97,16,0.8454,-375897.0,81,15,-214800.0,535680.0
NZDJPY,65.0,1.5,3,-250000.0,0.8619,-368814.0,89,11,1.0191,35901.0,76,8,-344700.0,635068.0
NZDJPY,65.0,1.5,3,-350000.0,0.8302,-457815.0,86,10,1.1445,219272.0,70,6,-372400.0,613386.0
NZDJPY,65.0,1.5,3,-500000.0,0.9117,-214474.0,87,9,1.8187,767737.0,70,5,-313700.0,313700.0
NZDJPY,65.0,1.5,3,-750000.0,0.8268,-464074.0,87,9,1.8187,767737.0,70,5,-313700.0,313700.0
NZDJPY,65.0,1.5,3,-1000000.0,0.7596,-700874.0,87,9,1.8187,767737.0,70,5,-313700.0,313700.0
NZDJPY,65.0,1.5,5,-150000.0,0.8993,-279894.0,97,16,0.8336,-410823.0,81,15,-214800.0,570700.0
NZDJPY,65.0,1.5,5,-250000.0,1.0041,10336.0,97,9,1.1837,320273.0,82,6,-378100.0,562746.0
NZDJPY,65.0,1.5,5,-350000.0,1.1562,359590.0,104,6,1.0979,180224.0,81,5,-384198.0,699678.0
NZDJPY,65.0,1.5,5,-500000.0,1.2785,589700.0,104,4,2.5683,1325827.0,86,2,-510300.0,477033.0
NZDJPY,65.0,1.5,5,-750000.0,0.9657,-92739.0,100,4,1.8695,979974.0,85,2,-791900.0,791900.0
NZDJPY,65.0,1.5,5,-1000000.0,1.2648,569379.0,104,3,6.5485,1859303.0,88,1,-335100.0,335100.0
NZDJPY,65.0,1.5,7,-150000.0,0.8993,-279894.0,97,16,0.8336,-410823.0,81,15,-214800.0,570700.0
NZDJPY,65.0,1.5,7,-250000.0,1.0041,10336.0,97,9,1.1837,320273.0,82,6,-378100.0,562746.0
NZDJPY,65.0,1.5,7,-350000.0,1.1562,359590.0,104,6,1.0979,180224.0,81,5,-384198.0,699678.0
NZDJPY,65.0,1.5,7,-500000.0,1.2785,589700.0,104,4,2.1906,1205441.0,88,2,-510300.0,502200.0
NZDJPY,65.0,1.5,7,-750000.0,0.8667,-408775.0,103,4,2.8225,1443270.0,91,1,-791900.0,791900.0
NZDJPY,65.0,1.5,7,-1000000.0,1.4175,854837.0,111,2,inf,2322598.0,94,0,0.0,0.0
NZDJPY,65.0,2.0,3,-150000.0,1.0107,23055.0,61,13,0.9316,-111831.0,46,10,-216901.0,455602.0
NZDJPY,65.0,2.0,3,-250000.0,0.9241,-174505.0,59,9,0.9741,-43745.0,48,6,-322199.0,615114.0
NZDJPY,65.0,2.0,3,-350000.0,0.9861,-30302.0,59,8,1.7006,650381.0,47,3,-388601.0,388601.0
NZDJPY,65.0,2.0,3,-500000.0,0.9833,-35203.0,59,7,1.4116,432796.0,45,3,-511700.0,511700.0
NZDJPY,65.0,2.0,3,-750000.0,1.1429,268369.0,61,6,2.8671,1007668.0,47,2,-281301.0,281301.0
NZDJPY,65.0,2.0,3,-1000000.0,1.0293,61169.0,61,6,2.8671,1007668.0,47,2,-281301.0,281301.0
NZDJPY,65.0,2.0,5,-150000.0,1.0107,23055.0,61,13,0.9141,-145730.0,47,10,-216901.0,455602.0
NZDJPY,65.0,2.0,5,-250000.0,0.9721,-60905.0,59,8,1.0225,37397.0,50,6,-322199.0,544229.0
NZDJPY,65.0,2.0,5,-350000.0,1.1543,299701.0,62,5,1.4221,478924.0,48,3,-416301.0,416301.0
NZDJPY,65.0,2.0,5,-500000.0,0.792,-540903.0,58,5,1.9723,778483.0,47,2,-511700.0,511700.0
NZDJPY,65.0,2.0,5,-750000.0,1.6258,966831.0,69,2,5.6829,1353355.0,49,1,-285601.0,285601.0
NZDJPY,65.0,2.0,5,-1000000.0,1.235,478031.0,69,2,5.6829,1353355.0,49,1,-285601.0,285601.0
NZDJPY,65.0,2.0,7,-150000.0,1.0107,23055.0,61,13,0.9141,-145730.0,47,10,-216901.0,455602.0
NZDJPY,65.0,2.0,7,-250000.0,0.9721,-60905.0,59,8,1.0225,37397.0,50,6,-322199.0,544229.0
NZDJPY,65.0,2.0,7,-350000.0,1.1543,299701.0,62,5,1.4221,478924.0,48,3,-416301.0,416301.0
NZDJPY,65.0,2.0,7,-500000.0,0.792,-540903.0,58,5,3.3599,1207542.0,52,1,-511700.0,511700.0
NZDJPY,65.0,2.0,7,-750000.0,1.6258,966831.0,69,2,inf,1782414.0,54,0,0.0,0.0
NZDJPY,65.0,2.0,7,-1000000.0,1.235,478031.0,69,2,inf,1782414.0,54,0,0.0,0.0
NZDJPY,65.0,3.0,3,-150000.0,0.8964,-190515.0,31,10,1.248,279785.0,28,7,-172201.0,248507.0
NZDJPY,65.0,3.0,3,-250000.0,0.9533,-85929.0,33,7,1.1803,201095.0,26,4,-299900.0,474848.0
NZDJPY,65.0,3.0,3,-350000.0,0.7501,-552783.0,32,7,0.9917,-9629.0,23,4,-357700.0,495093.0
NZDJPY,65.0,3.0,3,-500000.0,0.9999,-101.0,35,5,1.2073,202535.0,24,3,-525100.0,525100.0
NZDJPY,65.0,3.0,3,-750000.0,1.2038,323193.0,37,4,2.8417,832271.0,26,2,-262700.0,262700.0
NZDJPY,65.0,3.0,3,-1000000.0,1.0647,115993.0,37,4,2.8417,832271.0,26,2,-262700.0,262700.0
NZDJPY,65.0,3.0,5,-150000.0,0.8964,-190515.0,31,10,1.248,279785.0,28,7,-172201.0,248507.0
NZDJPY,65.0,3.0,5,-250000.0,0.9533,-85929.0,33,7,1.2108,235103.0,27,4,-299900.0,474848.0
NZDJPY,65.0,3.0,5,-350000.0,0.6654,-858134.0,33,7,1.1614,172072.0,25,3,-357700.0,588092.0
NZDJPY,65.0,3.0,5,-500000.0,1.4215,647780.0,41,3,2.6477,865229.0,29,1,-525100.0,525100.0
NZDJPY,65.0,3.0,5,-750000.0,1.4298,666038.0,42,2,inf,1494965.0,31,0,0.0,0.0
NZDJPY,65.0,3.0,5,-1000000.0,1.1003,202038.0,42,2,inf,1494965.0,31,0,0.0,0.0
NZDJPY,65.0,3.0,7,-150000.0,0.8964,-190515.0,31,10,1.248,279785.0,28,7,-172201.0,248507.0
NZDJPY,65.0,3.0,7,-250000.0,0.9533,-85929.0,33,7,1.2108,235103.0,27,4,-299900.0,474848.0
NZDJPY,65.0,3.0,7,-350000.0,0.6654,-858134.0,33,7,1.1614,172072.0,25,3,-357700.0,588092.0
NZDJPY,65.0,3.0,7,-500000.0,1.4215,647780.0,41,3,2.6477,865229.0,29,1,-525100.0,525100.0
NZDJPY,65.0,3.0,7,-750000.0,1.4298,666038.0,42,2,inf,1494965.0,31,0,0.0,0.0
NZDJPY,65.0,3.0,7,-1000000.0,1.1003,202038.0,42,2,inf,1494965.0,31,0,0.0,0.0
NZDJPY,70.0,1.0,3,-150000.0,0.8303,-82707.0,22,3,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,3,-250000.0,3.3317,295666.0,23,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,3,-350000.0,3.3317,295666.0,23,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,3,-500000.0,3.3317,295666.0,23,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,3,-750000.0,3.3317,295666.0,23,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,3,-1000000.0,3.3317,295666.0,23,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,5,-150000.0,0.8062,-97307.0,22,3,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,5,-250000.0,1.6832,177644.0,24,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,5,-350000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,5,-500000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,5,-750000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,5,-1000000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,7,-150000.0,0.8062,-97307.0,22,3,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,7,-250000.0,1.6832,177644.0,24,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,7,-350000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,7,-500000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,7,-750000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.0,7,-1000000.0,inf,495066.0,27,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,3,-150000.0,2.0348,158119.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,3,-250000.0,2.914,202883.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,3,-350000.0,2.914,202883.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,3,-500000.0,2.914,202883.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,3,-750000.0,2.914,202883.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,3,-1000000.0,2.914,202883.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,5,-150000.0,2.0348,158119.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,5,-250000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,5,-350000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,5,-500000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,5,-750000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,5,-1000000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,7,-150000.0,2.0348,158119.0,11,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,7,-250000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,7,-350000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,7,-500000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,7,-750000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,1.5,7,-1000000.0,inf,384741.0,14,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,3,-150000.0,6.3908,269543.0,8,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,3,-250000.0,6.3908,269543.0,8,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,3,-350000.0,6.3908,269543.0,8,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,3,-500000.0,6.3908,269543.0,8,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,3,-750000.0,6.3908,269543.0,8,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,3,-1000000.0,6.3908,269543.0,8,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,5,-150000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,5,-250000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,5,-350000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,5,-500000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,5,-750000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,5,-1000000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,7,-150000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,7,-250000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,7,-350000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,7,-500000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,7,-750000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,2.0,7,-1000000.0,inf,365459.0,10,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,3,-150000.0,1.7833,117566.0,5,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,3,-250000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,3,-350000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,3,-500000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,3,-750000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,3,-1000000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,5,-150000.0,1.7833,117566.0,5,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,5,-250000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,5,-350000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,5,-500000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,5,-750000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,5,-1000000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,7,-150000.0,1.7833,117566.0,5,1,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,7,-250000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,7,-350000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,7,-500000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,7,-750000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
NZDJPY,70.0,3.0,7,-1000000.0,inf,325245.0,6,0,inf,0.0,0,0,0.0,0.0
AUDCAD,61.8,1.0,3,-150000.0,1.3136,1625116.0,333,32,1.1639,872672.0,257,32,-243215.0,307599.0
AUDCAD,61.8,1.0,3,-250000.0,1.4598,2049114.0,318,21,1.1309,666932.0,236,22,-409428.0,757688.0
AUDCAD,61.8,1.0,3,-350000.0,2.0613,3104847.0,298,17,1.1638,775550.0,226,20,-525852.0,865835.0
AUDCAD,61.8,1.0,3,-500000.0,2.2748,3329840.0,294,17,1.309,1259514.0,220,18,-678347.0,972994.0
AUDCAD,61.8,1.0,3,-750000.0,2.2748,3329840.0,294,17,1.3838,1482448.0,220,17,-849961.0,1280950.0
AUDCAD,61.8,1.0,3,-1000000.0,2.2748,3329840.0,294,17,1.3194,1285310.0,219,17,-1011312.0,1406514.0
AUDCAD,61.8,1.0,5,-150000.0,1.2837,1511687.0,335,32,1.1673,901401.0,262,32,-243215.0,307599.0
AUDCAD,61.8,1.0,5,-250000.0,1.7588,3037242.0,342,15,1.1318,722986.0,258,19,-409428.0,775616.0
AUDCAD,61.8,1.0,5,-350000.0,1.8733,3180427.0,333,10,1.1994,1045018.0,261,13,-609659.0,955020.0
AUDCAD,61.8,1.0,5,-500000.0,2.014,3340822.0,324,8,1.0733,418594.0,254,11,-590653.0,1140347.0
AUDCAD,61.8,1.0,5,-750000.0,2.6096,4071465.0,324,7,1.0663,377762.0,252,9,-892729.0,2164541.0
AUDCAD,61.8,1.0,5,-1000000.0,2.6096,4071465.0,324,7,1.3991,1632700.0,240,7,-1042092.0,1358644.0
AUDCAD,61.8,1.0,7,-150000.0,1.2837,1511687.0,335,32,1.1673,901401.0,262,32,-243215.0,307599.0
AUDCAD,61.8,1.0,7,-250000.0,1.7588,3037242.0,342,15,1.1318,722986.0,258,19,-409428.0,775616.0
AUDCAD,61.8,1.0,7,-350000.0,1.8113,3064720.0,334,10,1.1994,1045018.0,261,13,-609659.0,955020.0
AUDCAD,61.8,1.0,7,-500000.0,1.3754,1839809.0,330,9,1.1463,785285.0,255,10,-590653.0,1075632.0
AUDCAD,61.8,1.0,7,-750000.0,1.8001,3089716.0,340,5,1.2479,1246901.0,261,6,-948996.0,2059582.0
AUDCAD,61.8,1.0,7,-1000000.0,2.5257,4194990.0,340,3,2.0012,3127155.0,261,3,-1290817.0,1229080.0
AUDCAD,61.8,1.5,3,-150000.0,1.3999,1325705.0,149,21,1.0592,238415.0,117,25,-215784.0,587355.0
AUDCAD,61.8,1.5,3,-250000.0,1.2354,902206.0,152,17,1.092,353249.0,116,17,-379621.0,891298.0
AUDCAD,61.8,1.5,3,-350000.0,1.655,1717302.0,141,14,1.4272,1221537.0,112,14,-402839.0,728713.0
AUDCAD,61.8,1.5,3,-500000.0,1.9313,2077683.0,140,13,1.1755,604336.0,111,14,-676835.0,1242751.0
AUDCAD,61.8,1.5,3,-750000.0,1.9313,2077683.0,140,13,1.0967,356801.0,111,14,-753408.0,1490286.0
AUDCAD,61.8,1.5,3,-1000000.0,1.9313,2077683.0,140,13,1.0279,109912.0,111,14,-1000296.0,1737175.0
AUDCAD,61.8,1.5,5,-150000.0,1.3723,1250592.0,148,20,1.0434,178229.0,118,25,-215784.0,587355.0
AUDCAD,61.8,1.5,5,-250000.0,1.2153,834643.0,151,15,1.0325,134017.0,120,15,-379621.0,971993.0
