pair,lb,adx,er_n,er_th,dir,full_pf,full_n,full_net,full_sh,full_dd,is_pf,is_n,oos_pf,oos_n,wfo_min,wfo_med,yr_pos,PASS
EURUSD,60,25,20,0.3,both,0.776,90,-1333.1,-1.4,19.6,0.842,50,0.683,40,0.07,0.35,42.0,
EURUSD,60,25,20,0.3,long,0.958,48,-143.8,-0.4,8.4,1.066,25,0.814,23,0.04,0.18,42.0,
EURUSD,60,25,20,0.4,both,0.586,62,-1911.5,-1.66,17.7,0.843,32,0.317,30,0.0,0.39,25.0,
EURUSD,60,25,20,0.4,long,0.944,31,-126.8,-0.25,5.5,1.127,16,0.683,15,0.0,0.0,36.0,
EURUSD,60,25,30,0.35,both,0.551,48,-1874.4,-1.65,18.3,0.788,25,0.293,23,0.0,0.39,17.0,
EURUSD,60,25,30,0.35,long,0.76,24,-541.7,-0.61,8.8,1.045,14,0.333,10,0.07,0.07,30.0,
EURUSD,60,30,0,0.0,both,0.555,102,-3426.0,-2.42,27.5,0.505,63,0.642,39,0.02,0.63,25.0,
EURUSD,60,30,0,0.0,long,0.804,48,-773.2,-0.81,9.4,0.771,27,0.862,21,0.0,0.31,36.0,
EURUSD,60,30,20,0.3,both,0.692,63,-1519.2,-1.49,19.5,0.86,36,0.452,27,0.0,0.38,42.0,
EURUSD,60,30,20,0.3,long,1.066,32,173.2,-0.03,6.5,1.268,17,0.777,15,0.0,0.08,45.0,
EURUSD,60,30,20,0.4,both,0.666,40,-1037.0,-0.96,13.5,0.895,22,0.391,18,0.0,0.4,25.0,
EURUSD,60,30,20,0.4,long,0.96,22,-73.0,0.05,4.9,1.196,12,0.638,10,0.29,0.29,30.0,
EURUSD,60,30,30,0.35,both,0.582,41,-1581.9,-1.44,15.9,0.828,22,0.308,19,0.0,0.47,27.0,
EURUSD,60,30,30,0.35,long,0.958,19,-75.5,-0.1,5.8,1.362,11,0.388,8,0.14,0.14,33.0,
EURUSD,100,0,0,0.0,both,0.636,347,-7408.6,-3.2,58.7,0.624,203,0.652,144,0.16,0.75,17.0,
EURUSD,100,0,0,0.0,long,0.684,167,-3058.2,-1.92,29.9,0.688,95,0.678,72,0.17,0.69,33.0,
EURUSD,100,0,20,0.3,both,0.882,174,-1140.4,-0.79,20.4,1.011,98,0.731,76,0.06,1.37,50.0,
EURUSD,100,0,20,0.3,long,1.121,86,552.4,0.16,11.3,1.456,46,0.771,40,0.0,0.59,55.0,
EURUSD,100,0,20,0.4,both,0.747,102,-1496.7,-1.12,13.2,0.956,54,0.545,48,0.0,0.59,50.0,
EURUSD,100,0,20,0.4,long,0.842,51,-474.8,-0.63,9.7,1.241,24,0.516,27,0.0,0.15,60.0,
EURUSD,100,0,30,0.35,both,0.681,77,-1524.5,-1.09,13.2,0.767,41,0.586,36,0.0,0.56,33.0,
EURUSD,100,0,30,0.35,long,0.852,36,-332.3,-0.3,8.4,1.104,17,0.643,19,0.06,0.23,40.0,
EURUSD,100,20,0,0.0,both,0.642,261,-5552.8,-2.64,42.6,0.639,147,0.645,114,0.19,0.87,17.0,
EURUSD,100,20,0,0.0,long,0.703,125,-2133.8,-1.32,15.8,0.663,67,0.756,58,0.21,0.7,42.0,
EURUSD,100,20,20,0.3,both,0.8,140,-1616.0,-1.09,17.0,0.805,76,0.794,64,0.06,1.03,42.0,
EURUSD,100,20,20,0.3,long,1.031,70,122.1,-0.05,9.0,1.118,36,0.932,34,0.0,0.94,45.0,
EURUSD,100,20,20,0.4,both,0.681,89,-1674.3,-1.43,15.9,0.873,47,0.501,42,0.0,0.53,33.0,
EURUSD,100,20,20,0.4,long,0.737,46,-766.8,-0.91,10.4,1.053,23,0.461,23,0.0,0.04,50.0,
EURUSD,100,20,30,0.35,both,0.759,69,-1026.9,-0.64,10.5,0.854,36,0.661,33,0.0,0.95,42.0,
EURUSD,100,20,30,0.35,long,0.878,34,-270.4,-0.2,7.6,1.036,17,0.73,17,0.06,0.23,30.0,
EURUSD,100,25,0,0.0,both,0.649,191,-3835.4,-2.22,29.5,0.576,113,0.765,78,0.15,0.54,25.0,
EURUSD,100,25,0,0.0,long,0.737,93,-1404.4,-1.01,10.0,0.66,50,0.848,43,0.09,0.86,50.0,
EURUSD,100,25,20,0.3,both,0.716,105,-1857.0,-1.46,18.7,0.704,55,0.731,50,0.08,0.88,25.0,
EURUSD,100,25,20,0.3,long,0.973,54,-88.1,-0.17,7.7,1.023,25,0.919,29,0.0,0.76,45.0,
EURUSD,100,25,20,0.4,both,0.591,69,-1954.3,-1.65,20.9,0.995,33,0.3,36,0.0,0.21,25.0,
EURUSD,100,25,20,0.4,long,0.838,36,-383.7,-0.46,8.9,1.299,16,0.498,20,0.03,0.03,44.0,
EURUSD,100,25,30,0.35,both,0.724,59,-1045.7,-0.73,11.9,1.098,29,0.447,30,0.0,0.72,33.0,
EURUSD,100,25,30,0.35,long,1.049,27,84.4,0.13,6.5,1.365,13,0.762,14,0.0,0.04,40.0,
EURUSD,100,30,0,0.0,both,0.58,116,-3300.9,-2.36,28.8,0.528,73,0.677,43,0.03,0.63,17.0,
EURUSD,100,30,0,0.0,long,0.828,59,-733.2,-0.58,11.4,0.769,33,0.926,26,0.0,0.92,36.0,
EURUSD,100,30,20,0.3,both,0.702,70,-1503.3,-1.26,19.1,0.721,40,0.674,30,0.0,0.98,33.0,
EURUSD,100,30,20,0.3,long,1.082,39,226.2,0.18,6.1,1.071,21,1.098,18,0.0,1.73,55.0,
EURUSD,100,30,20,0.4,both,0.743,44,-797.0,-0.81,14.0,1.039,23,0.427,21,0.29,0.33,33.0,
EURUSD,100,30,20,0.4,long,0.964,24,-65.3,-0.0,6.1,1.401,11,0.543,13,0.0,0.16,38.0,
EURUSD,100,30,30,0.35,both,0.787,46,-677.6,-0.58,10.2,0.948,25,0.616,21,0.09,1.2,27.0,
EURUSD,100,30,30,0.35,long,1.277,21,385.9,0.45,5.0,1.668,11,0.921,10,0.0,0.07,44.0,
EURUSD,150,0,0,0.0,both,0.584,293,-8352.3,-3.17,58.8,0.643,168,0.517,125,0.35,0.37,8.0,
EURUSD,150,0,0,0.0,long,0.642,142,-3526.6,-1.82,29.5,0.699,76,0.571,66,0.22,0.47,27.0,
EURUSD,150,0,20,0.3,both,0.73,155,-2476.2,-1.24,19.9,0.877,85,0.578,70,0.17,0.45,17.0,
EURUSD,150,0,20,0.3,long,0.853,85,-765.7,-0.42,14.4,1.058,44,0.643,41,0.1,0.46,45.0,
EURUSD,150,0,20,0.4,both,0.538,91,-2731.8,-2.01,16.9,0.76,47,0.332,44,0.04,0.38,36.0,
EURUSD,150,0,20,0.4,long,0.595,51,-1324.2,-1.57,12.0,0.931,24,0.31,27,0.03,0.16,36.0,
EURUSD,150,0,30,0.35,both,0.459,74,-2842.6,-2.24,21.1,0.566,40,0.309,34,0.02,0.55,18.0,
EURUSD,150,0,30,0.35,long,0.525,40,-1383.0,-1.34,13.9,0.677,21,0.329,19,0.0,0.02,22.0,
EURUSD,150,20,0,0.0,both,0.61,218,-5768.9,-2.41,42.6,0.688,122,0.527,96,0.2,0.53,8.0,
EURUSD,150,20,0,0.0,long,0.701,115,-2304.3,-1.13,18.7,0.778,59,0.61,56,0.27,0.42,27.0,
EURUSD,150,20,20,0.3,both,0.643,132,-2884.3,-1.71,25.9,0.754,71,0.536,61,0.21,0.41,17.0,
EURUSD,150,20,20,0.3,long,0.81,77,-918.6,-0.57,15.3,0.937,40,0.68,37,0.16,0.44,36.0,
EURUSD,150,20,20,0.4,both,0.53,78,-2429.3,-2.02,16.4,0.656,41,0.418,37,0.04,0.41,27.0,
EURUSD,150,20,20,0.4,long,0.656,45,-1025.3,-1.19,10.4,0.737,24,0.566,21,0.0,0.63,27.0,
EURUSD,150,20,30,0.35,both,0.467,66,-2683.8,-2.13,20.4,0.628,35,0.285,31,0.02,0.44,18.0,
EURUSD,150,20,30,0.35,long,0.502,38,-1516.5,-1.46,14.9,0.65,21,0.313,17,0.0,0.02,22.0,
EURUSD,150,25,0,0.0,both,0.624,166,-4152.5,-2.34,32.8,0.649,97,0.592,69,0.08,0.56,25.0,
EURUSD,150,25,0,0.0,long,0.692,87,-1867.2,-1.22,15.8,0.739,47,0.629,40,0.1,0.34,36.0,
EURUSD,150,25,20,0.3,both,0.585,99,-2809.3,-2.06,26.9,0.591,56,0.578,43,0.0,0.66,17.0,
EURUSD,150,25,20,0.3,long,0.765,57,-983.5,-0.79,14.6,0.814,31,0.7,26,0.0,0.4,27.0,
EURUSD,150,25,20,0.4,both,0.374,67,-3275.5,-3.08,22.8,0.402,35,0.345,32,0.16,0.32,18.0,
EURUSD,150,25,20,0.4,long,0.666,38,-893.2,-1.04,8.2,0.624,20,0.724,18,0.0,0.66,27.0,
EURUSD,150,25,30,0.35,both,0.518,57,-2018.7,-1.63,17.1,0.746,30,0.287,27,0.01,0.41,27.0,
EURUSD,150,25,30,0.35,long,0.617,32,-918.6,-0.91,11.2,0.81,18,0.358,14,0.0,0.0,22.0,
EURUSD,150,30,0,0.0,both,0.541,114,-3939.9,-2.39,30.6,0.589,67,0.469,47,0.0,0.61,18.0,
EURUSD,150,30,0,0.0,long,0.72,63,-1423.8,-0.85,12.7,0.736,35,0.694,28,0.0,0.54,40.0,
EURUSD,150,30,20,0.3,both,0.497,77,-3154.9,-2.3,28.5,0.542,44,0.431,33,0.0,0.41,18.0,
EURUSD,150,30,20,0.3,long,0.744,46,-974.0,-0.66,12.4,0.736,26,0.758,20,0.0,0.78,40.0,
EURUSD,150,30,20,0.4,both,0.459,46,-1937.0,-2.06,15.4,0.474,25,0.438,21,0.0,0.34,18.0,
EURUSD,150,30,20,0.4,long,0.687,29,-692.8,-0.7,6.8,0.639,16,0.784,13,0.0,0.0,30.0,
EURUSD,150,30,30,0.35,both,0.52,47,-1849.1,-1.57,17.4,0.568,25,0.466,22,0.01,1.32,30.0,
EURUSD,150,30,30,0.35,long,0.855,26,-292.7,-0.24,6.6,0.912,15,0.771,11,0.0,0.0,33.0,
USDJPY,60,0,0,0.0,both,0.711,355,-8517.6,-2.12,48.5,0.647,217,0.775,138,0.16,0.83,25.0,
USDJPY,60,0,0,0.0,long,0.779,189,-3398.2,-1.18,22.0,0.538,102,0.924,87,0.25,1.02,42.0,
USDJPY,60,0,20,0.3,both,1.118,176,1597.6,0.19,20.9,0.911,105,1.336,71,0.15,1.53,50.0,
USDJPY,60,0,20,0.3,long,1.179,94,1308.4,0.32,12.6,0.664,47,1.485,47,0.25,1.29,42.0,
USDJPY,60,0,20,0.4,both,1.342,103,2446.1,0.51,17.2,1.044,59,1.63,44,0.25,1.92,58.0,
USDJPY,60,0,20,0.4,long,1.461,59,1982.1,0.57,9.5,0.824,28,1.859,31,1.6,1.65,50.0,
USDJPY,60,0,30,0.35,both,0.708,83,-2471.4,-1.37,15.5,0.702,39,0.712,44,0.0,0.25,25.0,
USDJPY,60,0,30,0.35,long,0.72,51,-1434.8,-1.15,10.5,0.691,18,0.731,33,0.0,0.67,17.0,
USDJPY,60,20,0,0.0,both,0.751,267,-6027.9,-1.65,35.1,0.635,158,0.868,109,0.13,0.74,25.0,
USDJPY,60,20,0,0.0,long,0.858,137,-1728.0,-0.71,18.4,0.577,71,1.018,66,0.34,0.83,25.0,
USDJPY,60,20,20,0.3,both,1.1,152,1258.0,0.1,19.1,0.888,86,1.312,66,0.09,1.46,50.0,
USDJPY,60,20,20,0.3,long,1.193,79,1283.8,0.31,10.9,0.708,37,1.461,42,0.12,1.61,42.0,
USDJPY,60,20,20,0.4,both,1.424,95,2758.9,0.56,17.2,1.045,55,1.824,40,0.0,1.91,58.0,
USDJPY,60,20,20,0.4,long,1.576,54,2218.8,0.68,8.2,0.864,26,2.033,28,1.64,1.97,42.0,
USDJPY,60,20,30,0.35,both,0.761,76,-1822.0,-1.15,14.2,0.678,36,0.82,40,0.19,0.72,25.0,
USDJPY,60,20,30,0.35,long,0.749,46,-1170.1,-1.03,9.1,0.611,16,0.805,30,0.67,0.82,18.0,
USDJPY,60,25,0,0.0,both,0.82,187,-3207.5,-1.03,27.0,0.61,109,1.066,78,0.15,0.98,42.0,
USDJPY,60,25,0,0.0,long,0.785,103,-2198.6,-1.09,21.6,0.349,51,1.081,52,0.09,1.1,33.0,
USDJPY,60,25,20,0.3,both,1.187,114,1758.7,0.57,14.3,0.918,62,1.49,52,0.11,1.5,55.0,
USDJPY,60,25,20,0.3,long,1.058,62,317.5,-0.06,14.2,0.4,27,1.478,35,0.22,1.46,36.0,
USDJPY,60,25,20,0.4,both,1.509,71,2525.3,0.88,11.8,1.037,36,1.936,35,0.0,2.7,64.0,
USDJPY,60,25,20,0.4,long,1.69,40,1967.7,0.89,7.1,0.862,15,2.055,25,1.09,3.12,45.0,
USDJPY,60,25,30,0.35,both,0.864,64,-829.7,-0.48,9.2,0.743,30,0.954,34,0.0,0.7,27.0,
USDJPY,60,25,30,0.35,long,0.763,39,-914.6,-0.71,8.1,0.509,14,0.872,25,0.46,1.06,40.0,
USDJPY,60,30,0,0.0,both,0.831,129,-2073.1,-0.92,17.8,0.557,66,1.09,63,0.1,1.19,33.0,
USDJPY,60,30,0,0.0,long,0.814,74,-1355.6,-1.06,16.4,0.306,28,1.046,46,0.0,0.8,50.0,
USDJPY,60,30,20,0.3,both,0.887,85,-791.0,-0.38,12.0,0.747,41,1.001,44,0.0,1.08,45.0,
USDJPY,60,30,20,0.3,long,0.751,48,-1056.8,-0.69,9.1,0.489,17,0.839,31,0.56,0.82,33.0,
USDJPY,60,30,20,0.4,both,0.926,61,-359.8,-0.36,10.9,0.877,27,0.958,34,0.0,0.77,50.0,
USDJPY,60,30,20,0.4,long,0.784,34,-635.6,-0.26,4.9,0.861,10,0.768,24,0.42,0.81,25.0,
USDJPY,60,30,30,0.35,both,0.867,55,-697.9,-0.27,8.1,0.803,22,0.9,33,0.33,1.05,44.0,
USDJPY,60,30,30,0.35,long,0.723,35,-994.0,-0.55,7.6,0.549,11,0.775,24,0.42,0.98,33.0,
USDJPY,100,0,0,0.0,both,0.554,343,-14851.1,-3.91,78.0,0.529,210,0.577,133,0.28,0.42,8.0,
USDJPY,100,0,0,0.0,long,0.605,182,-7226.0,-2.54,42.3,0.396,98,0.744,84,0.31,0.62,25.0,
USDJPY,100,0,20,0.3,both,0.738,193,-4430.3,-1.56,34.6,0.715,115,0.757,78,0.25,1.04,42.0,
USDJPY,100,0,20,0.3,long,0.866,99,-1219.3,-0.56,19.7,0.591,46,0.994,53,0.23,1.35,42.0,
USDJPY,100,0,20,0.4,both,0.871,117,-1301.0,-0.47,18.6,1.047,64,0.777,53,0.28,0.64,33.0,
USDJPY,100,0,20,0.4,long,1.091,62,467.8,0.17,10.4,0.936,26,1.15,36,0.77,0.9,25.0,
USDJPY,100,0,30,0.35,both,0.567,96,-4666.5,-1.59,19.2,0.885,42,0.442,54,0.11,0.48,33.0,
USDJPY,100,0,30,0.35,long,0.647,51,-1883.5,-0.94,9.5,0.956,16,0.57,35,0.15,0.58,30.0,
USDJPY,100,20,0,0.0,both,0.572,274,-11940.2,-3.4,64.1,0.528,166,0.609,108,0.33,0.83,25.0,
USDJPY,100,20,0,0.0,long,0.693,140,-4411.7,-1.74,29.7,0.421,74,0.86,66,0.53,0.86,33.0,
USDJPY,100,20,20,0.3,both,0.728,167,-4202.4,-1.45,27.8,0.745,94,0.716,73,0.18,0.68,33.0,
USDJPY,100,20,20,0.3,long,0.878,85,-1012.3,-0.36,14.3,0.694,37,0.949,48,0.12,0.87,42.0,
USDJPY,100,20,20,0.4,both,0.895,104,-982.7,-0.31,16.2,1.1,55,0.792,49,0.04,0.65,33.0,
USDJPY,100,20,20,0.4,long,1.145,55,671.8,0.39,7.8,1.041,22,1.18,33,0.86,0.9,25.0,
USDJPY,100,20,30,0.35,both,0.581,89,-4110.4,-1.56,18.2,0.792,39,0.494,50,0.19,0.5,33.0,
USDJPY,100,20,30,0.35,long,0.647,48,-1768.4,-0.97,8.9,0.753,15,0.618,33,0.38,0.76,30.0,
USDJPY,100,25,0,0.0,both,0.579,206,-9294.0,-2.91,46.4,0.506,126,0.646,80,0.11,0.48,17.0,
USDJPY,100,25,0,0.0,long,0.577,108,-5335.8,-2.24,29.5,0.253,53,0.768,55,0.08,0.77,25.0,
USDJPY,100,25,20,0.3,both,0.667,135,-4389.4,-1.45,21.5,0.676,77,0.66,58,0.1,0.58,27.0,
USDJPY,100,25,20,0.3,long,0.707,68,-2144.0,-0.84,15.5,0.405,28,0.833,40,0.17,0.7,27.0,
USDJPY,100,25,20,0.4,both,0.897,85,-831.9,-0.15,12.6,0.922,41,0.885,44,0.04,0.66,45.0,
USDJPY,100,25,20,0.4,long,1.164,44,646.1,0.48,7.0,0.848,14,1.255,30,0.66,1.19,36.0,
USDJPY,100,25,30,0.35,both,0.615,76,-3221.2,-1.09,12.9,0.798,34,0.534,42,0.0,0.55,27.0,
USDJPY,100,25,30,0.35,long,0.626,40,-1613.2,-0.78,6.1,0.621,13,0.627,27,0.56,0.73,44.0,
USDJPY,100,30,0,0.0,both,0.604,136,-6006.9,-2.13,27.1,0.497,70,0.679,66,0.06,0.82,25.0,
USDJPY,100,30,0,0.0,long,0.642,73,-3132.6,-1.47,16.2,0.323,26,0.756,47,0.0,0.69,33.0,
USDJPY,100,30,20,0.3,both,0.568,96,-4239.0,-1.67,20.1,0.66,49,0.516,47,0.0,0.51,30.0,
USDJPY,100,30,20,0.3,long,0.514,51,-2802.9,-1.29,10.8,0.457,18,0.53,33,0.29,0.77,33.0,
USDJPY,100,30,20,0.4,both,0.647,68,-2466.4,-0.89,11.9,0.949,29,0.534,39,0.06,0.5,40.0,
USDJPY,100,30,20,0.4,long,0.601,37,-1572.8,-0.47,5.7,1.121,9,0.538,28,0.45,0.55,33.0,
USDJPY,100,30,30,0.35,both,0.643,64,-2536.7,-0.9,10.2,0.725,26,0.611,38,0.51,0.73,44.0,
USDJPY,100,30,30,0.35,long,0.608,36,-1632.7,-0.69,6.7,0.531,10,0.624,26,0.55,0.69,25.0,
USDJPY,150,0,0,0.0,both,0.524,324,-16467.6,-3.82,84.1,0.62,189,0.459,135,0.32,0.4,17.0,
USDJPY,150,0,0,0.0,long,0.584,168,-7653.3,-2.3,37.8,0.506,81,0.618,87,0.32,0.63,18.0,
USDJPY,150,0,20,0.3,both,0.728,189,-4966.2,-1.16,29.8,0.848,106,0.647,83,0.32,0.89,42.0,
USDJPY,150,0,20,0.3,long,0.788,95,-1994.7,-0.27,16.0,0.865,37,0.767,58,0.18,1.07,45.0,
USDJPY,150,0,20,0.4,both,0.671,123,-3883.9,-1.15,23.5,0.919,67,0.548,56,0.16,0.5,42.0,
USDJPY,150,0,20,0.4,long,0.898,64,-592.9,0.09,11.1,1.285,26,0.802,38,0.24,0.64,36.0,
USDJPY,150,0,30,0.35,both,0.616,100,-4123.2,-1.16,16.7,0.949,43,0.487,57,0.44,0.54,27.0,
USDJPY,150,0,30,0.35,long,0.642,53,-1958.3,-0.69,11.2,1.807,14,0.5,39,0.11,0.54,36.0,
USDJPY,150,20,0,0.0,both,0.574,245,-11756.8,-2.76,58.9,0.66,140,0.519,105,0.21,0.54,33.0,
USDJPY,150,20,0,0.0,long,0.666,123,-4815.5,-1.33,24.9,0.556,53,0.705,70,0.26,0.72,36.0,
USDJPY,150,20,20,0.3,both,0.725,162,-4465.4,-1.04,24.9,0.898,87,0.623,75,0.12,0.63,42.0,
USDJPY,150,20,20,0.3,long,0.79,81,-1829.8,-0.17,16.0,0.969,28,0.75,53,0.06,0.74,55.0,
USDJPY,150,20,20,0.4,both,0.707,109,-3175.1,-0.84,19.4,1.049,58,0.553,51,0.0,0.51,42.0,
USDJPY,150,20,20,0.4,long,0.935,56,-346.7,0.31,11.3,1.729,21,0.787,35,0.0,0.67,36.0,
USDJPY,150,20,30,0.35,both,0.622,93,-3749.1,-1.02,14.9,1.063,39,0.465,54,0.1,0.49,36.0,
USDJPY,150,20,30,0.35,long,0.651,50,-1835.1,-0.62,11.0,2.078,12,0.509,38,0.11,0.53,40.0,
USDJPY,150,25,0,0.0,both,0.603,188,-8783.4,-2.23,41.2,0.731,103,0.528,85,0.04,0.58,33.0,
USDJPY,150,25,0,0.0,long,0.594,104,-5319.3,-1.73,23.5,0.471,42,0.634,62,0.05,0.71,36.0,
USDJPY,150,25,20,0.3,both,0.685,128,-4401.6,-0.88,20.1,1.069,63,0.501,65,0.06,0.45,36.0,
USDJPY,150,25,20,0.3,long,0.593,69,-3402.4,-0.9,13.2,0.754,21,0.558,48,0.08,0.52,40.0,
USDJPY,150,25,20,0.4,both,0.66,88,-3280.9,-0.92,16.0,0.899,39,0.571,49,0.0,0.44,36.0,
USDJPY,150,25,20,0.4,long,0.776,49,-1158.0,-0.22,8.3,0.793,15,0.773,34,0.0,0.58,30.0,
USDJPY,150,25,30,0.35,both,0.681,80,-2668.9,-0.48,11.4,1.297,32,0.485,48,0.0,0.5,40.0,
USDJPY,150,25,30,0.35,long,0.652,43,-1587.1,-0.39,8.3,2.106,10,0.508,33,0.0,0.55,44.0,
USDJPY,150,30,0,0.0,both,0.558,140,-7451.2,-2.34,30.4,0.557,68,0.559,72,0.0,0.62,0.0,
USDJPY,150,30,0,0.0,long,0.547,80,-4798.5,-1.89,20.1,0.371,24,0.591,56,0.0,0.51,30.0,
USDJPY,150,30,20,0.3,both,0.482,101,-6124.7,-2.1,23.6,0.679,45,0.398,56,0.0,0.45,30.0,
USDJPY,150,30,20,0.3,long,0.399,56,-4411.0,-1.84,15.9,0.499,14,0.382,42,0.0,0.28,22.0,
USDJPY,150,30,20,0.4,both,0.494,71,-4075.4,-1.69,16.5,0.787,28,0.399,43,0.0,0.42,20.0,
USDJPY,150,30,20,0.4,long,0.475,41,-2559.5,-0.97,8.7,0.968,9,0.423,32,0.0,0.36,22.0,
USDJPY,150,30,30,0.35,both,0.674,68,-2375.7,-0.39,9.0,1.185,24,0.538,44,0.0,0.53,56.0,
USDJPY,150,30,30,0.35,long,0.538,40,-2173.4,-0.73,8.2,1.078,8,0.493,32,0.0,0.52,25.0,
NZDJPY,60,0,0,0.0,both,0.427,423,-18064.7,-6.07,113.0,0.527,228,0.325,195,0.12,0.37,8.0,
NZDJPY,60,0,0,0.0,long,0.428,211,-8583.2,-4.7,60.7,0.496,103,0.372,108,0.24,0.29,8.0,
NZDJPY,60,0,20,0.3,both,0.674,180,-4409.2,-1.29,28.3,0.912,102,0.441,78,0.11,0.28,33.0,
NZDJPY,60,0,20,0.3,long,0.814,87,-1057.6,-0.75,15.4,1.151,41,0.586,46,0.26,0.4,58.0,
NZDJPY,60,0,20,0.4,both,0.715,110,-2504.7,-0.93,12.7,0.765,68,0.644,42,0.0,0.95,33.0,
NZDJPY,60,0,20,0.4,long,0.788,52,-752.7,-0.73,9.8,0.936,27,0.663,25,0.0,0.86,50.0,
NZDJPY,60,0,30,0.35,both,0.502,80,-3612.1,-1.96,20.4,0.435,55,0.626,25,0.01,0.65,17.0,
NZDJPY,60,0,30,0.35,long,0.46,42,-1782.7,-2.35,13.7,0.378,25,0.556,17,0.01,0.52,25.0,
NZDJPY,60,20,0,0.0,both,0.456,247,-10932.4,-4.52,68.6,0.549,138,0.355,109,0.1,0.31,8.0,
NZDJPY,60,20,0,0.0,long,0.458,119,-4953.3,-3.45,36.7,0.62,59,0.336,60,0.18,0.29,17.0,
NZDJPY,60,20,20,0.3,both,0.637,141,-4031.9,-1.43,22.6,0.801,83,0.457,58,0.01,0.42,33.0,
NZDJPY,60,20,20,0.3,long,0.752,66,-1073.6,-0.75,13.7,1.004,32,0.577,34,0.04,0.62,50.0,
NZDJPY,60,20,20,0.4,both,0.761,92,-1845.5,-0.5,10.1,0.836,57,0.666,35,0.0,0.62,42.0,
NZDJPY,60,20,20,0.4,long,0.913,43,-251.5,-0.23,7.2,1.047,23,0.802,20,0.0,0.38,42.0,
NZDJPY,60,20,30,0.35,both,0.507,72,-3304.5,-2.1,21.1,0.387,52,0.769,20,0.01,1.05,25.0,
NZDJPY,60,20,30,0.35,long,0.547,37,-1279.6,-1.69,9.9,0.425,23,0.702,14,0.01,0.78,33.0,
NZDJPY,60,25,0,0.0,both,0.527,164,-6449.8,-2.62,34.2,0.725,88,0.364,76,0.11,0.36,25.0,
NZDJPY,60,25,0,0.0,long,0.5,79,-2967.7,-2.25,21.6,0.808,36,0.348,43,0.06,0.34,25.0,
NZDJPY,60,25,20,0.3,both,0.676,113,-2801.5,-0.94,19.8,0.944,63,0.453,50,0.0,0.56,33.0,
NZDJPY,60,25,20,0.3,long,0.643,54,-1276.3,-1.09,13.9,0.909,25,0.506,29,0.0,0.06,42.0,
NZDJPY,60,25,20,0.4,both,0.918,78,-495.5,0.36,8.8,1.111,47,0.72,31,0.0,0.73,42.0,
NZDJPY,60,25,20,0.4,long,0.938,37,-142.3,-0.01,7.3,1.128,19,0.816,18,0.0,0.14,42.0,
NZDJPY,60,25,30,0.35,both,0.533,63,-2556.3,-1.52,15.3,0.383,45,0.827,18,0.0,0.92,17.0,
NZDJPY,60,25,30,0.35,long,0.488,34,-1241.0,-1.65,9.2,0.278,22,0.795,12,0.0,0.23,25.0,
NZDJPY,60,30,0,0.0,both,0.637,96,-2891.0,-1.29,15.2,0.734,61,0.514,35,0.0,0.35,25.0,
NZDJPY,60,30,0,0.0,long,0.646,46,-1191.4,-1.18,11.2,0.84,26,0.476,20,0.0,0.0,36.0,
NZDJPY,60,30,20,0.3,both,0.692,75,-1851.6,-0.83,9.5,0.678,47,0.711,28,0.0,0.45,33.0,
NZDJPY,60,30,20,0.3,long,0.668,35,-760.0,-1.05,7.7,0.571,20,0.773,15,0.0,0.0,18.0,
NZDJPY,60,30,20,0.4,both,0.7,59,-1518.9,-0.49,6.9,0.672,40,0.74,19,0.95,1.0,25.0,
NZDJPY,60,30,20,0.4,long,0.67,26,-581.6,-0.6,5.9,0.671,17,0.669,9,0.0,1.67,20.0,
NZDJPY,60,30,30,0.35,both,0.385,49,-3029.8,-2.39,17.7,0.178,35,0.825,14,1.03,1.44,17.0,
NZDJPY,60,30,30,0.35,long,0.342,29,-1570.7,-2.62,11.8,0.197,19,0.526,10,1.85,1.85,18.0,
NZDJPY,100,0,0,0.0,both,0.357,420,-20317.0,-7.86,129.6,0.353,257,0.362,163,0.25,0.4,0.0,
NZDJPY,100,0,0,0.0,long,0.356,208,-9994.6,-5.89,69.2,0.325,118,0.396,90,0.31,0.38,0.0,
NZDJPY,100,0,20,0.3,both,0.455,202,-8163.0,-3.54,46.5,0.448,132,0.466,70,0.28,0.49,17.0,
NZDJPY,100,0,20,0.3,long,0.605,105,-2692.4,-1.84,18.6,0.525,63,0.71,42,0.34,0.9,17.0,
NZDJPY,100,0,20,0.4,both,0.432,135,-5856.9,-3.68,36.3,0.425,88,0.441,47,0.16,0.39,8.0,
NZDJPY,100,0,20,0.4,long,0.545,68,-2035.4,-1.9,14.8,0.52,41,0.577,27,0.01,0.12,25.0,
NZDJPY,100,0,30,0.35,both,0.441,92,-4374.7,-2.46,24.0,0.508,62,0.348,30,0.01,0.33,8.0,
NZDJPY,100,0,30,0.35,long,0.399,48,-2280.2,-2.76,17.1,0.481,29,0.323,19,0.01,0.36,17.0,
NZDJPY,100,20,0,0.0,both,0.353,273,-13079.7,-6.39,85.6,0.365,175,0.335,98,0.18,0.43,0.0,
NZDJPY,100,20,0,0.0,long,0.405,138,-5829.8,-4.0,42.1,0.417,82,0.39,56,0.14,0.66,17.0,
NZDJPY,100,20,20,0.3,both,0.407,167,-7331.8,-4.02,45.9,0.389,112,0.437,55,0.31,0.4,17.0,
NZDJPY,100,20,20,0.3,long,0.539,85,-2481.4,-1.93,19.0,0.464,53,0.649,32,0.13,0.72,27.0,
