sleeve,sharpe,maxdd
AUDCAD,1.0256906351461013,222.2160950278328
AUDNZD,0.27705192825954517,449.65475000000185
CADCHF,0.5991271237344348,210.32846398132406
EURGBP,0.07817774405298009,730.0644225054399
BASKET,0.8238807838661919,734.5073930356735
