run,rsi_buy_max,rsi_sell_min,bw_ratio,bw_lookback,sl_atr_mult,rr,PF,WR,N,MaxDD,avg_win,avg_loss,delta_pf,verdict
353,60,40,1.5,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
354,60,40,1.5,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
355,60,40,1.5,30,2.0,1.5,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
356,60,40,1.5,30,2.0,2.0,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
357,60,40,1.5,30,2.5,1.5,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
358,60,40,1.5,30,2.5,2.0,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
359,60,40,1.5,30,3.0,1.5,99.0,100.0,1,0.0,86.8,0.0,97.355,REJECT
360,60,40,1.5,30,3.0,2.0,99.0,100.0,1,0.0,115.8,0.0,97.355,REJECT
361,60,45,0.8,10,2.0,1.5,0.505,26.3,19,473.6,76.5,54.1,-1.14,REJECT
362,60,45,0.8,10,2.0,2.0,0.673,26.3,19,406.8,101.9,54.1,-0.972,REJECT
363,60,45,0.8,10,2.5,1.5,0.714,31.6,19,368.7,102.0,66.0,-0.931,REJECT
364,60,45,0.8,10,2.5,2.0,0.951,31.6,19,240.5,136.0,66.0,-0.694,REJECT
365,60,45,0.8,10,3.0,1.5,1.253,44.4,18,258.6,120.2,76.8,-0.392,REJECT
366,60,45,0.8,10,3.0,2.0,1.67,44.4,18,258.6,160.3,76.8,0.025,REJECT
367,60,45,0.8,20,2.0,1.5,0.398,23.1,13,411.7,77.9,58.7,-1.247,REJECT
368,60,45,0.8,20,2.0,2.0,0.531,23.1,13,379.4,103.8,58.7,-1.114,REJECT
369,60,45,0.8,20,2.5,1.5,0.661,30.8,13,291.3,106.5,71.6,-0.984,REJECT
370,60,45,0.8,20,2.5,2.0,0.882,30.8,13,215.5,142.0,71.6,-0.763,REJECT
371,60,45,0.8,20,3.0,1.5,1.443,50.0,12,258.6,123.1,85.3,-0.202,REJECT
372,60,45,0.8,20,3.0,2.0,1.924,50.0,12,258.6,164.2,85.3,0.279,REJECT
373,60,45,0.8,30,2.0,1.5,0.435,23.1,13,362.4,77.9,53.8,-1.21,REJECT
374,60,45,0.8,30,2.0,2.0,0.58,23.1,13,330.0,103.8,53.8,-1.065,REJECT
375,60,45,0.8,30,2.5,1.5,0.435,23.1,13,453.0,97.4,67.2,-1.21,REJECT
376,60,45,0.8,30,2.5,2.0,0.58,23.1,13,412.6,129.8,67.2,-1.065,REJECT
377,60,45,0.8,30,3.0,1.5,1.06,41.7,12,291.8,115.6,77.9,-0.585,REJECT
378,60,45,0.8,30,3.0,2.0,1.413,41.7,12,291.8,154.1,77.9,-0.232,REJECT
379,60,45,1.0,10,2.0,1.5,0.539,25.0,12,314.9,84.2,52.1,-1.106,REJECT
380,60,45,1.0,10,2.0,2.0,0.718,25.0,12,290.3,112.3,52.1,-0.927,REJECT
381,60,45,1.0,10,2.5,1.5,0.539,25.0,12,393.6,105.3,65.1,-1.106,REJECT
382,60,45,1.0,10,2.5,2.0,0.718,25.0,12,362.9,140.4,65.1,-0.927,REJECT
383,60,45,1.0,10,3.0,1.5,1.371,45.5,11,253.3,121.3,73.7,-0.274,REJECT
384,60,45,1.0,10,3.0,2.0,1.828,45.5,11,253.3,161.7,73.7,0.183,REJECT
385,60,45,1.0,20,2.0,1.5,0.422,25.0,4,93.4,63.1,49.9,-1.223,REJECT
386,60,45,1.0,20,2.0,2.0,0.563,25.0,4,93.4,84.2,49.9,-1.082,REJECT
387,60,45,1.0,20,2.5,1.5,0.422,25.0,4,116.8,78.9,62.3,-1.223,REJECT
388,60,45,1.0,20,2.5,2.0,0.563,25.0,4,116.8,105.2,62.3,-1.082,REJECT
389,60,45,1.0,20,3.0,1.5,1.09,50.0,4,84.3,90.8,83.3,-0.555,REJECT
390,60,45,1.0,20,3.0,2.0,1.453,50.0,4,84.3,121.0,83.3,-0.192,REJECT
391,60,45,1.0,30,2.0,1.5,0.0,0.0,5,262.4,0.0,52.5,-1.645,REJECT
392,60,45,1.0,30,2.0,2.0,0.0,0.0,5,262.4,0.0,52.5,-1.645,REJECT
393,60,45,1.0,30,2.5,1.5,0.0,0.0,5,328.0,0.0,65.6,-1.645,REJECT
394,60,45,1.0,30,2.5,2.0,0.0,0.0,5,328.0,0.0,65.6,-1.645,REJECT
395,60,45,1.0,30,3.0,1.5,0.259,20.0,5,248.9,86.8,83.9,-1.386,REJECT
396,60,45,1.0,30,3.0,2.0,0.345,20.0,5,219.9,115.8,83.9,-1.3,REJECT
397,60,45,1.2,10,2.0,1.5,1.226,42.9,7,133.2,84.2,51.5,-0.419,REJECT
398,60,45,1.2,10,2.0,2.0,1.634,42.9,7,133.2,112.3,51.5,-0.011,REJECT
399,60,45,1.2,10,2.5,1.5,1.226,42.9,7,166.5,105.3,64.4,-0.419,REJECT
400,60,45,1.2,10,2.5,2.0,1.634,42.9,7,166.5,140.4,64.4,-0.011,REJECT
401,60,45,1.2,10,3.0,1.5,3.282,66.7,6,141.9,116.5,71.0,1.637,REJECT
402,60,45,1.2,10,3.0,2.0,4.376,66.7,6,141.9,155.3,71.0,2.731,REJECT
403,60,45,1.2,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
404,60,45,1.2,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
405,60,45,1.2,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
406,60,45,1.2,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
407,60,45,1.2,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
408,60,45,1.2,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
409,60,45,1.2,30,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
410,60,45,1.2,30,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
411,60,45,1.2,30,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
412,60,45,1.2,30,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
413,60,45,1.2,30,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
414,60,45,1.2,30,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
415,60,45,1.5,10,2.0,1.5,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
416,60,45,1.5,10,2.0,2.0,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
417,60,45,1.5,10,2.5,1.5,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
418,60,45,1.5,10,2.5,2.0,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
419,60,45,1.5,10,3.0,1.5,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
420,60,45,1.5,10,3.0,2.0,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
421,60,45,1.5,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
422,60,45,1.5,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
423,60,45,1.5,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
424,60,45,1.5,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
425,60,45,1.5,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
426,60,45,1.5,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
427,60,45,1.5,30,2.0,1.5,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
428,60,45,1.5,30,2.0,2.0,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
429,60,45,1.5,30,2.5,1.5,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
430,60,45,1.5,30,2.5,2.0,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
431,60,45,1.5,30,3.0,1.5,99.0,100.0,1,0.0,86.8,0.0,97.355,REJECT
432,60,45,1.5,30,3.0,2.0,99.0,100.0,1,0.0,115.8,0.0,97.355,REJECT
433,65,35,0.8,10,2.0,1.5,1.199,40.7,27,351.1,92.3,52.9,-0.446,REJECT
434,65,35,0.8,10,2.0,2.0,1.599,40.7,27,283.8,123.1,52.9,-0.046,REJECT
435,65,35,0.8,10,2.5,1.5,1.448,44.4,27,349.0,116.9,64.6,-0.197,REJECT
436,65,35,0.8,10,2.5,2.0,1.647,40.7,27,339.8,156.4,65.3,0.002,REJECT
437,65,35,0.8,10,3.0,1.5,1.79,50.0,26,343.9,136.6,76.3,0.145,REJECT
438,65,35,0.8,10,3.0,2.0,2.386,50.0,26,343.9,182.1,76.3,0.741,REJECT
439,65,35,0.8,20,2.0,1.5,1.22,42.1,19,344.1,97.1,57.8,-0.425,REJECT
440,65,35,0.8,20,2.0,2.0,1.627,42.1,19,272.7,129.4,57.8,-0.018,REJECT
441,65,35,0.8,20,2.5,1.5,1.564,47.4,19,271.6,122.7,70.6,-0.081,REJECT
442,65,35,0.8,20,2.5,2.0,1.691,42.1,19,290.2,165.2,71.1,0.046,REJECT
443,65,35,0.8,20,3.0,1.5,2.094,55.6,18,286.3,141.7,84.6,0.449,REJECT
444,65,35,0.8,20,3.0,2.0,2.791,55.6,18,286.3,188.9,84.6,1.146,REJECT
445,65,35,0.8,30,2.0,1.5,1.262,41.2,17,245.3,96.9,53.8,-0.383,REJECT
446,65,35,0.8,30,2.0,2.0,1.683,41.2,17,181.0,129.2,53.8,0.038,REJECT
447,65,35,0.8,30,2.5,1.5,1.262,41.2,17,306.6,121.1,67.2,-0.383,REJECT
448,65,35,0.8,30,2.5,2.0,1.31,35.3,17,285.2,163.3,68.0,-0.335,REJECT
449,65,35,0.8,30,3.0,1.5,1.744,50.0,16,286.3,138.6,79.5,0.099,REJECT
450,65,35,0.8,30,3.0,2.0,2.326,50.0,16,286.3,184.9,79.5,0.681,REJECT
451,65,35,1.0,10,2.0,1.5,1.359,41.2,17,364.3,100.7,51.8,-0.286,REJECT
452,65,35,1.0,10,2.0,2.0,1.813,41.2,17,339.8,134.2,51.8,0.168,REJECT
453,65,35,1.0,10,2.5,1.5,1.359,41.2,17,455.4,125.9,64.8,-0.286,REJECT
454,65,35,1.0,10,2.5,2.0,1.813,41.2,17,424.7,167.8,64.8,0.168,REJECT
455,65,35,1.0,10,3.0,1.5,2.487,56.2,16,253.3,142.8,73.8,0.842,REJECT
456,65,35,1.0,10,3.0,2.0,3.316,56.2,16,253.3,190.3,73.8,1.671,REJECT
457,65,35,1.0,20,2.0,1.5,3.043,57.1,7,56.2,113.8,49.9,1.398,REJECT
458,65,35,1.0,20,2.0,2.0,4.058,57.1,7,56.2,151.8,49.9,2.413,REJECT
459,65,35,1.0,20,2.5,1.5,3.043,57.1,7,70.2,142.3,62.3,1.398,REJECT
460,65,35,1.0,20,2.5,2.0,4.058,57.1,7,70.2,189.7,62.3,2.413,REJECT
461,65,35,1.0,20,3.0,1.5,4.622,71.4,7,84.3,154.0,83.3,2.977,REJECT
462,65,35,1.0,20,3.0,2.0,6.163,71.4,7,84.3,205.3,83.3,4.518,REJECT
463,65,35,1.0,30,2.0,1.5,1.121,28.6,7,169.0,147.1,52.5,-0.524,REJECT
464,65,35,1.0,30,2.0,2.0,1.495,28.6,7,169.0,196.1,52.5,-0.15,REJECT
465,65,35,1.0,30,2.5,1.5,1.121,28.6,7,211.3,183.9,65.6,-0.524,REJECT
466,65,35,1.0,30,2.5,2.0,1.495,28.6,7,211.3,245.1,65.6,-0.15,REJECT
467,65,35,1.0,30,3.0,1.5,1.573,42.9,7,195.6,176.0,83.9,-0.072,REJECT
468,65,35,1.0,30,3.0,2.0,2.097,42.9,7,195.6,234.7,83.9,0.452,REJECT
469,65,35,1.2,10,2.0,1.5,1.372,44.4,9,182.0,87.7,51.1,-0.273,REJECT
470,65,35,1.2,10,2.0,2.0,1.83,44.4,9,157.5,116.9,51.1,0.185,REJECT
471,65,35,1.2,10,2.5,1.5,1.372,44.4,9,227.6,109.6,63.9,-0.273,REJECT
472,65,35,1.2,10,2.5,2.0,1.83,44.4,9,196.9,146.1,63.9,0.185,REJECT
473,65,35,1.2,10,3.0,1.5,2.836,62.5,8,141.9,122.6,72.0,1.191,REJECT
474,65,35,1.2,10,3.0,2.0,3.782,62.5,8,141.9,163.4,72.0,2.137,REJECT
475,65,35,1.2,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
476,65,35,1.2,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
477,65,35,1.2,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
478,65,35,1.2,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
479,65,35,1.2,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
480,65,35,1.2,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
481,65,35,1.2,30,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
482,65,35,1.2,30,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
483,65,35,1.2,30,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
484,65,35,1.2,30,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
485,65,35,1.2,30,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
486,65,35,1.2,30,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
487,65,35,1.5,10,2.0,1.5,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
488,65,35,1.5,10,2.0,2.0,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
489,65,35,1.5,10,2.5,1.5,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
490,65,35,1.5,10,2.5,2.0,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
491,65,35,1.5,10,3.0,1.5,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
492,65,35,1.5,10,3.0,2.0,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
493,65,35,1.5,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
494,65,35,1.5,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
495,65,35,1.5,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
496,65,35,1.5,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
497,65,35,1.5,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
498,65,35,1.5,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
499,65,35,1.5,30,2.0,1.5,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
500,65,35,1.5,30,2.0,2.0,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
501,65,35,1.5,30,2.5,1.5,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
502,65,35,1.5,30,2.5,2.0,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
503,65,35,1.5,30,3.0,1.5,99.0,100.0,1,0.0,86.8,0.0,97.355,REJECT
504,65,35,1.5,30,3.0,2.0,99.0,100.0,1,0.0,115.8,0.0,97.355,REJECT
505,65,40,0.8,10,2.0,1.5,0.99,38.5,26,351.1,83.8,52.9,-0.655,REJECT
506,65,40,0.8,10,2.0,2.0,1.32,38.5,26,283.8,111.8,52.9,-0.325,REJECT
507,65,40,0.8,10,2.5,1.5,1.22,42.3,26,349.0,107.5,64.6,-0.425,REJECT
508,65,40,0.8,10,2.5,2.0,1.364,38.5,26,339.8,142.5,65.3,-0.281,REJECT
509,65,40,0.8,10,3.0,1.5,1.522,48.0,25,343.9,125.8,76.3,-0.123,REJECT
510,65,40,0.8,10,3.0,2.0,2.029,48.0,25,343.9,167.8,76.3,0.384,REJECT
511,65,40,0.8,20,2.0,1.5,0.942,38.9,18,344.1,85.6,57.8,-0.703,REJECT
512,65,40,0.8,20,2.0,2.0,1.256,38.9,18,272.7,114.2,57.8,-0.389,REJECT
513,65,40,0.8,20,2.5,1.5,1.251,44.4,18,271.6,110.4,70.6,-0.394,REJECT
514,65,40,0.8,20,2.5,2.0,1.313,38.9,18,290.2,146.6,71.1,-0.332,REJECT
515,65,40,0.8,20,3.0,1.5,1.701,52.9,17,286.3,127.9,84.6,0.056,REJECT
516,65,40,0.8,20,3.0,2.0,2.268,52.9,17,286.3,170.6,84.6,0.623,REJECT
517,65,40,0.8,30,2.0,1.5,0.933,37.5,16,245.3,83.6,53.8,-0.712,REJECT
518,65,40,0.8,30,2.0,2.0,1.243,37.5,16,181.0,111.4,53.8,-0.402,REJECT
519,65,40,0.8,30,2.5,1.5,0.933,37.5,16,306.6,104.4,67.2,-0.712,REJECT
520,65,40,0.8,30,2.5,2.0,0.916,31.2,16,285.2,136.9,68.0,-0.729,REJECT
521,65,40,0.8,30,3.0,1.5,1.326,46.7,15,286.3,120.5,79.5,-0.319,REJECT
522,65,40,0.8,30,3.0,2.0,1.769,46.7,15,286.3,160.7,79.5,0.124,REJECT
523,65,40,1.0,10,2.0,1.5,1.018,37.5,16,364.3,88.0,51.8,-0.627,REJECT
524,65,40,1.0,10,2.0,2.0,1.357,37.5,16,339.8,117.3,51.8,-0.288,REJECT
525,65,40,1.0,10,2.5,1.5,1.018,37.5,16,455.4,109.9,64.8,-0.627,REJECT
526,65,40,1.0,10,2.5,2.0,1.357,37.5,16,424.7,146.6,64.8,-0.288,REJECT
527,65,40,1.0,10,3.0,1.5,1.973,53.3,15,253.3,127.4,73.8,0.328,REJECT
528,65,40,1.0,10,3.0,2.0,2.63,53.3,15,253.3,169.9,73.8,0.985,REJECT
529,65,40,1.0,20,2.0,1.5,1.86,50.0,6,56.2,92.8,49.9,0.215,REJECT
530,65,40,1.0,20,2.0,2.0,2.48,50.0,6,56.2,123.7,49.9,0.835,REJECT
531,65,40,1.0,20,2.5,1.5,1.86,50.0,6,70.2,115.9,62.3,0.215,REJECT
532,65,40,1.0,20,2.5,2.0,2.48,50.0,6,70.2,154.6,62.3,0.835,REJECT
533,65,40,1.0,20,3.0,1.5,3.027,66.7,6,84.3,126.1,83.3,1.382,REJECT
534,65,40,1.0,20,3.0,2.0,4.036,66.7,6,84.3,168.1,83.3,2.391,REJECT
535,65,40,1.0,30,2.0,1.5,0.446,16.7,6,169.0,117.1,52.5,-1.199,REJECT
536,65,40,1.0,30,2.0,2.0,0.595,16.7,6,169.0,156.1,52.5,-1.05,REJECT
537,65,40,1.0,30,2.5,1.5,0.446,16.7,6,211.3,146.4,65.6,-1.199,REJECT
538,65,40,1.0,30,2.5,2.0,0.595,16.7,6,211.3,195.1,65.6,-1.05,REJECT
539,65,40,1.0,30,3.0,1.5,0.782,33.3,6,195.6,131.2,83.9,-0.863,REJECT
540,65,40,1.0,30,3.0,2.0,1.042,33.3,6,195.6,175.0,83.9,-0.603,REJECT
541,65,40,1.2,10,2.0,1.5,1.372,44.4,9,182.0,87.7,51.1,-0.273,REJECT
542,65,40,1.2,10,2.0,2.0,1.83,44.4,9,157.5,116.9,51.1,0.185,REJECT
543,65,40,1.2,10,2.5,1.5,1.372,44.4,9,227.6,109.6,63.9,-0.273,REJECT
544,65,40,1.2,10,2.5,2.0,1.83,44.4,9,196.9,146.1,63.9,0.185,REJECT
545,65,40,1.2,10,3.0,1.5,2.836,62.5,8,141.9,122.6,72.0,1.191,REJECT
546,65,40,1.2,10,3.0,2.0,3.782,62.5,8,141.9,163.4,72.0,2.137,REJECT
547,65,40,1.2,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
548,65,40,1.2,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
549,65,40,1.2,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
550,65,40,1.2,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
551,65,40,1.2,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
552,65,40,1.2,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
553,65,40,1.2,30,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
554,65,40,1.2,30,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
555,65,40,1.2,30,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
556,65,40,1.2,30,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
557,65,40,1.2,30,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
558,65,40,1.2,30,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
559,65,40,1.5,10,2.0,1.5,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
560,65,40,1.5,10,2.0,2.0,0.0,0.0,1,56.2,0.0,56.2,-1.645,REJECT
561,65,40,1.5,10,2.5,1.5,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
562,65,40,1.5,10,2.5,2.0,0.0,0.0,1,70.2,0.0,70.2,-1.645,REJECT
563,65,40,1.5,10,3.0,1.5,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
564,65,40,1.5,10,3.0,2.0,0.0,0.0,1,84.3,0.0,84.3,-1.645,REJECT
565,65,40,1.5,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
566,65,40,1.5,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
567,65,40,1.5,20,2.5,1.5,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
568,65,40,1.5,20,2.5,2.0,0.0,0.0,2,118.5,0.0,59.2,-1.645,REJECT
569,65,40,1.5,20,3.0,1.5,1.03,50.0,2,84.3,86.8,84.3,-0.615,REJECT
570,65,40,1.5,20,3.0,2.0,1.373,50.0,2,84.3,115.8,84.3,-0.272,REJECT
571,65,40,1.5,30,2.0,1.5,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
572,65,40,1.5,30,2.0,2.0,0.0,0.0,1,38.6,0.0,38.6,-1.645,REJECT
573,65,40,1.5,30,2.5,1.5,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
574,65,40,1.5,30,2.5,2.0,0.0,0.0,1,48.2,0.0,48.2,-1.645,REJECT
575,65,40,1.5,30,3.0,1.5,99.0,100.0,1,0.0,86.8,0.0,97.355,REJECT
576,65,40,1.5,30,3.0,2.0,99.0,100.0,1,0.0,115.8,0.0,97.355,REJECT
577,65,45,0.8,10,2.0,1.5,0.452,23.8,21,562.8,76.5,52.9,-1.193,REJECT
578,65,45,0.8,10,2.0,2.0,0.602,23.8,21,495.0,101.9,52.9,-1.043,REJECT
579,65,45,0.8,10,2.5,1.5,0.632,28.6,21,480.1,102.0,64.6,-1.013,REJECT
580,65,45,0.8,10,2.5,2.0,0.842,28.6,21,350.8,136.0,64.6,-0.803,REJECT
581,65,45,0.8,10,3.0,1.5,1.067,40.0,20,312.9,120.2,75.1,-0.578,REJECT
582,65,45,0.8,10,3.0,2.0,1.422,40.0,20,312.9,160.3,75.1,-0.223,REJECT
583,65,45,0.8,20,2.0,1.5,0.367,21.4,14,461.1,77.9,57.8,-1.278,REJECT
584,65,45,0.8,20,2.0,2.0,0.49,21.4,14,428.8,103.8,57.8,-1.155,REJECT
585,65,45,0.8,20,2.5,1.5,0.603,28.6,14,353.1,106.5,70.6,-1.042,REJECT
586,65,45,0.8,20,2.5,2.0,0.805,28.6,14,268.0,142.0,70.6,-0.84,REJECT
587,65,45,0.8,20,3.0,1.5,1.26,46.2,13,258.6,123.1,83.7,-0.385,REJECT
588,65,45,0.8,20,3.0,2.0,1.681,46.2,13,258.6,164.2,83.7,0.036,REJECT
589,65,45,0.8,30,2.0,1.5,0.435,23.1,13,362.4,77.9,53.8,-1.21,REJECT
590,65,45,0.8,30,2.0,2.0,0.58,23.1,13,330.0,103.8,53.8,-1.065,REJECT
591,65,45,0.8,30,2.5,1.5,0.435,23.1,13,453.0,97.4,67.2,-1.21,REJECT
592,65,45,0.8,30,2.5,2.0,0.58,23.1,13,412.6,129.8,67.2,-1.065,REJECT
593,65,45,0.8,30,3.0,1.5,1.06,41.7,12,291.8,115.6,77.9,-0.585,REJECT
594,65,45,0.8,30,3.0,2.0,1.413,41.7,12,291.8,154.1,77.9,-0.232,REJECT
595,65,45,1.0,10,2.0,1.5,0.487,23.1,13,364.3,84.2,51.8,-1.158,REJECT
596,65,45,1.0,10,2.0,2.0,0.65,23.1,13,339.8,112.3,51.8,-0.995,REJECT
597,65,45,1.0,10,2.5,1.5,0.487,23.1,13,455.4,105.3,64.8,-1.158,REJECT
598,65,45,1.0,10,2.5,2.0,0.65,23.1,13,424.7,140.4,64.8,-0.995,REJECT
599,65,45,1.0,10,3.0,1.5,1.174,41.7,12,253.3,121.3,73.8,-0.471,REJECT
600,65,45,1.0,10,3.0,2.0,1.565,41.7,12,253.3,161.7,73.8,-0.08,REJECT
601,65,45,1.0,20,2.0,1.5,0.422,25.0,4,93.4,63.1,49.9,-1.223,REJECT
602,65,45,1.0,20,2.0,2.0,0.563,25.0,4,93.4,84.2,49.9,-1.082,REJECT
603,65,45,1.0,20,2.5,1.5,0.422,25.0,4,116.8,78.9,62.3,-1.223,REJECT
604,65,45,1.0,20,2.5,2.0,0.563,25.0,4,116.8,105.2,62.3,-1.082,REJECT
605,65,45,1.0,20,3.0,1.5,1.09,50.0,4,84.3,90.8,83.3,-0.555,REJECT
606,65,45,1.0,20,3.0,2.0,1.453,50.0,4,84.3,121.0,83.3,-0.192,REJECT
607,65,45,1.0,30,2.0,1.5,0.0,0.0,5,262.4,0.0,52.5,-1.645,REJECT
608,65,45,1.0,30,2.0,2.0,0.0,0.0,5,262.4,0.0,52.5,-1.645,REJECT
609,65,45,1.0,30,2.5,1.5,0.0,0.0,5,328.0,0.0,65.6,-1.645,REJECT
610,65,45,1.0,30,2.5,2.0,0.0,0.0,5,328.0,0.0,65.6,-1.645,REJECT
611,65,45,1.0,30,3.0,1.5,0.259,20.0,5,248.9,86.8,83.9,-1.386,REJECT
612,65,45,1.0,30,3.0,2.0,0.345,20.0,5,219.9,115.8,83.9,-1.3,REJECT
613,65,45,1.2,10,2.0,1.5,0.989,37.5,8,182.0,84.2,51.1,-0.656,REJECT
614,65,45,1.2,10,2.0,2.0,1.318,37.5,8,157.5,112.3,51.1,-0.327,REJECT
615,65,45,1.2,10,2.5,1.5,0.989,37.5,8,227.6,105.3,63.9,-0.656,REJECT
616,65,45,1.2,10,2.5,2.0,1.318,37.5,8,196.9,140.4,63.9,-0.327,REJECT
617,65,45,1.2,10,3.0,1.5,2.156,57.1,7,141.9,116.5,72.0,0.511,REJECT
618,65,45,1.2,10,3.0,2.0,2.874,57.1,7,141.9,155.3,72.0,1.229,REJECT
619,65,45,1.2,20,2.0,1.5,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
620,65,45,1.2,20,2.0,2.0,0.0,0.0,2,94.8,0.0,47.4,-1.645,REJECT
