time,dir,pnl,reason,entry,hold_h,pair
2020-10-04 20:00:00,short,-0.0015200000000000168,Tmax,1.17049,52.0,EURUSD
2020-10-25 20:00:00,long,0.0018200000000001039,Tmax,1.18291,60.0,EURUSD
2020-11-04 08:00:00,short,-0.0039050000000000985,SL,1.16439,4.0,EURUSD
2020-12-11 12:00:00,long,-0.0028535714285713954,SL,1.2133399999999999,20.0,EURUSD
2020-12-13 20:00:00,long,0.0018900000000001184,Tmax,1.21136,48.0,EURUSD
2020-12-22 12:00:00,long,-0.003646428571428435,SL,1.2211699999999999,20.0,EURUSD
2021-01-05 00:00:00,long,0.0021800000000000196,Tmax,1.22505,24.0,EURUSD
2021-01-06 12:00:00,long,-0.00017999999999989796,Tmax,1.22834,24.0,EURUSD
2021-01-13 08:00:00,long,-0.0031735714285714934,SL,1.22162,4.0,EURUSD
2021-02-17 08:00:00,short,0.005250714285714145,TP,1.21187,16.0,EURUSD
2021-04-05 12:00:00,short,-0.0019621428571428524,SL,1.17421,4.0,EURUSD
2021-04-12 08:00:00,short,-0.0021171428571427576,SL,1.18726,0.0,EURUSD
2021-04-13 04:00:00,short,-0.0014600000000000678,SMAbreak,1.18896,0.0,EURUSD
2021-05-07 12:00:00,long,0.005802499999999984,TP,1.20523,24.0,EURUSD
2021-05-12 12:00:00,long,-0.002627857142857122,SL,1.2134,4.0,EURUSD
2021-06-01 16:00:00,long,-0.0010199999999998498,Tmax,1.22297,24.0,EURUSD
2021-06-03 04:00:00,long,-0.0023742857142857133,SL,1.22133,12.0,EURUSD
2021-06-08 04:00:00,long,-0.002502857142857191,SL,1.2199,12.0,EURUSD
2021-06-28 04:00:00,short,-0.0019014285714285494,SL,1.1924000000000001,0.0,EURUSD
2021-08-13 08:00:00,short,-0.0015685714285714146,SL,1.1737600000000001,20.0,EURUSD
2021-08-18 16:00:00,short,-0.0019414285714285894,SL,1.1712500000000001,24.0,EURUSD
2021-09-23 04:00:00,short,-0.0022307142857143593,SL,1.16943,8.0,EURUSD
2021-10-06 04:00:00,short,0.004150000000000047,Tmax,1.15982,24.0,EURUSD
2021-10-11 04:00:00,short,-0.0016042857142857757,SL,1.15649,4.0,EURUSD
2021-10-12 04:00:00,short,-0.001774999999999911,SL,1.1549500000000001,8.0,EURUSD
2021-10-22 04:00:00,short,-0.0020292857142856736,SL,1.16214,8.0,EURUSD
2021-10-22 12:00:00,short,-0.0019342857142857172,SL,1.1630500000000001,0.0,EURUSD
2021-10-26 12:00:00,short,0.0016299999999999694,Tmax,1.1607,24.0,EURUSD
2021-11-03 00:00:00,short,0.0015400000000000459,Tmax,1.1599000000000002,24.0,EURUSD
2021-11-19 08:00:00,short,0.006423928571428583,TP,1.1354300000000002,4.0,EURUSD
2021-11-30 16:00:00,short,-0.0038250000000000185,SL,1.12585,0.0,EURUSD
2021-12-03 20:00:00,short,-0.0016099999999999403,Tmax,1.12962,24.0,EURUSD
2022-01-17 12:00:00,long,-0.0022421428571429104,SL,1.14188,8.0,EURUSD
2022-02-09 12:00:00,long,9.000000000009451e-05,Tmax,1.1426699999999999,24.0,EURUSD
2022-03-02 12:00:00,short,0.01061000000000018,Tmax,1.1175000000000002,24.0,EURUSD
2022-04-03 20:00:00,short,0.0018599999999999218,Tmax,1.10646,64.0,EURUSD
2022-04-12 16:00:00,short,0.004370000000000156,Tmax,1.08749,24.0,EURUSD
2022-07-22 12:00:00,short,-0.004629285714285609,SL,1.01898,8.0,EURUSD
2022-07-25 08:00:00,short,-0.004697142857142784,SL,1.01986,8.0,EURUSD
2022-07-27 12:00:00,short,0.002490000000000052,Tmax,1.01306,24.0,EURUSD
2022-08-26 08:00:00,short,-0.004076428571428477,SL,0.99758,20.0,EURUSD
2022-08-29 12:00:00,short,-0.003627857142857234,SL,0.99651,16.0,EURUSD
2022-11-11 16:00:00,long,0.014643571428571521,TP,1.01816,24.0,EURUSD
2022-12-22 12:00:00,long,-0.003455714285714169,SL,1.06437,8.0,EURUSD
2022-12-23 08:00:00,long,-0.00307499999999999,SL,1.06288,0.0,EURUSD
2022-12-25 20:00:00,long,-0.000240000000000069,Tmax,1.06209,48.0,EURUSD
2023-01-03 04:00:00,long,-0.0030821428571428623,SL,1.0676999999999999,4.0,EURUSD
2023-01-08 20:00:00,long,0.005970000000000202,Tmax,1.0602399999999998,52.0,EURUSD
2023-01-20 12:00:00,long,0.0008100000000001484,Tmax,1.08222,24.0,EURUSD
2023-03-01 04:00:00,short,-0.002711428571428527,SL,1.05829,8.0,EURUSD
2023-03-03 08:00:00,short,-0.00351571428571434,SL,1.05897,12.0,EURUSD
2023-03-16 08:00:00,short,-0.0047442857142856966,SL,1.0586600000000002,20.0,EURUSD
2023-04-07 08:00:00,long,0.0009600000000002429,Tmax,1.0907099999999998,24.0,EURUSD
2023-04-17 08:00:00,long,-0.0028892857142857565,SL,1.09924,0.0,EURUSD
2023-04-28 08:00:00,long,-0.0032535714285713514,SL,1.1024699999999998,12.0,EURUSD
2023-05-23 16:00:00,short,0.003650000000000102,Tmax,1.0804500000000001,24.0,EURUSD
2023-05-31 08:00:00,short,0.005711428571428634,TP,1.0721100000000001,16.0,EURUSD
2023-07-27 12:00:00,long,-0.002487142857142961,SL,1.1096899999999998,16.0,EURUSD
2023-09-01 12:00:00,short,-0.003351428571428501,SL,1.08379,20.0,EURUSD
