pair,datetime,bias,esi,entry,exit,result,pnl_raw,atr
EURUSD,2026-04-02 10:00:00,short,-100.0,1.151443140411377,1.1536140189378736,SL,-0.002170878526496667,0.0014472523509977396
GBPUSD,2024-09-18 07:00:00,long,100.0,1.319816545600891,1.322754344776081,TRAIL_SL,0.0029377991751899923,0.0011368355984964025
GBPUSD,2024-09-26 14:00:00,long,100.0,1.339758590812683,1.3365490720840716,SL,-0.0032095187286114157,0.002139679152407579
GBPUSD,2024-10-16 06:00:00,short,-100.0,1.298918648605347,1.3017116771218624,SL,-0.0027930285165154167,0.0018620190110102482
GBPUSD,2024-10-21 14:00:00,short,-95.3,1.2999996384429933,1.298420753961915,TRAIL_SL,0.0015788844810782354,0.0013153717320431191
GBPUSD,2024-10-28 02:00:00,short,-100.0,1.295132799987793,1.2964692786988672,SL,-0.0013364787110741183,0.0008909858073827703
GBPUSD,2024-10-30 21:00:00,short,-100.0,1.2966781100082396,1.299506233470498,SL,-0.0028281234622584694,0.0018854156415056675
GBPUSD,2024-11-06 05:00:00,short,-100.0,1.2890382250595094,1.2941153570206958,SL,-0.005077131961186421,0.003384754640790936
GBPUSD,2024-11-08 17:00:00,short,-100.0,1.2896700342941285,1.2837413678528842,TP,0.005928666441244346,0.0019762221470814257
GBPUSD,2024-11-19 10:00:00,short,-100.0,1.263479514961243,1.2661659395375393,SL,-0.002686424576296309,0.0017909497175309
GBPUSD,2024-11-21 10:00:00,short,-100.0,1.2628889521408082,1.2645635820455683,SL,-0.0016746299047600832,0.0011164199365067727
GBPUSD,2024-12-02 15:00:00,short,-85.6,1.2626816471862794,1.2663551485596294,SL,-0.0036735013733499855,0.002449000915566675
GBPUSD,2025-02-20 10:00:00,long,100.0,1.2618699828338622,1.2602739664329339,SL,-0.001596016400928324,0.0010640109339522526
GBPUSD,2025-02-25 13:00:00,long,100.0,1.2671777764511107,1.2648838263690274,SL,-0.002293950082083329,0.0015293000547222015
GBPUSD,2025-03-03 12:00:00,long,100.0,1.269058899040222,1.274690961648877,TP,0.0056320626086550085,0.0018773542028850234
GBPUSD,2025-03-11 08:00:00,long,100.0,1.2928111115646361,1.29821481203937,TP,0.005403700474733819,0.0018012334915779205
GBPUSD,2025-03-17 10:00:00,long,100.0,1.2974903145980834,1.2956466917776326,SL,-0.0018436228204508076,0.001229081880300597
GBPUSD,2025-03-19 18:00:00,long,100.0,1.3009329596710204,1.298351729128953,SL,-0.002581230542067381,0.0017208203613782423
GBPUSD,2025-03-25 16:00:00,long,100.0,1.2958596507263183,1.2938217174643614,SL,-0.0020379332619568924,0.0013586221746379912
GBPUSD,2025-03-27 16:00:00,long,96.9,1.295876459236145,1.2927081564376532,SL,-0.0031683027984916734,0.00211220186566118
GBPUSD,2025-04-02 11:00:00,long,62.4,1.2948195496749877,1.2976505193771224,TRAIL_SL,0.0028309697021347002,0.0013164642054394639
GBPUSD,2025-07-10 11:00:00,short,-92.4,1.3577270945358277,1.353869627850288,TP,0.0038574666855397677,0.0012858222285132657
GBPUSD,2025-07-21 04:00:00,short,-100.0,1.3418195685195926,1.3434087613177152,SL,-0.0015891927981226406,0.0010594618654150196
GBPUSD,2025-07-24 21:00:00,short,-100.0,1.3511035879898072,1.3467509183337163,TP,0.004352669656090935,0.0014508898853636785
GBPUSD,2025-08-18 13:00:00,short,-67.6,1.3537195166397098,1.3506503261259488,TP,0.0030691905137609776,0.0010230635045870092
GBPUSD,2025-10-28 12:00:00,short,-100.0,1.3283952912139894,1.3229540873365464,TP,0.005441203877442957,0.0018137346258143361
GBPUSD,2025-11-12 22:00:00,short,-100.0,1.3130430420684815,1.3149636701042962,SL,-0.0019206280358146088,0.0012804186905430667
GBPUSD,2025-11-18 02:00:00,short,-82.1,1.3152540167617799,1.3168329268547834,SL,-0.0015789100930034827,0.0010526067286690246
GBPUSD,2025-12-15 10:00:00,long,100.0,1.338181213493347,1.3363439688759615,SL,-0.0018372446173855472,0.001224829744923768
GBPUSD,2025-12-18 15:00:00,long,100.0,1.3395431796264647,1.3361066502798975,SL,-0.003436529346567241,0.0022910195643782057
GBPUSD,2025-12-22 16:00:00,long,100.0,1.3457252541732787,1.3496157160894013,TP,0.003890461916122634,0.0012968206387075462
GBPUSD,2025-12-29 22:00:00,long,100.0,1.3503400841903688,1.3482600722867708,SL,-0.002080011903597967,0.0013866746023987004
GBPUSD,2026-01-02 03:00:00,long,100.0,1.3487557927322387,1.347541926366633,SL,-0.0012138663656056092,0.0008092442437371212
GBPUSD,2026-01-06 04:00:00,long,100.0,1.3557396689605712,1.3540049811252302,SL,-0.001734687835341031,0.0011564585568940352
GBPUSD,2026-03-13 01:00:00,short,-100.0,1.335546298866272,1.330320592590845,TRAIL_SL,0.005225706275427067,0.0013954726288454874
GBPUSD,2026-03-18 20:00:00,short,-100.0,1.325654669647217,1.3292156452341937,SL,-0.0035609755869767667,0.0023739837246511564
GBPUSD,2026-03-25 18:00:00,short,-100.0,1.336456819419861,1.3296943273272273,TP,0.006762492092633687,0.0022541640308779277
GBPUSD,2026-04-02 08:00:00,short,-91.8,1.319959803466797,1.3230661774973234,SL,-0.003106374030526382,0.002070916020350964
USDJPY,2024-09-03 16:00:00,short,-59.2,145.74199340820311,145.21943304102217,TRAIL_SL,0.5225603671809438,0.3599253976852351
USDJPY,2024-09-11 01:00:00,short,-75.6,141.8080029296875,140.7995126609012,TP,1.0084902687862893,0.3361634229287655
USDJPY,2024-10-16 13:00:00,long,75.7,149.33199645996095,150.1045351562563,TP,0.7725386962953564,0.25751289876511907
USDJPY,2024-10-21 12:00:00,long,100.0,149.93700744628907,150.56221655827878,TP,0.6252091119897045,0.2084030373299025
USDJPY,2024-10-25 09:00:00,long,100.0,152.02100708007814,152.92418707876246,TRAIL_SL,0.9031799986843225,0.22090446652262624
USDJPY,2024-10-29 12:00:00,long,100.0,153.77900268554689,153.4328739215273,SL,-0.34612876401959625,0.23075250934639063
USDJPY,2024-11-01 20:00:00,long,99.6,152.96599914550782,152.5471288810861,SL,-0.41887026442171305,0.2792468429478179
USDJPY,2024-11-06 02:00:00,long,100.0,154.07099487304689,153.22927321943055,SL,-0.8417216536163323,0.5611477690775554
USDJPY,2024-11-11 07:00:00,long,100.0,153.65299560546876,154.4107446300909,TP,0.757749024622143,0.2525830082073815
USDJPY,2024-11-20 05:00:00,long,66.8,155.20600463867189,155.5571602640007,TRAIL_SL,0.3511556253288006,0.2553803327509704
USDJPY,2025-02-04 17:00:00,short,-100.0,154.2489971923828,153.38063424044694,TP,0.8683629519358647,0.28945431731195254
USDJPY,2025-02-13 21:00:00,short,-100.0,152.76399658203124,151.891047866183,TP,0.8729487158482527,0.29098290528274895
USDJPY,2025-03-03 23:00:00,short,-99.5,149.28900573730468,148.14278402594098,TP,1.1462217113636939,0.38207390378789635
USDJPY,2025-03-13 17:00:00,short,-91.1,147.6100048828125,148.07023074963877,SL,-0.46022586682627775,0.30681724455084397
USDJPY,2025-05-29 06:00:00,long,100.0,145.5980029296875,145.05247439261777,SL,-0.5455285370697425,0.3636856913798202
USDJPY,2025-06-03 18:00:00,long,100.0,143.92699768066407,143.56273530355398,SL,-0.36426237711009435,0.24284158474005624
USDJPY,2025-06-05 18:00:00,long,100.0,143.64899780273439,144.77170935727437,TP,1.1227115545399897,0.37423718484666324
USDJPY,2025-07-07 08:00:00,long,100.0,145.35200073242189,145.76102390041302,TRAIL_SL,0.4090231679911369,0.1988565684430102
USDJPY,2025-07-10 12:00:00,long,67.1,146.4540057373047,147.17997817593763,TP,0.7259724386329367,0.2419908128776463
USDJPY,2025-07-24 22:00:00,long,96.0,147.0530047607422,147.40842636870147,TRAIL_SL,0.355421607959272,0.20508438959385492
USDJPY,2025-08-12 10:00:00,long,94.4,148.48499633789064,148.2364505620815,SL,-0.24854577580913428,0.1656971838727487
USDJPY,2025-08-14 21:00:00,long,78.3,147.78100158691407,147.47368599072297,SL,-0.3073155961911027,0.2048770641274102
USDJPY,2025-10-14 01:00:00,long,100.0,152.47799255371095,152.2326133610134,SL,-0.24537919269755548,0.16358612846504228
USDJPY,2025-10-29 20:00:00,long,100.0,152.73400451660157,152.25209209563818,SL,-0.4819124209633969,0.32127494730892975
USDJPY,2025-11-05 16:00:00,long,100.0,154.13500549316407,153.7764718147769,SL,-0.3585336783871753,0.23902245225810978
USDJPY,2025-11-17 00:00:00,long,100.0,154.65600158691407,155.2848030755246,TP,0.6288014886105202,0.20960049620350502
USDJPY,2026-01-07 00:00:00,short,-78.8,156.61699340820311,156.85040943446407,SL,-0.23341602626095437,0.1556106841739619
USDJPY,2026-02-17 05:00:00,short,-100.0,152.93599365234374,153.25896439984948,SL,-0.3229707475057353,0.21531383167049284
USDJPY,2026-02-23 04:00:00,short,-100.0,154.36900756835936,154.83221657740162,SL,-0.46320900904225937,0.3088060060281673
USDJPY,2026-02-27 06:00:00,short,-100.0,155.8530010986328,156.20256635479797,SL,-0.3495652561651639,0.23304350411011127
USDJPY,2026-03-17 01:00:00,long,86.6,159.395,159.09861412750212,SL,-0.2963858724978934,0.19759058166526733
USDJPY,2026-03-30 22:00:00,long,100.0,159.80399658203126,159.55845917153817,SL,-0.24553741049308542,0.1636916069953859
USDJPY,2026-04-02 07:00:00,long,77.4,159.5879931640625,159.23241508520363,SL,-0.3555780788588834,0.23705205257259454
