pair,direction,entry_time,exit_time,entry,exit,sl,tp,D,pnl_price,pnl_net,result,bars_held
USDJPY,SHORT,2017-04-05 19:00:00,2017-04-07 01:00:00,110.791,110.28447,111.29753,110.28447,0.663,0.50653,0.48653,TP,30
USDJPY,LONG,2017-05-01 06:00:00,2017-05-03 12:00:00,111.778,112.3044,111.2516,112.3044,0.689,0.5264,0.5064,TP,54
USDJPY,LONG,2017-06-26 18:00:00,2017-06-27 15:00:00,111.787,112.42647,111.14753,112.42647,0.837,0.63947,0.61947,TP,21
USDJPY,SHORT,2017-07-20 15:00:00,2017-07-24 00:00:00,111.554,110.8939,112.2141,110.8939,0.864,0.6601,0.6401,TP,33
USDJPY,LONG,2017-08-17 11:00:00,2017-08-17 14:00:00,110.23,109.7991,109.7991,110.6609,0.564,-0.4309,-0.4509,SL,3
USDJPY,SHORT,2017-08-28 22:00:00,2017-08-29 18:00:00,108.637,109.55762,109.55762,107.71638,1.205,-0.92062,-0.94062,SL,20
USDJPY,SHORT,2017-09-07 14:00:00,2017-09-08 05:00:00,108.453,107.73255,109.17345,107.73255,0.943,0.72045,0.70045,TP,15
USDJPY,LONG,2017-09-15 09:00:00,2017-09-20 18:00:00,111.039,112.1766,109.9014,112.1766,1.489,1.1376,1.1176,TP,81
USDJPY,SHORT,2017-10-13 06:00:00,2017-10-17 12:00:00,111.99,112.43618,112.43618,111.54382,0.584,-0.44618,-0.46618,SL,54
USDJPY,LONG,2017-10-20 01:00:00,2017-10-22 21:00:00,113.147,113.76431,112.52969,113.76431,0.808,0.61731,0.59731,TP,20
USDJPY,LONG,2017-11-03 14:00:00,2017-11-03 15:00:00,114.15,114.3517,113.9483,114.3517,0.264,0.2017,0.1817,TP,1
USDJPY,LONG,2017-12-03 23:00:00,2018-01-10 09:00:00,112.873,111.75374,111.75374,113.99226,1.465,-1.11926,-1.13926,SL,619
USDJPY,SHORT,2018-01-23 23:00:00,2018-01-24 14:00:00,110.191,109.20468,111.17732,109.20468,1.291,0.98632,0.96632,TP,15
USDJPY,LONG,2018-02-27 15:00:00,2018-02-28 16:00:00,107.382,106.61265,106.61265,108.15135,1.007,-0.76935,-0.78935,SL,25
USDJPY,LONG,2018-03-13 04:00:00,2018-03-13 09:00:00,106.731,107.09696,106.36504,107.09696,0.479,0.36596,0.34596,TP,5
USDJPY,SHORT,2018-03-22 00:00:00,2018-03-22 22:00:00,105.602,104.80973,106.39427,104.80973,1.037,0.79227,0.77227,TP,22
USDJPY,LONG,2018-04-04 06:00:00,2018-04-05 14:00:00,106.686,107.47216,105.89984,107.47216,1.029,0.78616,0.76616,TP,32
USDJPY,SHORT,2018-05-07 12:00:00,2018-05-07 13:00:00,109.243,109.36066,109.36066,109.12534,0.154,-0.11766,-0.13766,SL,1
USDJPY,LONG,2018-05-14 09:00:00,2018-05-15 04:00:00,109.567,109.88406,109.24994,109.88406,0.415,0.31706,0.29706,TP,19
USDJPY,SHORT,2018-05-29 01:00:00,2018-05-29 18:00:00,108.955,108.28497,109.62503,108.28497,0.877,0.67003,0.65003,TP,17
USDJPY,SHORT,2018-06-22 14:00:00,2018-06-25 01:00:00,109.84,109.55197,110.12803,109.55197,0.377,0.28803,0.26803,TP,11
USDJPY,SHORT,2018-08-08 04:00:00,2018-08-08 06:00:00,111.301,111.21008,111.39192,111.21008,0.119,0.09092,0.07092,TP,2
USDJPY,LONG,2018-08-29 13:00:00,2018-08-30 18:00:00,111.481,111.07532,111.07532,111.88668,0.531,-0.40568,-0.42568,SL,29
USDJPY,LONG,2018-09-13 11:00:00,2018-09-13 15:00:00,111.59,111.95214,111.22786,111.95214,0.474,0.36214,0.34214,TP,4
