pair,direction,entry_time,exit_time,entry,exit,sl,tp,D,pnl_price,pnl_net,result,bars_held
USDJPY,SHORT,2018-12-06 04:00:00,2018-12-06 07:00:00,112.649,113.10129,113.10129,112.19671,0.592,-0.45229,-0.47229,SL,3
USDJPY,SHORT,2018-12-31 11:00:00,2019-01-02 08:00:00,109.999,108.92252,111.07548,108.92252,1.409,1.07648,1.05648,TP,21
USDJPY,SHORT,2019-01-16 01:00:00,2019-01-16 07:00:00,108.37,108.62365,108.62365,108.11635,0.332,-0.25365,-0.27365,SL,6
USDJPY,SHORT,2019-01-30 19:00:00,2019-01-31 03:00:00,109.211,108.80455,109.61745,108.80455,0.532,0.40645,0.38645,TP,8
USDJPY,LONG,2019-02-07 08:00:00,2019-02-07 12:00:00,110.051,109.67588,109.67588,110.42612,0.491,-0.37512,-0.39512,SL,4
USDJPY,SHORT,2019-04-24 03:00:00,2019-04-24 14:00:00,111.811,111.68112,111.94088,111.68112,0.17,0.12988,0.10988,TP,11
USDJPY,LONG,2019-06-11 19:00:00,2019-06-12 00:00:00,108.542,108.46178,108.46178,108.62222,0.105,-0.08022,-0.10022,SL,5
USDJPY,LONG,2019-07-05 13:00:00,2019-07-18 00:00:00,108.533,107.76824,107.76824,109.29776,1.001,-0.76476,-0.78476,SL,203
USDJPY,LONG,2019-07-25 13:00:00,2019-07-25 14:00:00,108.249,108.40715,108.09085,108.40715,0.207,0.15815,0.13815,TP,1
USDJPY,SHORT,2019-08-07 16:00:00,2019-08-13 13:00:00,105.519,106.36322,106.36322,104.67478,1.105,-0.84422,-0.86422,SL,93
USDJPY,LONG,2019-08-23 11:00:00,2019-08-23 14:00:00,106.696,106.28726,106.28726,107.10474,0.535,-0.40874,-0.42874,SL,3
USDJPY,LONG,2019-09-02 07:00:00,2019-09-02 09:00:00,106.24,106.31564,106.16436,106.31564,0.099,0.07564,0.05564,TP,2
USDJPY,LONG,2019-11-07 10:00:00,2019-11-13 13:00:00,109.136,108.7624,108.7624,109.5096,0.489,-0.3736,-0.3936,SL,99
USDJPY,SHORT,2019-12-06 13:00:00,2019-12-12 14:00:00,108.545,108.89033,108.89033,108.19967,0.452,-0.34533,-0.36533,SL,97
USDJPY,SHORT,2019-12-24 15:00:00,2019-12-24 16:00:00,109.376,109.34315,109.40885,109.34315,0.043,0.03285,0.01285,TP,1
USDJPY,SHORT,2020-01-08 00:00:00,2020-01-08 02:00:00,107.77,108.42628,108.42628,107.11372,0.859,-0.65628,-0.67628,SL,2
USDJPY,LONG,2020-02-12 08:00:00,2020-02-13 10:00:00,110.021,109.6474,109.6474,110.3946,0.489,-0.3736,-0.3936,SL,26
USDJPY,SHORT,2020-03-05 10:00:00,2020-03-05 20:00:00,106.846,106.16146,107.53054,106.16146,0.896,0.68454,0.66454,TP,10
USDJPY,LONG,2020-03-17 01:00:00,2020-03-18 16:00:00,107.068,108.53641,105.59959,108.53641,1.922,1.46841,1.44841,TP,39
USDJPY,SHORT,2020-04-01 14:00:00,2020-04-03 09:00:00,107.12,108.34775,108.34775,105.89225,1.607,-1.22775,-1.24775,SL,43
USDJPY,LONG,2020-04-23 13:00:00,2020-04-23 17:00:00,107.865,107.46925,107.46925,108.26075,0.518,-0.39575,-0.41575,SL,4
USDJPY,SHORT,2020-05-06 00:00:00,2020-05-11 07:00:00,106.357,107.22949,107.22949,105.48451,1.142,-0.87249,-0.89249,SL,79
USDJPY,SHORT,2020-06-23 12:00:00,2020-06-25 11:00:00,106.571,107.38695,107.38695,105.75505,1.068,-0.81595,-0.83595,SL,47
USDJPY,SHORT,2020-07-23 06:00:00,2020-07-23 07:00:00,107.106,107.16024,107.16024,107.05176,0.071,-0.05424,-0.07424,SL,1
USDJPY,LONG,2020-08-05 11:00:00,2020-08-05 12:00:00,105.819,105.58369,105.58369,106.05431,0.308,-0.23531,-0.25531,SL,1
USDJPY,LONG,2020-08-27 14:00:00,2020-08-28 09:00:00,106.462,105.80496,105.80496,107.11904,0.86,-0.65704,-0.67704,SL,19
USDJPY,SHORT,2020-09-01 01:00:00,2020-09-01 02:00:00,105.785,105.59706,105.97294,105.59706,0.246,0.18794,0.16794,TP,1
USDJPY,SHORT,2020-09-11 18:00:00,2020-09-14 08:00:00,106.078,105.9359,106.2201,105.9359,0.186,0.1421,0.1221,TP,14
USDJPY,LONG,2020-09-29 06:00:00,2020-10-02 05:00:00,105.7,105.36537,105.36537,106.03463,0.438,-0.33463,-0.35463,SL,71
USDJPY,SHORT,2020-10-21 07:00:00,2020-10-21 14:00:00,105.036,104.4928,105.5792,104.4928,0.711,0.5432,0.5232,TP,7
USDJPY,LONG,2020-11-03 23:00:00,2020-11-04 00:00:00,104.706,104.49666,104.49666,104.91534,0.274,-0.20934,-0.22934,SL,1
USDJPY,LONG,2020-12-01 14:00:00,2020-12-03 14:00:00,104.472,103.98228,103.98228,104.96172,0.641,-0.48972,-0.50972,SL,48
USDJPY,SHORT,2021-01-20 15:00:00,2021-01-27 13:00:00,103.652,103.98281,103.98281,103.32119,0.433,-0.33081,-0.35081,SL,118
USDJPY,LONG,2021-03-15 05:00:00,2021-03-23 10:00:00,109.233,108.54846,108.54846,109.91754,0.896,-0.68454,-0.70454,SL,149
USDJPY,SHORT,2021-05-25 07:00:00,2021-05-25 10:00:00,108.609,108.91078,108.91078,108.30722,0.395,-0.30178,-0.32178,SL,3
USDJPY,LONG,2021-06-03 14:00:00,2021-06-04 13:00:00,110.198,109.53485,109.53485,110.86115,0.868,-0.66315,-0.68315,SL,23
USDJPY,LONG,2021-06-16 18:00:00,2021-06-16 19:00:00,110.166,110.44333,109.88867,110.44333,0.363,0.27733,0.25733,TP,1
USDJPY,SHORT,2021-08-02 14:00:00,2021-08-03 13:00:00,109.36,109.00398,109.71602,109.00398,0.466,0.35602,0.33602,TP,23
USDJPY,LONG,2021-08-25 11:00:00,2021-08-25 13:00:00,109.866,110.00505,109.72695,110.00505,0.182,0.13905,0.11905,TP,2
USDJPY,SHORT,2021-09-14 12:00:00,2021-09-14 14:00:00,109.898,109.69707,110.09893,109.69707,0.263,0.20093,0.18093,TP,2
USDJPY,SHORT,2021-10-27 09:00:00,2021-10-31 22:00:00,113.559,114.13429,114.13429,112.98371,0.753,-0.57529,-0.59529,SL,61
USDJPY,LONG,2021-11-03 14:00:00,2021-11-03 18:00:00,114.008,113.78797,113.78797,114.22803,0.288,-0.22003,-0.24003,SL,4
USDJPY,LONG,2021-11-15 15:00:00,2021-11-16 01:00:00,114.045,114.26962,113.82038,114.26962,0.294,0.22462,0.20462,TP,10
USDJPY,LONG,2021-12-15 18:00:00,2021-12-17 12:00:00,113.954,113.39322,113.39322,114.51478,0.734,-0.56078,-0.58078,SL,42
USDJPY,LONG,2022-03-03 08:00:00,2022-03-04 15:00:00,115.765,114.94981,114.94981,116.58019,1.067,-0.81519,-0.83519,SL,31
USDJPY,LONG,2022-04-15 00:00:00,2022-04-19 00:00:00,126.313,127.25425,125.37175,127.25425,1.232,0.94125,0.92125,TP,48
USDJPY,SHORT,2022-05-19 12:00:00,2022-06-01 04:00:00,127.517,129.24593,129.24593,125.78807,2.263,-1.72893,-1.74893,SL,208
USDJPY,LONG,2022-06-29 13:00:00,2022-07-01 05:00:00,136.708,134.84002,134.84002,138.57598,2.445,-1.86798,-1.88798,SL,40
USDJPY,SHORT,2022-07-05 23:00:00,2022-07-06 01:00:00,135.517,135.2114,135.8226,135.2114,0.4,0.3056,0.2856,TP,2
USDJPY,SHORT,2022-07-28 01:00:00,2022-07-29 03:00:00,135.565,134.11569,137.01431,134.11569,1.897,1.44931,1.42931,TP,26
USDJPY,SHORT,2022-08-14 21:00:00,2022-08-15 00:00:00,133.348,132.93238,133.76362,132.93238,0.544,0.41562,0.39562,TP,3
USDJPY,LONG,2022-08-26 20:00:00,2022-08-31 23:00:00,137.705,139.15736,136.25264,139.15736,1.901,1.45236,1.43236,TP,75
USDJPY,LONG,2022-09-20 04:00:00,2022-09-20 08:00:00,143.336,143.64618,143.02582,143.64618,0.406,0.31018,0.29018,TP,4
USDJPY,LONG,2022-10-03 04:00:00,2022-10-04 16:00:00,144.902,144.14106,144.14106,145.66294,0.996,-0.76094,-0.78094,SL,36
USDJPY,LONG,2022-11-02 22:00:00,2022-11-03 00:00:00,147.964,147.68972,147.68972,148.23828,0.359,-0.27428,-0.29428,SL,2
USDJPY,SHORT,2022-11-10 13:00:00,2022-11-10 14:00:00,145.167,143.92474,146.40926,143.92474,1.626,1.24226,1.22226,TP,1
USDJPY,LONG,2022-12-09 15:00:00,2022-12-12 13:00:00,136.688,137.21058,136.16542,137.21058,0.684,0.52258,0.50258,TP,22
USDJPY,LONG,2023-01-11 08:00:00,2023-01-12 00:00:00,132.653,131.68043,131.68043,133.62557,1.273,-0.97257,-0.99257,SL,16
USDJPY,LONG,2023-02-13 09:00:00,2023-02-17 08:00:00,132.706,134.92542,130.48658,134.92542,2.905,2.21942,2.19942,TP,95
USDJPY,LONG,2023-04-17 01:00:00,2023-04-28 06:00:00,134.043,135.59163,132.49437,135.59163,2.027,1.54863,1.52863,TP,221
USDJPY,SHORT,2023-05-10 12:00:00,2023-05-11 00:00:00,134.621,133.97313,135.26887,133.97313,0.848,0.64787,0.62787,TP,12
USDJPY,LONG,2023-05-22 23:00:00,2023-05-25 12:00:00,138.745,139.70229,137.78771,139.70229,1.253,0.95729,0.93729,TP,61
USDJPY,LONG,2023-06-15 00:00:00,2023-06-15 01:00:00,140.201,140.90388,139.49812,140.90388,0.92,0.70288,0.68288,TP,1
USDJPY,LONG,2023-08-10 04:00:00,2023-08-15 06:00:00,143.888,145.70403,142.07197,145.70403,2.377,1.81603,1.79603,TP,74
USDJPY,SHORT,2023-09-14 15:00:00,2023-09-14 17:00:00,147.018,147.43514,147.43514,146.60086,0.546,-0.41714,-0.43714,SL,2
USDJPY,SHORT,2023-10-09 23:00:00,2023-10-11 17:00:00,148.304,149.24448,149.24448,147.36352,1.231,-0.94048,-0.96048,SL,42
USDJPY,SHORT,2023-11-28 23:00:00,2023-12-07 08:00:00,147.149,145.16413,149.13387,145.16413,2.598,1.98487,1.96487,TP,153
USDJPY,SHORT,2024-01-26 10:00:00,2024-01-26 13:00:00,147.732,147.46002,148.00398,147.46002,0.356,0.27198,0.25198,TP,3
USDJPY,LONG,2024-02-08 07:00:00,2024-02-13 08:00:00,148.787,149.68012,147.89388,149.68012,1.169,0.89312,0.87312,TP,73
USDJPY,SHORT,2024-03-01 19:00:00,2024-03-04 13:00:00,150.058,150.56377,150.56377,149.55223,0.662,-0.50577,-0.52577,SL,18
USDJPY,LONG,2024-03-27 02:00:00,2024-03-27 09:00:00,151.862,151.20572,151.20572,152.51828,0.859,-0.65628,-0.67628,SL,7
USDJPY,LONG,2024-04-10 12:00:00,2024-04-10 15:00:00,151.953,152.82625,151.07975,152.82625,1.143,0.87325,0.85325,TP,3
USDJPY,LONG,2024-06-14 03:00:00,2024-06-20 13:00:00,157.402,158.6901,156.1139,158.6901,1.686,1.2881,1.2681,TP,106
USDJPY,LONG,2024-08-15 12:00:00,2024-08-15 20:00:00,147.945,149.37903,146.51097,149.37903,1.877,1.43403,1.41403,TP,8
USDJPY,SHORT,2024-09-11 01:00:00,2024-09-16 03:00:00,141.762,140.20879,143.31521,140.20879,2.033,1.55321,1.53321,TP,74
USDJPY,SHORT,2024-10-01 13:00:00,2024-10-01 14:00:00,143.56,143.1696,143.9504,143.1696,0.511,0.3904,0.3704,TP,1
USDJPY,LONG,2024-10-09 14:00:00,2024-10-21 16:00:00,149.125,150.48645,147.76355,150.48645,1.782,1.36145,1.34145,TP,194
USDJPY,LONG,2024-11-12 09:00:00,2024-11-14 00:00:00,154.132,155.65465,152.60935,155.65465,1.993,1.52265,1.50265,TP,39
USDJPY,SHORT,2024-11-25 00:00:00,2024-11-26 13:00:00,153.905,153.05161,154.75839,153.05161,1.117,0.85339,0.83339,TP,37
USDJPY,SHORT,2025-01-03 06:00:00,2025-01-03 08:00:00,157.171,157.3895,157.3895,156.9525,0.286,-0.2185,-0.2385,SL,2
USDJPY,SHORT,2025-01-21 00:00:00,2025-01-22 15:00:00,154.977,156.20169,156.20169,153.75231,1.603,-1.22469,-1.24469,SL,39
USDJPY,SHORT,2025-01-30 12:00:00,2025-02-03 00:00:00,154.222,155.56206,155.56206,152.88194,1.754,-1.34006,-1.36006,SL,36
USDJPY,SHORT,2025-02-19 14:00:00,2025-02-20 00:00:00,151.526,150.93008,152.12192,150.93008,0.78,0.59592,0.57592,TP,10
USDJPY,LONG,2025-03-24 13:00:00,2025-04-02 22:00:00,150.146,148.64245,148.64245,151.64955,1.968,-1.50355,-1.52355,SL,177
USDJPY,LONG,2025-05-01 05:00:00,2025-05-01 15:00:00,144.029,145.62652,142.43148,145.62652,2.091,1.59752,1.57752,TP,10
USDJPY,SHORT,2025-05-23 11:00:00,2025-05-27 09:00:00,142.802,143.96786,143.96786,141.63614,1.526,-1.16586,-1.18586,SL,46
USDJPY,SHORT,2025-06-04 16:00:00,2025-06-06 06:00:00,142.673,143.98632,143.98632,141.35968,1.719,-1.31332,-1.33332,SL,38
USDJPY,SHORT,2025-06-16 11:00:00,2025-06-16 14:00:00,143.996,143.69422,144.29778,143.69422,0.395,0.30178,0.28178,TP,3
USDJPY,LONG,2025-06-19 06:00:00,2025-06-20 19:00:00,145.34,146.11393,144.56607,146.11393,1.013,0.77393,0.75393,TP,37
USDJPY,SHORT,2025-06-30 04:00:00,2025-07-01 07:00:00,144.054,143.37328,144.73472,143.37328,0.891,0.68072,0.66072,TP,27
USDJPY,LONG,2025-07-11 04:00:00,2025-07-15 13:00:00,147.182,148.27376,146.09024,148.27376,1.429,1.09176,1.07176,TP,57
USDJPY,LONG,2025-07-30 12:00:00,2025-07-31 07:00:00,148.806,149.57306,148.03894,149.57306,1.004,0.76706,0.74706,TP,19
USDJPY,SHORT,2025-08-06 13:00:00,2025-08-07 06:00:00,147.304,146.86012,147.74788,146.86012,0.581,0.44388,0.42388,TP,17
USDJPY,SHORT,2025-09-10 12:00:00,2025-09-10 13:00:00,147.206,147.54292,147.54292,146.86908,0.441,-0.33692,-0.35692,SL,1
USDJPY,LONG,2025-09-24 10:00:00,2025-09-25 12:00:00,148.376,149.07659,147.67541,149.07659,0.917,0.70059,0.68059,TP,26
USDJPY,LONG,2025-11-17 15:00:00,2025-11-19 10:00:00,155.044,156.13576,153.95224,156.13576,1.429,1.09176,1.07176,TP,43
USDJPY,SHORT,2025-11-28 02:00:00,2025-11-28 05:00:00,156.174,156.39021,156.39021,155.95779,0.283,-0.21621,-0.23621,SL,3
USDJPY,SHORT,2025-12-29 14:00:00,2025-12-30 10:00:00,156.076,155.81089,156.34111,155.81089,0.347,0.26511,0.24511,TP,20
USDJPY,LONG,2026-01-09 05:00:00,2026-01-12 00:00:00,157.296,158.19752,156.39448,158.19752,1.18,0.90152,0.88152,TP,19
USDJPY,SHORT,2026-01-21 08:00:00,2026-01-21 15:00:00,157.847,158.19156,158.19156,157.50244,0.451,-0.34456,-0.36456,SL,7
USDJPY,LONG,2026-02-24 07:00:00,2026-03-02 06:00:00,155.643,156.90131,154.38469,156.90131,1.647,1.25831,1.23831,TP,95
USDJPY,SHORT,2026-03-23 11:00:00,2026-03-25 18:00:00,158.67,159.42254,159.42254,157.91746,0.985,-0.75254,-0.77254,SL,55
USDJPY,LONG,2026-04-07 14:00:00,2026-04-07 19:00:00,159.929,159.57603,159.57603,160.28197,0.462,-0.35297,-0.37297,SL,5
USDJPY,SHORT,2026-04-17 14:00:00,2026-04-21 15:00:00,157.884,159.39366,159.39366,156.37434,1.976,-1.50966,-1.52966,SL,49
USDJPY,LONG,2026-04-29 11:00:00,2026-04-30 04:00:00,159.842,160.51585,159.16815,160.51585,0.882,0.67385,0.65385,TP,17
USDJPY,SHORT,2026-05-06 04:00:00,2026-05-12 00:00:00,155.486,157.35322,157.35322,153.61878,2.444,-1.86722,-1.88722,SL,92
GBPJPY,SHORT,2016-02-10 17:00:00,2016-02-11 08:00:00,164.548,162.188,166.908,162.188,3.089,2.36,2.34,TP,15
GBPJPY,LONG,2016-03-10 15:00:00,2016-03-15 09:00:00,162.437,160.17632,160.17632,164.69768,2.959,-2.26068,-2.28068,SL,67
GBPJPY,SHORT,2016-03-22 08:00:00,2016-03-28 12:00:00,159.001,161.12263,161.12263,156.87937,2.777,-2.12163,-2.14163,SL,100
GBPJPY,LONG,2016-04-15 00:00:00,2016-04-15 01:00:00,154.855,155.08191,154.62809,155.08191,0.297,0.22691,0.20691,TP,1
GBPJPY,SHORT,2016-05-04 10:00:00,2016-05-05 07:00:00,154.422,155.59245,155.59245,153.25155,1.532,-1.17045,-1.19045,SL,21
GBPJPY,LONG,2016-05-12 10:00:00,2016-05-13 06:00:00,157.991,156.66393,156.66393,159.31807,1.737,-1.32707,-1.34707,SL,20
GBPJPY,SHORT,2016-06-10 14:00:00,2016-06-16 02:00:00,152.948,149.13411,156.76189,149.13411,4.992,3.81389,3.79389,TP,84
GBPJPY,SHORT,2016-07-05 08:00:00,2016-07-06 02:00:00,133.342,129.00859,137.67541,129.00859,5.672,4.33341,4.31341,TP,18
GBPJPY,SHORT,2016-07-28 22:00:00,2016-07-29 03:00:00,135.979,138.98763,138.98763,132.97037,3.938,-3.00863,-3.02863,SL,5
GBPJPY,SHORT,2016-09-11 22:00:00,2016-09-13 14:00:00,135.735,134.66616,136.80384,134.66616,1.399,1.06884,1.04884,TP,40
GBPJPY,SHORT,2016-10-05 06:00:00,2016-10-05 09:00:00,130.609,131.05518,131.05518,130.16282,0.584,-0.44618,-0.46618,SL,3
GBPJPY,LONG,2016-10-20 16:00:00,2016-10-21 09:00:00,127.452,126.79649,126.79649,128.10751,0.858,-0.65551,-0.67551,SL,17
GBPJPY,LONG,2016-10-31 18:00:00,2016-11-01 16:00:00,128.422,127.4563,127.4563,129.3877,1.264,-0.9657,-0.9857,SL,22
GBPJPY,LONG,2016-11-09 16:00:00,2016-11-10 14:00:00,130.406,133.23662,127.57538,133.23662,3.705,2.83062,2.81062,TP,22
GBPJPY,SHORT,2017-01-09 05:00:00,2017-01-09 07:00:00,143.332,142.93243,143.73157,142.93243,0.523,0.39957,0.37957,TP,2
GBPJPY,LONG,2017-01-23 14:00:00,2017-01-23 15:00:00,142.07,141.06687,141.06687,143.07313,1.313,-1.00313,-1.02313,SL,1
GBPJPY,SHORT,2017-02-02 10:00:00,2017-02-02 11:00:00,142.546,142.06774,143.02426,142.06774,0.626,0.47826,0.45826,TP,1
GBPJPY,LONG,2017-02-14 15:00:00,2017-02-16 16:00:00,142.577,141.38822,141.38822,143.76578,1.556,-1.18878,-1.20878,SL,49
GBPJPY,SHORT,2017-02-24 14:00:00,2017-02-27 00:00:00,140.34,139.04502,141.63498,139.04502,1.695,1.29498,1.27498,TP,10
GBPJPY,LONG,2017-03-15 06:00:00,2017-03-15 18:00:00,140.495,139.47277,139.47277,141.51723,1.338,-1.02223,-1.04223,SL,12
GBPJPY,SHORT,2017-03-22 08:00:00,2017-03-29 00:00:00,138.895,137.73678,140.05322,137.73678,1.516,1.15822,1.13822,TP,112
GBPJPY,SHORT,2017-04-07 01:00:00,2017-04-14 05:00:00,137.454,136.24077,138.66723,136.24077,1.588,1.21323,1.19323,TP,124
GBPJPY,SHORT,2017-05-16 12:00:00,2017-05-16 13:00:00,146.271,146.51395,146.51395,146.02805,0.318,-0.24295,-0.26295,SL,1
GBPJPY,LONG,2017-07-18 07:00:00,2017-07-18 08:00:00,147.243,146.76092,146.76092,147.72508,0.631,-0.48208,-0.50208,SL,1
GBPJPY,LONG,2017-07-31 15:00:00,2017-08-02 07:00:00,145.779,146.51473,145.04327,146.51473,0.963,0.73573,0.71573,TP,40
GBPJPY,SHORT,2017-08-17 18:00:00,2017-08-23 12:00:00,141.254,139.77413,142.73387,139.77413,1.937,1.47987,1.45987,TP,90
GBPJPY,LONG,2017-08-29 15:00:00,2017-08-29 18:00:00,140.961,141.38426,140.53774,141.38426,0.554,0.42326,0.40326,TP,3
GBPJPY,SHORT,2017-09-08 05:00:00,2017-09-08 12:00:00,141.484,142.04172,142.04172,140.92628,0.73,-0.55772,-0.57772,SL,7
GBPJPY,LONG,2017-09-20 18:00:00,2017-09-21 15:00:00,151.588,152.44444,150.73156,152.44444,1.121,0.85644,0.83644,TP,21
GBPJPY,SHORT,2017-09-28 08:00:00,2017-09-28 10:00:00,150.573,151.20024,151.20024,149.94576,0.821,-0.62724,-0.64724,SL,2
GBPJPY,LONG,2017-10-18 21:00:00,2017-10-19 08:00:00,149.169,148.10551,148.10551,150.23249,1.392,-1.06349,-1.08349,SL,11
GBPJPY,SHORT,2017-11-08 08:00:00,2017-11-08 12:00:00,149.443,148.76915,150.11685,148.76915,0.882,0.67385,0.65385,TP,4
GBPJPY,LONG,2017-12-08 04:00:00,2017-12-13 19:00:00,152.949,150.51031,150.51031,155.38769,3.192,-2.43869,-2.45869,SL,87
GBPJPY,SHORT,2017-12-14 14:00:00,2017-12-15 08:00:00,151.102,150.50761,151.69639,150.50761,0.778,0.59439,0.57439,TP,18
GBPJPY,LONG,2018-01-22 15:00:00,2018-01-24 21:00:00,154.579,155.70132,153.45668,155.70132,1.469,1.12232,1.10232,TP,54
GBPJPY,SHORT,2018-02-08 17:00:00,2018-02-09 17:00:00,151.323,149.24492,153.40108,149.24492,2.72,2.07808,2.05808,TP,24
GBPJPY,SHORT,2018-02-26 15:00:00,2018-02-27 08:00:00,149.148,149.80657,149.80657,148.48943,0.862,-0.65857,-0.67857,SL,17
GBPJPY,LONG,2018-03-19 12:00:00,2018-04-06 14:00:00,149.376,151.15688,147.59512,151.15688,2.331,1.78088,1.76088,TP,338
GBPJPY,SHORT,2018-06-28 00:00:00,2018-06-29 14:00:00,144.383,146.11346,146.11346,142.65254,2.265,-1.73046,-1.75046,SL,38
GBPJPY,LONG,2018-07-04 17:00:00,2018-07-08 21:00:00,146.301,146.93436,145.66764,146.93436,0.829,0.63336,0.61336,TP,52
GBPJPY,SHORT,2018-07-27 01:00:00,2018-07-31 06:00:00,145.454,146.26766,146.26766,144.64034,1.065,-0.81366,-0.83366,SL,53
GBPJPY,SHORT,2018-08-15 14:00:00,2018-08-21 13:00:00,140.239,141.95036,141.95036,138.52764,2.24,-1.71136,-1.73136,SL,95
GBPJPY,LONG,2018-08-27 16:00:00,2018-08-29 13:00:00,143.238,143.78197,142.69403,143.78197,0.712,0.54397,0.52397,TP,45
GBPJPY,SHORT,2018-09-05 06:00:00,2018-09-05 09:00:00,143.128,142.70551,143.55049,142.70551,0.553,0.42249,0.40249,TP,3
GBPJPY,LONG,2018-10-12 05:00:00,2018-10-12 12:00:00,148.779,148.04327,148.04327,149.51473,0.963,-0.73573,-0.75573,SL,7
GBPJPY,SHORT,2018-10-18 15:00:00,2018-10-24 15:00:00,146.506,145.05746,147.95454,145.05746,1.896,1.44854,1.42854,TP,96
GBPJPY,SHORT,2018-11-14 10:00:00,2018-11-14 20:00:00,147.219,148.37035,148.37035,146.06765,1.507,-1.15135,-1.17135,SL,10
GBPJPY,LONG,2018-11-28 10:00:00,2018-11-29 09:00:00,145.518,144.81283,144.81283,146.22317,0.923,-0.70517,-0.72517,SL,23
GBPJPY,LONG,2019-01-11 10:00:00,2019-01-11 18:00:00,138.595,139.47284,137.71716,139.47284,1.149,0.87784,0.85784,TP,8
GBPJPY,SHORT,2019-02-05 16:00:00,2019-02-19 14:00:00,142.074,143.67458,143.67458,140.47342,2.095,-1.60058,-1.62058,SL,238
GBPJPY,SHORT,2019-03-29 08:00:00,2019-04-01 14:00:00,144.13,145.93686,145.93686,142.32314,2.365,-1.80686,-1.82686,SL,30
GBPJPY,SHORT,2019-04-23 13:00:00,2019-04-24 06:00:00,144.981,144.48822,145.47378,144.48822,0.645,0.49278,0.47278,TP,17
GBPJPY,LONG,2019-06-11 10:00:00,2019-06-12 15:00:00,138.252,137.65914,137.65914,138.84486,0.776,-0.59286,-0.61286,SL,29
GBPJPY,LONG,2019-06-26 18:00:00,2019-06-27 07:00:00,136.833,137.21194,136.45406,137.21194,0.496,0.37894,0.35894,TP,13
GBPJPY,LONG,2019-08-20 13:00:00,2019-08-22 12:00:00,129.531,130.50204,128.55996,130.50204,1.271,0.97104,0.95104,TP,47
GBPJPY,SHORT,2019-10-01 13:00:00,2019-10-03 06:00:00,132.314,131.52097,133.10703,131.52097,1.038,0.79303,0.77303,TP,41
GBPJPY,LONG,2019-11-05 18:00:00,2019-11-07 01:00:00,140.683,139.85559,139.85559,141.51041,1.083,-0.82741,-0.84741,SL,31
GBPJPY,LONG,2019-12-04 09:00:00,2019-12-04 15:00:00,141.818,142.5736,141.0624,142.5736,0.989,0.7556,0.7356,TP,6
GBPJPY,LONG,2019-12-31 11:00:00,2019-12-31 16:00:00,143.426,144.19076,142.66124,144.19076,1.001,0.76476,0.74476,TP,5
GBPJPY,SHORT,2020-01-07 23:00:00,2020-01-08 00:00:00,142.017,141.54943,142.48457,141.54943,0.612,0.46757,0.44757,TP,1
