Datetime,Open,High,Low,Close,Volume
2026-02-06 00:00:00+00:00,1.8537399768829343,1.8544000387191768,1.8535200357437127,1.8542499542236328,0
2026-02-06 01:00:00+00:00,1.854200005531311,1.8556100130081177,1.854099988937378,1.8553099632263184,0
2026-02-06 02:00:00+00:00,1.855329990386963,1.8558000326156616,1.854699969291687,1.85565996170044,0
2026-02-06 03:00:00+00:00,1.8556499481201167,1.8563300371170044,1.855299949645996,1.8558800220489504,0
2026-02-06 04:00:00+00:00,1.8558800220489504,1.8572299480438232,1.8557599782943728,1.856719970703125,0
2026-02-06 05:00:00+00:00,1.856719970703125,1.857759952545166,1.8566700220108032,1.857570052146912,0
2026-02-06 06:00:00+00:00,1.857550024986267,1.858150005340576,1.8572200536727903,1.8574299812316888,0
2026-02-06 07:00:00+00:00,1.8574299812316888,1.858389973640442,1.856559991836548,1.8568600416183472,0
2026-02-06 08:00:00+00:00,1.856969952583313,1.8572100400924685,1.8550399541854856,1.856089949607849,0
2026-02-06 09:00:00+00:00,1.8559800386428835,1.858199954032898,1.8559800386428835,1.8575199842453003,0
2026-02-06 10:00:00+00:00,1.8575199842453003,1.8586599826812744,1.85725998878479,1.8581000566482544,0
2026-02-06 11:00:00+00:00,1.857959985733032,1.85985004901886,1.857710003852844,1.857810020446777,0
2026-02-06 12:00:00+00:00,1.8577200174331665,1.8594399690628047,1.857409954071045,1.8575299978256223,0
2026-02-06 13:00:00+00:00,1.857409954071045,1.857759952545166,1.854529976844788,1.8555500507354736,0
2026-02-06 14:00:00+00:00,1.8555500507354736,1.8564599752426147,1.853760004043579,1.8545000553131104,0
2026-02-06 15:00:00+00:00,1.8546500205993648,1.8563799858093264,1.8540699481964111,1.85631000995636,0
2026-02-06 16:00:00+00:00,1.856220006942749,1.857190012931824,1.8550200462341309,1.8561500310897827,0
2026-02-06 17:00:00+00:00,1.8561300039291384,1.8583300113677976,1.85579001903534,1.8580399751663208,0
2026-02-06 18:00:00+00:00,1.8579200506210327,1.858629941940308,1.8571399450302124,1.85820996761322,0
2026-02-06 19:00:00+00:00,1.8582500219345093,1.8600000143051147,1.8581600189208984,1.8595499992370603,0
2026-02-06 20:00:00+00:00,1.8594800233840945,1.8598400354385376,1.8589600324630733,1.859470009803772,0
2026-02-06 21:00:00+00:00,1.8594399690628047,1.8616199493408203,1.858150005340576,1.8601900339126587,0
2026-02-06 22:00:00+00:00,1.8610999584198,1.8611899614334104,1.8610999584198,1.8611899614334104,0
2026-02-09 00:00:00+00:00,1.8586399555206297,1.8596899509429927,1.8578599691390991,1.8587599992752075,0
2026-02-09 01:00:00+00:00,1.858649969100952,1.858839988708496,1.8570300340652464,1.8577699661254885,0
2026-02-09 02:00:00+00:00,1.8579100370407104,1.8587299585342407,1.8570200204849243,1.858199954032898,0
2026-02-09 03:00:00+00:00,1.858199954032898,1.8585200309753416,1.8577899932861328,1.8579800128936768,0
2026-02-09 04:00:00+00:00,1.8578599691390991,1.858680009841919,1.8574199676513672,1.8578499555587769,0
2026-02-09 05:00:00+00:00,1.857740044593811,1.8590799570083616,1.857509970664978,1.8589099645614624,0
2026-02-09 06:00:00+00:00,1.858819961547852,1.8598599433898928,1.857439994812012,1.8574899435043333,0
2026-02-09 07:00:00+00:00,1.857460021972656,1.8575600385665887,1.8541500568389893,1.855810046195984,0
2026-02-09 08:00:00+00:00,1.855810046195984,1.856660008430481,1.8538899421691888,1.8550699949264529,0
2026-02-09 09:00:00+00:00,1.855159997940064,1.8558900356292725,1.8542799949646,1.85548996925354,0
2026-02-09 10:00:00+00:00,1.85548996925354,1.857879996299744,1.8553600311279297,1.857100009918213,0
2026-02-09 11:00:00+00:00,1.857100009918213,1.860100030899048,1.855409979820252,1.8590799570083616,0
2026-02-09 12:00:00+00:00,1.859269976615905,1.8594399690628047,1.857450008392334,1.85889995098114,0
2026-02-09 13:00:00+00:00,1.858890056610108,1.8597899675369265,1.856500029563904,1.856760025024414,0
2026-02-09 14:00:00+00:00,1.8567999601364136,1.8571100234985352,1.8514100313186648,1.8528399467468264,0
2026-02-09 15:00:00+00:00,1.8528399467468264,1.858139991760254,1.852749943733216,1.8562400341033936,0
