trades,winrate,pf,total_pips,max_dd_pips,f1,f3,f4,f5,f6b,f6s,score
565,0.4088495575221239,1.0374251497002882,125,-395,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,10.081949740761363
572,0.40734265734265734,1.0309734513271296,105,-335,0.005,2.2,None,30.0,35.0,65.0,10.043969575500347
437,0.4279176201372998,1.1219999999995511,305,-190,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,10.036764751287553
437,0.4279176201372998,1.1219999999995511,305,-190,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,10.036764751287553
437,0.4279176201372998,1.1219999999995511,305,-190,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,10.036764751287553
437,0.4279176201372998,1.1219999999995511,305,-190,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,10.036764751287553
615,0.4016260162601626,1.006793478260596,25,-390,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,10.027664358385143
573,0.40663176265270506,1.027941176470286,95,-335,0.005,2.2,None,50.0,35.0,65.0,10.005686078738524
573,0.40663176265270506,1.027941176470286,95,-335,0.005,2.2,None,,35.0,65.0,10.005686078738524
573,0.40663176265270506,1.027941176470286,95,-335,0.005,2.2,None,40.0,35.0,65.0,10.005686078738524
567,0.4074074074074074,1.0312499999996931,105,-225,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,35.0,65.0,10.004247144960006
567,0.4074074074074074,1.0312499999996931,105,-415,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,10.004247144960006
567,0.4074074074074074,1.0312499999996931,105,-415,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,10.004247144960006
493,0.4178498985801217,1.0766550522644331,220,-200,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,9.988961595924902
493,0.4178498985801217,1.0766550522644331,220,-200,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,9.988961595924902
493,0.4178498985801217,1.0766550522644331,220,-200,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,9.988961595924902
493,0.4178498985801217,1.0766550522644331,220,-200,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,9.988961595924902
447,0.4250559284116331,1.1089494163419809,280,-185,0.004,2.2,None,50.0,35.0,65.0,9.96578643457113
447,0.4250559284116331,1.1089494163419809,280,-185,0.004,2.2,None,,35.0,65.0,9.96578643457113
447,0.4250559284116331,1.1089494163419809,280,-185,0.004,2.2,None,30.0,35.0,65.0,9.96578643457113
447,0.4250559284116331,1.1089494163419809,280,-185,0.004,2.2,None,40.0,35.0,65.0,9.96578643457113
541,0.41035120147874304,1.043887147335096,140,-355,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,9.963407480901171
617,0.40032414910858993,1.0013513513510808,5,-410,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,9.95728320467508
617,0.40032414910858993,1.0013513513510808,5,-410,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,9.95728320467508
506,0.4150197628458498,1.0641891891888298,190,-390,,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,35.0,65.0,9.934885793571206
554,0.40794223826714804,1.0335365853655385,110,-270,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,9.923832177300985
554,0.40794223826714804,1.0335365853655385,110,-270,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,9.923832177300985
554,0.40794223826714804,1.0335365853655385,110,-270,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,9.923832177300985
554,0.40794223826714804,1.0335365853655385,110,-270,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,9.923832177300985
619,0.3990306946688207,0.9959677419352161,-15,-390,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,9.887736884147767
543,0.4088397790055249,1.0373831775697704,120,-375,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.88307886034316
487,0.41683778234086244,1.0721830985911718,205,-200,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,9.86280653438893
487,0.41683778234086244,1.0721830985911718,205,-200,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,9.86280653438893
487,0.41683778234086244,1.0721830985911718,205,-200,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,9.86280653438893
487,0.41683778234086244,1.0721830985911718,205,-200,0.004,2.1,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,9.86280653438893
621,0.3977455716586151,0.9906417112296817,-35,-410,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,9.819011378218889
621,0.3977455716586151,0.9906417112296817,-35,-410,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,9.819011378218889
557,0.40574506283662476,1.0241691842897207,80,-425,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,9.807369680866957
382,0.43455497382198954,1.152777777777244,330,-160,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,9.79088619459499
382,0.43455497382198954,1.152777777777244,330,-160,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,9.79088619459499
382,0.43455497382198954,1.152777777777244,330,-160,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,9.79088619459499
382,0.43455497382198954,1.152777777777244,330,-160,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,9.79088619459499
607,0.3986820428336079,0.994520547944933,-20,-420,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,9.7686552056956
553,0.4050632911392405,1.0212765957443704,70,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,9.728118050653785
560,0.4035714285714286,1.0149700598799356,50,-300,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,9.69321078918431
560,0.4035714285714286,1.0149700598799356,50,-300,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,9.69321078918431
560,0.4035714285714286,1.0149700598799356,50,-300,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.69321078918431
560,0.4035714285714286,1.0149700598799356,50,-300,0.004,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,9.69321078918431
554,0.4043321299638989,1.0181818181815097,60,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,9.689881667228379
554,0.4043321299638989,1.0181818181815097,60,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,9.689881667228379
554,0.4043321299638989,1.0181818181815097,60,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,9.689881667228379
554,0.4043321299638989,1.0181818181815097,60,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,9.689881667228379
447,0.42058165548098436,1.0888030888026685,230,-210,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,9.681740363648293
447,0.42058165548098436,1.0888030888026685,230,-210,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,9.681740363648293
447,0.42058165548098436,1.0888030888026685,230,-210,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.681740363648293
447,0.42058165548098436,1.0888030888026685,230,-210,0.003,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,9.681740363648293
450,0.42,1.0862068965513079,225,-355,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,9.67760970527011
450,0.42,1.0862068965513079,225,-355,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,9.67760970527011
453,0.4194260485651214,1.0836501901136564,220,-355,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,9.673722196782244
427,0.4238875878220141,1.1036585365849172,255,-380,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,9.66717018526546
427,0.4238875878220141,1.1036585365849172,255,-380,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,9.66717018526546
430,0.4232558139534884,1.1008064516124594,250,-380,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,9.66157937997961
632,0.3939873417721519,0.9751958224540535,-95,-410,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,9.659010543635748
632,0.3939873417721519,0.9751958224540535,-95,-410,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,9.659010543635748
632,0.3939873417721519,0.9751958224540535,-95,-410,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,9.659010543635748
555,0.4036036036036036,1.0151057401809622,50,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,9.651899926699459
555,0.4036036036036036,1.0151057401809622,50,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,9.651899926699459
555,0.4036036036036036,1.0151057401809622,50,-285,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,9.651899926699459
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,9.638753864389503
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,9.638753864389503
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,9.638753864389503
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,9.638753864389503
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,9.638753864389503
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,9.638753864389503
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,9.638753864389503
379,0.43271767810026385,1.1441860465110958,310,-195,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,9.638753864389503
611,0.3960720130932897,0.9837398373981074,-60,-420,,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.631080652414058
451,0.4190687361419069,1.082061068701877,215,-365,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,9.629978225675888
451,0.4190687361419069,1.082061068701877,215,-365,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,9.629978225675888
454,0.4185022026431718,1.0795454545450456,210,-365,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,9.626459935307686
631,0.393026941362916,0.9712793733678926,-110,-425,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,9.589173292200563
417,0.4244604316546763,1.106249999999539,255,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,9.588673316413393
417,0.4244604316546763,1.106249999999539,255,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,9.588673316413393
417,0.4244604316546763,1.106249999999539,255,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,9.588673316413393
417,0.4244604316546763,1.106249999999539,255,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,9.588673316413393
570,0.4,0.9999999999997076,0,-300,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,9.549869109047867
570,0.4,0.9999999999997076,0,-300,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,9.549869109047867
570,0.4,0.9999999999997076,0,-300,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,9.549869109047867
570,0.4,0.9999999999997076,0,-300,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,9.549869109047867
471,0.4140127388535032,1.0597826086952682,165,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,9.522279967461266
471,0.4140127388535032,1.0597826086952682,165,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,9.522279967461266
492,0.4105691056910569,1.0448275862065364,130,-190,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,35.0,65.0,9.51510201024756
492,0.4105691056910569,1.0448275862065364,130,-190,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,35.0,65.0,9.51510201024756
410,0.424390243902439,1.105932203389362,250,-195,0.003,2.2,None,50.0,45.0,55.0,9.503549131827427
410,0.424390243902439,1.105932203389362,250,-195,0.003,2.2,None,40.0,45.0,55.0,9.503549131827427
410,0.424390243902439,1.105932203389362,250,-195,0.003,2.2,None,,45.0,55.0,9.503549131827427
410,0.424390243902439,1.105932203389362,250,-195,0.003,2.2,None,30.0,45.0,55.0,9.503549131827427
550,0.4018181818181818,1.0075987841942227,25,-240,,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,35.0,65.0,9.495078590444868
419,0.4224343675417661,1.0971074380160757,235,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,9.486705402172376
419,0.4224343675417661,1.0971074380160757,235,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,9.486705402172376
419,0.4224343675417661,1.0971074380160757,235,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,9.486705402172376
419,0.4224343675417661,1.0971074380160757,235,-220,0.004,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.486705402172376
472,0.413135593220339,1.05595667869998,155,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,9.477847431111313
472,0.413135593220339,1.05595667869998,155,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,9.477847431111313
472,0.413135593220339,1.05595667869998,155,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,9.477847431111313
472,0.413135593220339,1.05595667869998,155,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,9.477847431111313
472,0.413135593220339,1.05595667869998,155,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,9.477847431111313
472,0.413135593220339,1.05595667869998,155,-245,0.005,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,9.477847431111313
638,0.390282131661442,0.9601542416449974,-155,-450,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,9.465204740435743
638,0.390282131661442,0.9601542416449974,-155,-450,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,9.465204740435743
638,0.390282131661442,0.9601542416449974,-155,-450,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,9.465204740435743
449,0.41648106904231624,1.070610687022492,185,-210,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,9.448220285424808
449,0.41648106904231624,1.070610687022492,185,-210,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,9.448220285424808
449,0.41648106904231624,1.070610687022492,185,-210,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,9.448220285424808
449,0.41648106904231624,1.070610687022492,185,-210,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,9.448220285424808
491,0.4093686354378819,1.0396551724134346,115,-190,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,35.0,65.0,9.43071520494812
444,0.4166666666666667,1.0714285714281577,185,-350,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,9.4068337079006
450,0.41555555555555557,1.066539923953967,175,-220,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,,,9.401831570837635
450,0.41555555555555557,1.066539923953967,175,-220,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,,,9.401831570837635
450,0.41555555555555557,1.066539923953967,175,-220,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,,,9.401831570837635
450,0.41555555555555557,1.066539923953967,175,-220,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,,,9.401831570837635
412,0.4223300970873786,1.096638655461724,230,-205,0.003,2.2,None,40.0,,,9.400786520700503
412,0.4223300970873786,1.096638655461724,230,-205,0.003,2.2,None,50.0,,,9.400786520700503
412,0.4223300970873786,1.096638655461724,230,-205,0.003,2.2,None,,,,9.400786520700503
412,0.4223300970873786,1.096638655461724,230,-205,0.003,2.2,None,30.0,,,9.400786520700503
637,0.3893249607535322,0.956298200513893,-170,-465,0.005,,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.396698733555194
421,0.42042755344418054,1.0881147540979148,215,-375,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,9.386569876545682
445,0.4157303370786517,1.0673076923072817,175,-360,,2.3,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.360118832284316
336,0.4375,1.1666666666660495,315,-170,0.003,2.3,None,40.0,45.0,55.0,9.356092043863223
336,0.4375,1.1666666666660495,315,-170,0.003,2.3,None,30.0,45.0,55.0,9.356092043863223
336,0.4375,1.1666666666660495,315,-170,0.003,2.3,None,50.0,45.0,55.0,9.356092043863223
336,0.4375,1.1666666666660495,315,-170,0.003,2.3,None,,45.0,55.0,9.356092043863223
517,0.40425531914893614,1.0178571428568124,55,-245,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,9.355948945268198
518,0.4034749034749035,1.014563106795788,45,-245,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,9.316664832000686
518,0.4034749034749035,1.014563106795788,45,-245,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,9.316664832000686
518,0.4034749034749035,1.014563106795788,45,-245,0.005,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,9.316664832000686
337,0.4362017804154303,1.1605263157888628,305,-170,0.003,2.3,None,50.0,,,9.293030813345956
337,0.4362017804154303,1.1605263157888628,305,-170,0.003,2.3,None,40.0,,,9.293030813345956
337,0.4362017804154303,1.1605263157888628,305,-170,0.003,2.3,None,,,,9.293030813345956
337,0.4362017804154303,1.1605263157888628,305,-170,0.003,2.3,None,30.0,,,9.293030813345956
420,0.41904761904761906,1.0819672131143108,200,-215,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,40.0,60.0,9.291848563414359
420,0.41904761904761906,1.0819672131143108,200,-215,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,40.0,60.0,9.291848563414359
420,0.41904761904761906,1.0819672131143108,200,-215,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,40.0,60.0,9.291848563414359
420,0.41904761904761906,1.0819672131143108,200,-215,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,40.0,60.0,9.291848563414359
468,0.41025641025641024,1.043478260869187,120,-265,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,45.0,55.0,9.261081536974382
468,0.41025641025641024,1.043478260869187,120,-265,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,45.0,55.0,9.261081536974382
468,0.41025641025641024,1.043478260869187,120,-265,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,45.0,55.0,9.261081536974382
468,0.41025641025641024,1.043478260869187,120,-265,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,45.0,55.0,9.261081536974382
366,0.42896174863387976,1.1267942583726667,265,-225,0.003,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,45.0,55.0,9.247061266601916
366,0.42896174863387976,1.1267942583726667,265,-225,0.003,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,45.0,55.0,9.247061266601916
366,0.42896174863387976,1.1267942583726667,265,-225,0.003,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,45.0,55.0,9.247061266601916
366,0.42896174863387976,1.1267942583726667,265,-225,0.003,,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,45.0,55.0,9.247061266601916
419,0.41766109785202865,1.0758196721307067,185,-200,0.004,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,35.0,65.0,9.197515292730175
419,0.41766109785202865,1.0758196721307067,185,-200,0.004,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,35.0,65.0,9.197515292730175
419,0.41766109785202865,1.0758196721307067,185,-200,0.004,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,35.0,65.0,9.197515292730175
419,0.41766109785202865,1.0758196721307067,185,-200,0.004,,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,35.0,65.0,9.197515292730175
367,0.42779291553133514,1.1214285714280374,255,-180,0.003,2.2,None,30.0,40.0,60.0,9.190480904071254
367,0.42779291553133514,1.1214285714280374,255,-180,0.003,2.2,None,40.0,40.0,60.0,9.190480904071254
367,0.42779291553133514,1.1214285714280374,255,-180,0.003,2.2,None,,40.0,60.0,9.190480904071254
367,0.42779291553133514,1.1214285714280374,255,-180,0.003,2.2,None,50.0,40.0,60.0,9.190480904071254
479,0.407098121085595,1.0299295774644261,85,-205,,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,35.0,65.0,9.17644328988473
362,0.4281767955801105,1.1231884057965589,255,-165,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,35.0,65.0,9.150188157781065
362,0.4281767955801105,1.1231884057965589,255,-165,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",,35.0,65.0,9.150188157781065
362,0.4281767955801105,1.1231884057965589,255,-165,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,35.0,65.0,9.150188157781065
362,0.4281767955801105,1.1231884057965589,255,-165,0.004,2.1,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,35.0,65.0,9.150188157781065
472,0.4067796610169492,1.0285714285710612,80,-285,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",,,,9.090016798444198
472,0.4067796610169492,1.0285714285710612,80,-285,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,,,9.090016798444198
472,0.4067796610169492,1.0285714285710612,80,-285,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",30.0,,,9.090016798444198
472,0.4067796610169492,1.0285714285710612,80,-285,0.004,2.1,"[15, 16, 17, 18, 19, 20, 21, 22, 23]",50.0,,,9.090016798444198
349,0.4297994269340974,1.1306532663310902,260,-175,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,9.078372264096638
349,0.4297994269340974,1.1306532663310902,260,-175,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,9.078372264096638
349,0.4297994269340974,1.1306532663310902,260,-175,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,9.078372264096638
349,0.4297994269340974,1.1306532663310902,260,-175,0.004,2.3,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,9.078372264096638
413,0.41646489104116224,1.0705394190866928,170,-180,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",40.0,40.0,60.0,9.060581776758122
413,0.41646489104116224,1.0705394190866928,170,-180,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",30.0,40.0,60.0,9.060581776758122
413,0.41646489104116224,1.0705394190866928,170,-180,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",,40.0,60.0,9.060581776758122
413,0.41646489104116224,1.0705394190866928,170,-180,0.004,2.2,"[21, 22, 23, 0, 1, 2, 3, 4, 5]",50.0,40.0,60.0,9.060581776758122
428,0.4135514018691589,1.0577689243023674,145,-425,,2.2,"[9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",40.0,35.0,65.0,9.04986677249986
